date,AWK,dcf,Deviation
2008-04-23,20.6,,
2008-04-24,20.81,,
2008-04-25,21.17,,
2008-04-28,21.0,,
2008-04-29,21.07,,
2008-04-30,21.15,,
2008-05-01,21.91,,
2008-05-02,22.01,,
2008-05-05,21.91,,
2008-05-06,21.55,,
2008-05-07,21.21,,
2008-05-08,21.25,,
2008-05-09,21.67,,
2008-05-12,21.5,,
2008-05-13,21.32,,
2008-05-14,21.3,,
2008-05-15,21.16,,
2008-05-16,21.62,,
2008-05-19,21.75,,
2008-05-20,21.65,,
2008-05-21,21.16,,
2008-05-22,21.35,,
2008-05-23,21.14,,
2008-05-27,21.23,,
2008-05-28,21.41,,
2008-05-29,21.06,,
2008-05-30,21.5,,
2008-06-02,21.6,,
2008-06-03,21.32,,
2008-06-04,21.57,,
2008-06-05,21.8,,
2008-06-06,22.1,,
2008-06-09,22.33,,
2008-06-10,21.85,,
2008-06-11,21.71,,
2008-06-12,21.85,,
2008-06-13,22.39,,
2008-06-16,22.75,,
2008-06-17,23.18,,
2008-06-18,23.04,,
2008-06-19,22.89,,
2008-06-20,23.0,,
2008-06-23,22.75,,
2008-06-24,22.88,,
2008-06-25,23.37,,
2008-06-26,22.62,,
2008-06-27,22.52,,
2008-06-30,22.18,22.916930971106687,-0.032156616958693096
2008-07-01,22.88,22.68693097110669,0.008510143092478772
2008-07-02,22.65,21.836930971106693,0.037233667586764385
2008-07-03,21.8,21.52693097110669,0.012684995797116683
2008-07-07,21.49,21.73693097110669,-0.011359974020017871
2008-07-08,21.7,21.626930971106688,0.0033786129428594602
2008-07-09,21.59,21.296930971106693,0.01376109211655474
2008-07-10,21.26,20.066930971106693,0.05945448412670307
2008-07-11,20.03,19.746930971106693,0.014334836603596246
2008-07-14,19.71,18.946930971106696,0.04027401746789261
2008-07-15,18.91,19.43693097110669,-0.027109782500641777
2008-07-16,19.4,19.73693097110669,-0.01707109233953008
2008-07-17,19.7,19.586930971106693,0.005772677151928418
2008-07-18,19.55,19.75693097110669,-0.010473841884112156
2008-07-21,19.72,19.96693097110669,-0.012366996784033413
2008-07-22,19.93,19.72693097110669,0.010294000074859033
2008-07-23,19.69,18.906930971106696,0.04141703537660235
2008-07-24,18.87,19.18693097110669,-0.016518064904905927
2008-07-25,19.15,18.666930971106687,0.025878331560823975
2008-07-28,18.63,19.036930971106692,-0.021375870497419625
2008-07-29,19.0,19.496930971106693,-0.02548765094583938
2008-07-30,19.46,19.286930971106692,0.008973383538966262
2008-07-31,19.25,19.326930971106695,-0.003980506331900502
2008-08-01,19.29,19.636930971106693,-0.017667270492377818
2008-08-04,19.6,20.376930971106688,-0.03812796795593654
2008-08-05,20.34,20.136930971106693,0.010084408055263117
2008-08-06,20.1,20.18693097110669,-0.004306299517797596
2008-08-07,20.15,20.106930971106692,0.0021419991422457763
2008-08-08,20.07,20.80693097110669,-0.03541757177596361
2008-08-11,20.77,20.906930971106696,-0.006549549108663344
2008-08-12,20.87,21.126930971106688,-0.012161301206411235
2008-08-13,21.09,21.016930971106692,0.0034766745436696223
2008-08-14,20.98,20.786930971106692,0.009288000675119923
2008-08-15,20.75,21.18693097110669,-0.020622664589909134
2008-08-18,21.15,21.95693097110669,-0.036750626586590784
2008-08-19,21.92,21.93693097110669,-0.0007718021782074924
2008-08-20,21.9,21.93693097110669,-0.0016835067382641178
2008-08-21,21.9,21.98693097110669,-0.003953756493843108
2008-08-22,21.95,21.80693097110669,0.00656071361361521
2008-08-25,21.77,21.646930971106688,0.005685287630730507
2008-08-26,21.61,21.75693097110669,-0.006753294906428509
2008-08-27,21.72,22.146930971106688,-0.019277206926037294
2008-08-28,22.11,22.9869309711067,-0.03814911056238668
2008-08-29,22.95,22.836930971106685,0.0049511481659409995
2008-09-02,22.8,21.906930971106696,0.04076650581823538
2008-09-03,21.87,21.50693097110669,0.01688148947802337
2008-09-04,21.47,21.00693097110669,0.02204363072027138
2008-09-05,20.97,20.946930971106696,0.0011013082978659217
2008-09-08,20.91,20.68693097110669,0.010783089536329449
2008-09-09,20.65,21.116930971106694,-0.02211168714552203
2008-09-10,21.08,21.106930971106692,-0.0012759302213836143
2008-09-11,21.07,21.066930971106693,0.00014567992355019044
2008-09-12,21.03,20.336930971106693,0.03407933231803617
2008-09-15,20.3,20.396930971106688,-0.004752233129777905
2008-09-16,20.36,19.946930971106696,0.020708400179036968
2008-09-17,19.91,20.286930971106692,-0.018579989829093813
2008-09-18,20.25,20.036930971106692,0.010633815587854034
2008-09-19,20.0,19.696930971106696,0.015386611718235521
2008-09-22,19.66,19.376930971106688,0.014608558461368437
2008-09-23,19.34,19.636930971106693,-0.01512104776166856
2008-09-24,19.6,20.036930971106692,-0.021806282196447424
2008-09-25,20.0,19.18693097110669,0.04237618981991953
2008-09-26,19.15,20.136930971106693,-0.049010992416013366
2008-09-29,20.1,21.536930971106692,-0.066719393447211
2008-09-30,21.5,20.21177636997358,0.06373628950002597
2008-10-01,20.17,20.161776369973577,0.00040788221610621456
2008-10-02,20.12,19.971776369973583,0.007421654803288602
2008-10-03,19.93,19.561776369973582,0.018823629462998204
2008-10-06,19.52,19.661776369973577,-0.007210760986483988
2008-10-07,19.62,19.11177636997358,0.0265921712449968
2008-10-08,19.07,18.731776369973584,0.01805614285298529
2008-10-09,18.69,18.34177636997358,0.01898527290936114
2008-10-10,18.3,19.44177636997358,-0.058727985974418084
2008-10-13,19.4,19.171776369973585,0.011904146262828874
2008-10-14,19.13,18.14177636997358,0.05447226389925208
2008-10-15,18.1,18.46177636997358,-0.019595967512745727
2008-10-16,18.42,19.171776369973585,-0.03921266112570554
2008-10-17,19.13,19.80177636997358,-0.033925055884997724
2008-10-20,19.76,19.731776369973584,0.0014303643776019115
2008-10-21,19.69,19.01177636997358,0.035673869544225356
2008-10-22,18.97,18.79177636997358,0.00948412893584627
2008-10-23,18.75,18.05177636997358,0.03867894304229291
2008-10-24,18.01,17.20177636997358,0.04698489345770196
2008-10-27,17.16,19.39177636997358,-0.1150888050374429
2008-10-28,19.35,18.70177636997358,0.034661072681158256
2008-10-29,18.66,19.911776369973577,-0.06286613241906547
2008-10-30,19.87,20.321776369973584,-0.022231145631594673
2008-10-31,20.28,20.351776369973578,-0.003526786491201528
2008-11-03,20.31,20.19177636997358,0.005855038598893358
2008-11-04,20.15,19.52177636997358,0.032180659081449514
2008-11-05,19.48,18.971776369973583,0.02678840505577429
2008-11-06,18.93,19.39177636997358,-0.02381299996263364
2008-11-07,19.35,19.471776369973583,-0.006253993865776186
2008-11-10,19.43,19.831776369973586,-0.02025922249617018
2008-11-11,19.79,18.971776369973583,0.04312846694321193
2008-11-12,18.93,20.921776369973585,-0.0952011117388738
2008-11-13,20.88,19.54177636997358,0.06848014247479739
2008-11-14,19.5,19.59177636997358,-0.004684433317350245
2008-11-17,19.55,19.971776369973583,-0.02111862070555215
2008-11-18,19.93,19.34177636997358,0.0304120789515272
2008-11-19,19.3,18.94177636997358,0.018911828702310896
2008-11-20,18.9,20.04177636997358,-0.05696981888712127
2008-11-21,20.0,20.731776369973584,-0.035297330866130516
2008-11-24,20.69,20.86177636997358,-0.008234024127533823
2008-11-25,20.82,20.14177636997358,0.03367248337825268
2008-11-26,20.1,20.321776369973584,-0.010913237402871312
2008-11-28,20.28,19.11177636997358,0.0611258528465104
2008-12-01,19.07,19.01177636997358,0.003062503413325368
2008-12-02,18.97,20.251776369973577,-0.06329204641396358
2008-12-03,20.21,20.311776369973582,-0.005010707489081834
2008-12-04,20.27,20.53177636997358,-0.01274981595632485
2008-12-05,20.49,21.001776369973577,-0.02436824204571897
2008-12-08,20.96,20.76177636997358,0.009547527460757266
2008-12-09,20.72,20.71177636997358,0.00039705092791275653
2008-12-10,20.67,20.741776369973582,-0.0034604736206435005
2008-12-11,20.7,20.45177636997358,0.012137020547068555
2008-12-12,20.41,20.68177636997358,-0.013140862037757661
2008-12-15,20.64,20.981776369973584,-0.016289200873510934
2008-12-16,20.94,21.86177636997358,-0.04216383675205859
2008-12-17,21.82,20.78177636997358,0.04995836792500996
2008-12-18,20.74,21.131776369973583,-0.018539679916841467
2008-12-19,21.09,22.101776369973575,-0.04577805661576262
2008-12-22,22.06,22.20177636997358,-0.006385812000400337
2008-12-23,22.16,21.961776369973574,0.009025846848046415
2008-12-24,21.92,21.821776369973584,0.004501174806354147
2008-12-26,21.78,20.981776369973584,0.038043663031731345
2008-12-29,20.94,19.79177636997358,0.05801518815503637
2008-12-30,19.75,20.921776369973585,-0.05600749904082192
2008-12-31,20.88,21.17964980277182,-0.014148005541272268
2009-01-02,21.12,20.54964980277182,0.027754740479871698
2009-01-05,20.49,20.54964980277182,-0.002902716267397243
2009-01-06,20.49,20.079649802771822,0.020436123202284717
2009-01-07,20.02,20.24964980277182,-0.011340927127558853
2009-01-08,20.19,20.76964980277182,-0.02790850150465518
2009-01-09,20.71,19.899649802771822,0.040721832055321094
2009-01-12,19.84,20.13964980277182,-0.014878600457619684
2009-01-13,20.08,19.95964980277182,0.006029674789758355
2009-01-14,19.9,20.399649802771822,-0.02449305785160749
2009-01-15,20.34,20.509649802771822,-0.00827170646028752
2009-01-16,20.45,20.419649802771822,0.0014863231015871392
2009-01-20,20.36,20.849649802771822,-0.023484797462004714
2009-01-21,20.79,20.759649802771822,0.001461980212408287
2009-01-22,20.7,20.83964980277182,-0.0067011588051372195
2009-01-23,20.78,20.90964980277182,-0.00620047700438453
2009-01-26,20.85,21.329649802771822,-0.022487467314605825
2009-01-27,21.27,21.419649802771822,-0.006986566267411898
2009-01-28,21.36,21.199649802771823,0.007563813493145943
2009-01-29,21.14,21.239649802771822,-0.004691687654794441
2009-01-30,21.18,20.81964980277182,0.017308177641883526
2009-02-02,20.76,21.11964980277182,-0.017029155602978685
2009-02-03,21.06,20.76964980277182,0.013979542264089151
2009-02-04,20.71,20.95964980277182,-0.011910972040134249
2009-02-05,20.9,21.08964980277182,-0.00899255343476102
2009-02-06,21.03,21.539649802771823,-0.023661006907653492
2009-02-09,21.48,21.29964980277182,0.00846728462196178
2009-02-10,21.24,21.18964980277182,0.0023761693891510838
2009-02-11,21.13,21.109649802771823,0.0009640234403842651
2009-02-12,21.05,20.699649802771823,0.016925416640684476
2009-02-13,20.64,20.88964980277182,-0.01195088501381647
2009-02-17,20.83,20.629649802771823,0.009711759489065885
2009-02-18,20.57,20.809649802771823,-0.011516282351849205
2009-02-19,20.75,20.759649802771822,-0.00046483456433521475
2009-02-20,20.7,20.26964980277182,0.02123125961304617
2009-02-23,20.21,19.809649802771823,0.020209857378304497
2009-02-24,19.75,19.26964980277182,0.024927811462307048
2009-02-25,19.21,18.559649802771823,0.03504108127789407
2009-02-26,18.5,18.609649802771823,-0.005892093829486855
2009-02-27,18.55,17.88964980277182,0.03691241609021678
2009-03-02,17.83,16.88964980277182,0.055676121660844125
2009-03-03,16.83,17.239649802771822,-0.023762072168424186
2009-03-04,17.18,17.01964980277182,0.009421474535983965
2009-03-05,16.96,16.879649802771823,0.004760181530246266
2009-03-06,16.82,16.719649802771823,0.006001931763639057
2009-03-09,16.66,16.58964980277182,0.00424060773220325
2009-03-10,16.53,16.76964980277182,-0.014290686185480572
2009-03-11,16.71,16.669649802771822,0.002420578578769428
2009-03-12,16.61,18.219649802771823,-0.08834691227308555
2009-03-13,18.16,19.06964980277182,-0.04770144245856056
2009-03-16,19.01,18.309649802771823,0.03825033273559142
2009-03-17,18.25,18.68964980277182,-0.02352370469277698
2009-03-18,18.63,18.359649802771823,0.014725237144085357
2009-03-19,18.3,18.449649802771823,-0.008111254379979616
2009-03-20,18.39,18.109649802771823,0.015480707814972128
2009-03-23,18.05,18.149649802771822,-0.005490453196325795
2009-03-24,18.09,18.43964980277182,-0.018961846158231377
2009-03-25,18.38,18.56964980277182,-0.010212890646085993
2009-03-26,18.51,18.609649802771823,-0.0053547382045296965
2009-03-27,18.55,18.559649802771823,-0.0005199345286343027
2009-03-30,18.5,19.29964980277182,-0.04143338407399366
2009-03-31,19.24,18.32318905118246,0.050035555833463086
2009-04-01,18.27,18.233189051182467,0.002018897994980451
2009-04-02,18.18,18.393189051182464,-0.011590651876041025
2009-04-03,18.34,18.293189051182463,0.0025589277346100836
2009-04-06,18.24,18.223189051182466,0.000922503123373053
2009-04-07,18.17,18.453189051182466,-0.015346347473978672
