date,MXIM,dcf,Deviation
2001-07-24,42.04,,
2001-07-25,38.24,,
2001-07-26,45.16,,
2001-07-27,44.52,,
2001-07-30,44.84,,
2001-07-31,46.17,,
2001-08-01,48.9,,
2001-08-02,51.06,,
2001-08-03,50.34,,
2001-08-06,50.0,,
2001-08-07,49.01,,
2001-08-08,47.0,,
2001-08-09,46.51,,
2001-08-10,48.19,,
2001-08-13,51.19,,
2001-08-14,50.16,,
2001-08-15,46.5,,
2001-08-16,48.9,,
2001-08-17,46.21,,
2001-08-20,47.54,,
2001-08-21,43.52,,
2001-08-22,45.85,,
2001-08-23,45.05,,
2001-08-24,47.87,,
2001-08-27,48.96,,
2001-08-28,46.39,,
2001-08-29,44.9,,
2001-08-30,44.45,,
2001-08-31,46.21,,
2001-09-04,44.25,,
2001-09-05,45.1,,
2001-09-06,42.47,,
2001-09-07,42.99,,
2001-09-10,42.91,,
2001-09-17,37.71,,
2001-09-18,35.8,,
2001-09-19,36.15,,
2001-09-20,34.92,,
2001-09-21,34.24,,
2001-09-24,35.9,,
2001-09-25,36.42,,
2001-09-26,35.46,,
2001-09-27,33.68,,
2001-09-28,34.94,,
2001-10-01,34.06,,
2001-10-02,33.4,,
2001-10-03,38.07,,
2001-10-04,39.87,,
2001-10-05,40.61,,
2001-10-08,41.38,,
2001-10-09,39.37,,
2001-10-10,42.61,,
2001-10-11,47.23,,
2001-10-12,46.01,,
2001-10-15,44.5,,
2001-10-16,46.16,,
2001-10-17,42.04,,
2001-10-18,41.71,,
2001-10-19,42.57,,
2001-10-22,44.95,,
2001-10-23,44.31,,
2001-10-24,46.65,,
2001-10-25,49.11,,
2001-10-26,48.78,,
2001-10-29,45.29,,
2001-10-30,43.16,,
2001-10-31,45.75,,
2001-11-01,49.56,,
2001-11-02,48.65,,
2001-11-05,50.95,,
2001-11-06,54.16,,
2001-11-07,52.95,,
2001-11-08,51.47,,
2001-11-09,51.87,,
2001-11-12,53.57,,
2001-11-13,55.81,,
2001-11-14,54.94,,
2001-11-15,54.14,,
2001-11-16,54.1,,
2001-11-19,53.69,,
2001-11-20,50.58,,
2001-11-21,52.54,,
2001-11-23,52.23,,
2001-11-26,55.13,,
2001-11-27,54.01,,
2001-11-28,51.31,,
2001-11-29,54.46,,
2001-11-30,54.81,,
2001-12-03,53.27,,
2001-12-04,57.32,,
2001-12-05,61.42,,
2001-12-06,60.75,,
2001-12-07,59.31,,
2001-12-10,58.48,,
2001-12-11,57.9,,
2001-12-12,59.79,,
2001-12-13,55.73,,
2001-12-14,56.86,,
2001-12-17,58.46,,
2001-12-18,59.44,,
2001-12-19,56.1,,
2001-12-20,52.33,,
2001-12-21,52.31,,
2001-12-24,51.94,,
2001-12-26,52.75,,
2001-12-27,54.04,,
2001-12-28,54.61,,
2001-12-31,52.51,,
2002-01-02,54.94,,
2002-01-03,59.14,,
2002-01-04,59.35,,
2002-01-07,57.8,,
2002-01-08,58.82,,
2002-01-09,57.61,,
2002-01-10,57.37,,
2002-01-11,56.98,,
2002-01-14,55.27,,
2002-01-15,55.63,,
2002-01-16,55.29,,
2002-01-17,56.75,,
2002-01-18,54.77,,
2002-01-22,52.01,,
2002-01-23,54.35,,
2002-01-24,54.97,,
2002-01-25,55.48,,
2002-01-28,56.42,,
2002-01-29,54.3,,
2002-01-30,56.76,,
2002-01-31,55.49,,
2002-02-01,54.31,,
2002-02-04,54.17,,
2002-02-05,53.8,,
2002-02-06,53.05,,
2002-02-07,50.58,,
2002-02-08,51.73,,
2002-02-11,52.66,,
2002-02-12,52.08,,
2002-02-13,53.2,,
2002-02-14,53.15,,
2002-02-15,52.27,,
2002-02-19,49.93,,
2002-02-20,50.51,,
2002-02-21,46.98,,
2002-02-22,49.03,,
2002-02-25,50.68,,
2002-02-26,49.26,,
2002-02-27,47.83,,
2002-02-28,45.76,,
2002-03-01,50.68,,
2002-03-04,54.84,,
2002-03-05,55.69,,
2002-03-06,55.97,,
2002-03-07,54.89,,
2002-03-08,57.36,,
2002-03-11,56.75,,
2002-03-12,55.88,,
2002-03-13,53.93,,
2002-03-14,53.68,,
2002-03-15,55.03,,
2002-03-18,55.55,,
2002-03-19,55.69,,
2002-03-20,53.17,,
2002-03-21,54.64,,
2002-03-22,54.25,,
2002-03-25,51.81,,
2002-03-26,53.59,,
2002-03-27,54.59,,
2002-03-28,55.71,,
2002-04-01,57.01,,
2002-04-02,54.64,,
2002-04-03,53.44,,
2002-04-04,54.66,,
2002-04-05,54.46,,
2002-04-08,54.55,,
2002-04-09,53.32,,
2002-04-10,54.4,,
2002-04-11,52.52,,
2002-04-12,53.95,,
2002-04-15,54.67,,
2002-04-16,56.8,,
2002-04-17,56.93,,
2002-04-18,55.83,,
2002-04-19,54.92,,
2002-04-22,54.15,,
2002-04-23,52.61,,
2002-04-24,50.03,,
2002-04-25,49.86,,
2002-04-26,48.19,,
2002-04-29,48.06,,
2002-04-30,49.8,,
2002-05-01,49.73,,
2002-05-02,47.48,,
2002-05-03,45.14,,
2002-05-06,44.13,,
2002-05-07,43.7,,
2002-05-08,48.99,,
2002-05-09,47.48,,
2002-05-10,45.08,,
2002-05-13,47.85,,
2002-05-14,50.74,,
2002-05-15,50.76,,
2002-05-16,51.3,,
2002-05-17,51.76,,
2002-05-20,50.76,,
2002-05-21,50.04,,
2002-05-22,50.49,,
2002-05-23,50.21,,
2002-05-24,48.49,,
2002-05-28,47.14,,
2002-05-29,46.35,,
2002-05-30,46.56,,
2002-05-31,46.0,,
2002-06-03,42.97,,
2002-06-04,44.46,,
2002-06-05,44.51,,
2002-06-06,43.29,,
2002-06-07,43.07,,
2002-06-10,42.45,,
2002-06-11,40.84,,
2002-06-12,43.76,,
2002-06-13,43.44,,
2002-06-14,43.12,,
2002-06-17,45.39,,
2002-06-18,44.79,,
2002-06-19,42.41,,
2002-06-20,39.61,,
2002-06-21,36.67,,
2002-06-24,38.27,,
2002-06-25,35.92,,
2002-06-26,36.89,,
2002-06-27,38.25,,
2002-06-28,38.33,,
2002-07-01,36.18,36.48846751597011,-0.008453835882120786
2002-07-02,36.0,38.25846751597011,-0.05903183432601855
2002-07-03,37.77,41.468467515970104,-0.08918746550124546
2002-07-05,40.98,38.248467515970106,0.07141547521843528
2002-07-08,37.76,37.148467515970104,0.01646184957069896
2002-07-09,36.66,35.98846751597011,0.018659657673166796
2002-07-10,35.5,38.968467515970104,-0.08900702894073653
2002-07-11,38.48,40.07846751597011,-0.03988344901993002
2002-07-12,39.59,42.208467515970106,-0.062036545510195884
2002-07-15,41.72,41.47846751597011,0.0058230811911479385
2002-07-16,40.99,41.75846751597011,-0.018402675234099886
2002-07-17,41.27,40.998467515970106,0.006622991064827666
2002-07-18,40.51,40.36846751597011,0.003506015777633875
2002-07-19,39.88,38.73846751597011,0.029467672761172015
2002-07-22,38.25,37.30846751597011,0.025236428798016464
2002-07-23,36.82,38.648467515970104,-0.0473102203913921
2002-07-24,38.16,34.138467515970106,0.1178006154537723
2002-07-25,33.65,34.12846751597011,-0.014019601546603755
2002-07-26,33.64,35.79846751597011,-0.06029496974995341
2002-07-29,35.31,37.33846751597011,-0.05432648019371733
2002-07-30,36.85,35.66846751597011,0.033125406453217376
2002-07-31,35.18,32.998467515970106,0.06611011505228559
2002-08-01,32.51,30.44846751597011,0.06770562370499023
2002-08-02,29.96,28.58846751597011,0.047975026407544474
2002-08-05,28.1,29.72846751597011,-0.0547780512095114
2002-08-06,29.24,31.47846751597011,-0.07111107028429697
2002-08-07,30.99,33.00846751597011,-0.061149991740559906
2002-08-08,32.52,32.498467515970106,0.0006625692125117322
2002-08-09,32.01,32.47846751597011,-0.014423941515706029
2002-08-12,31.99,30.42846751597011,0.05131814420855507
2002-08-13,29.94,33.77846751597011,-0.11363652048913464
2002-08-14,33.29,34.58846751597011,-0.037540475459648004
2002-08-15,34.1,37.678467515970105,-0.0949738073729608
2002-08-16,37.19,38.388467515970106,-0.03121946755159033
2002-08-19,37.9,36.48846751597011,0.03868434549661748
2002-08-20,36.0,38.19846751597011,-0.057553814562088634
2002-08-21,37.71,37.898467515970104,-0.00497295875857473
2002-08-22,37.41,36.01846751597011,0.03863386146045511
2002-08-23,35.53,36.40846751597011,-0.024128110187136564
2002-08-26,35.92,34.36846751597011,0.045144069438328494
2002-08-27,33.88,32.04846751597011,0.05714883194078535
2002-08-28,31.56,32.60846751597011,-0.03215322877276039
2002-08-29,32.12,32.09846751597011,0.0006708259208692002
2002-08-30,31.61,30.398467515970108,0.039855051357224
2002-09-03,29.91,30.148467515970108,-0.007909772390380598
2002-09-04,29.66,28.45846751597011,0.0422205617135083
2002-09-05,27.97,29.33846751597011,-0.04664413760620589
2002-09-06,28.85,29.44846751597011,-0.02032253514195781
2002-09-09,28.96,30.578467515970107,-0.05292833969278665
2002-09-10,30.09,31.058467515970108,-0.03118207669042672
2002-09-11,30.57,28.52846751597011,0.0715612390636493
2002-09-12,28.04,28.38846751597011,-0.012274967494250166
2002-09-13,27.9,26.74846751597011,0.043050409648417
2002-09-16,26.26,25.968467515970108,0.01122640309254308
2002-09-17,25.48,25.79846751597011,-0.01234443541163699
2002-09-18,25.31,24.938467515970107,0.014897967719627037
2002-09-19,24.45,24.688467515970107,-0.009659065141076506
2002-09-20,24.2,24.02846751597011,0.0071387192677137
2002-09-23,23.54,24.668467515970107,-0.0457453433310987
2002-09-24,24.18,26.13846751597011,-0.07492663886180484
2002-09-25,25.65,25.83846751597011,-0.007294067105706792
2002-09-26,25.35,26.03846751597011,-0.026440400747388515
2002-09-27,25.55,25.234723772437018,0.012493745935406197
2002-09-30,24.76,26.204723772437017,-0.055132188569628204
2002-10-01,25.73,25.994723772437016,-0.010183750162319871
2002-10-02,25.52,24.114723772437017,0.05827461433206227
2002-10-03,23.64,22.784723772437015,0.037537265586586654
2002-10-04,22.31,22.454723772437017,-0.006445137063528006
2002-10-07,21.98,21.864723772437017,0.0052722471485462385
2002-10-08,21.39,21.824723772437018,-0.01991886710548152
2002-10-09,21.35,22.974723772437017,-0.07071788059476958
2002-10-10,22.5,25.304723772437015,-0.11083795253643669
2002-10-11,24.83,25.664723772437018,-0.03252416740730646
2002-10-14,25.19,28.214723772437015,-0.10720373507224867
2002-10-15,27.74,27.154723772437016,0.021553385424493143
2002-10-16,26.68,29.454723772437017,-0.09420301456140401
2002-10-17,28.98,30.104723772437016,-0.03736037510056078
2002-10-18,29.63,32.164723772437014,-0.07880446262713137
2002-10-21,31.69,29.964723772437015,0.057576910792348945
2002-10-22,29.49,32.64472377243702,-0.09663809056643491
2002-10-23,32.17,30.39472377243702,0.05840738151971192
2002-10-24,29.92,32.32472377243702,-0.0743927091029778
2002-10-25,31.85,30.964723772437015,0.028589831256657483
2002-10-28,30.49,29.904723772437016,0.019571363775726436
2002-10-29,29.43,33.194723772437015,-0.11341331828051016
2002-10-30,32.72,32.31472377243702,0.012541534639657348
2002-10-31,31.84,34.36472377243702,-0.07346847276165303
2002-11-01,33.89,36.24472377243702,-0.06496735324074154
2002-11-04,35.77,35.774723772437014,-0.0001320421777973868
2002-11-05,35.3,36.93472377243702,-0.04425980772210225
2002-11-06,36.46,34.664723772437014,0.05178971681264244
2002-11-07,34.19,33.844723772437014,0.010201774134264818
2002-11-08,33.37,31.824723772437018,0.04855584100627208
2002-11-11,31.35,34.484723772437015,-0.09090180896106059
2002-11-12,34.01,35.00472377243702,-0.028416843935225478
2002-11-13,34.53,37.93472377243702,-0.08975216988164425
2002-11-14,37.46,37.92472377243702,-0.012253847258731243
2002-11-15,37.45,37.524723772437014,-0.001991321052492223
2002-11-18,37.05,36.82472377243702,0.006117526609435098
2002-11-19,36.35,40.03472377243702,-0.09203819647617661
2002-11-20,39.56,43.11472377243702,-0.08244802381662308
2002-11-21,42.64,42.374723772437015,0.006260246768512001
2002-11-22,41.9,43.39472377243702,-0.03444482744665889
2002-11-25,42.92,41.584723772437016,0.0321097774959378
2002-11-26,41.11,43.85472377243702,-0.06258673037548801
2002-11-27,43.38,42.524723772437014,0.0201124464003537
2002-11-29,42.05,43.28472377243702,-0.028525624396459115
2002-12-02,42.81,41.49472377243702,0.03169743302247641
2002-12-03,41.02,39.404723772437016,0.0409919439326929
2002-12-04,38.93,38.47472377243702,0.01183312530729963
2002-12-05,38.0,38.38472377243701,-0.010022835509194694
2002-12-06,37.91,36.014723772437016,0.05262503856862799
2002-12-09,35.54,37.74472377243702,-0.05841144276824761
2002-12-10,37.27,38.194723772437015,-0.024210772617351273
2002-12-11,37.72,37.50472377243702,0.005739976352557186
2002-12-12,37.03,35.95472377243701,0.029906396566097282
2002-12-13,35.48,37.29472377243702,-0.04865899486238334
2002-12-16,36.82,37.06472377243702,-0.00660260613135899
2002-12-17,36.59,34.654723772437016,0.05584451459694595
2002-12-18,34.18,34.14472377243702,0.0010331384666657506
2002-12-19,33.67,34.64472377243702,-0.028134840353742363
2002-12-20,34.17,35.404723772437016,-0.03487454895491271
2002-12-23,34.93,34.624723772437015,0.008816712288286954
2002-12-24,34.15,34.61472377243702,-0.013425609734521893
2002-12-26,34.14,34.28472377243702,-0.004221231980680806
2002-12-27,33.81,33.911214800049535,-0.002984699918487932
2002-12-30,33.38,33.57121480004954,-0.005695796270358766
2002-12-31,33.04,36.30121480004954,-0.08983762163367304
2003-01-02,35.77,36.37121480004954,-0.01652996204154067
2003-01-03,35.84,38.79121480004954,-0.07607946323057058
2003-01-06,38.26,38.63121480004954,-0.00960919303135832
2003-01-07,38.1,36.98121480004954,0.03025279742700504
2003-01-08,36.45,38.24121480004954,-0.04683990321476972
2003-01-09,37.71,38.86121480004954,-0.02962374712094873
2003-01-10,38.33,38.13121480004954,0.005213188223685883
2003-01-13,37.6,38.62121480004954,-0.026441809387317106
2003-01-14,38.09,37.72121480004954,0.009776599240117312
2003-01-15,37.19,35.85121480004954,0.03734281271686801
2003-01-16,35.32,33.46121480004954,0.05555043984678365
2003-01-17,32.93,33.08121480004953,-0.004571017145637124
2003-01-21,32.55,33.12121480004954,-0.017246191104339892
2003-01-22,32.59,33.76121480004953,-0.03469113321265349
2003-01-23,33.23,32.22121480004954,0.031308105737493985
2003-01-24,31.69,32.231214800049536,-0.01679163517127824
2003-01-27,31.7,32.60121480004954,-0.027643595662827036
2003-01-28,32.07,33.75121480004954,-0.04981197891718758
2003-01-29,33.22,31.331214800049537,0.06028445472045574
2003-01-30,30.8,31.741214800049537,-0.0296527655283082
2003-01-31,31.21,31.691214800049536,-0.015184485766345013
2003-02-03,31.16,31.66121480004954,-0.01583056124709259
2003-02-04,31.13,31.75121480004954,-0.01956507188659029
2003-02-05,31.22,31.09121480004954,0.004142173304539254
2003-02-06,30.56,30.671214800049537,-0.0036260317947810483
2003-02-07,30.14,30.901214800049537,-0.0246338147213655
2003-02-10,30.37,31.261214800049537,-0.028508642602338097
2003-02-11,30.73,31.031214800049536,-0.009706832361878859
2003-02-12,30.5,31.111214800049538,-0.01964612452383452
2003-02-13,30.58,33.38121480004954,-0.0839159035052669
2003-02-14,32.85,34.57121480004954,-0.04978751281968463
2003-02-18,34.04,34.22121480004954,-0.005295393547784744
2003-02-19,33.69,34.39121480004954,-0.02038935827438504
2003-02-20,33.86,34.48121480004954,-0.01801603579374622
2003-02-21,33.95,34.08121480004953,-0.00385006229441498
2003-02-24,33.55,33.44121480004953,0.0032530277563453946
2003-02-25,32.91,32.58121480004953,0.010091250494133508
2003-02-26,32.05,33.701214800049534,-0.04899570563987832
2003-02-27,33.17,35.07121480004954,-0.05421012106050149
2003-02-28,34.54,33.021214800049535,0.045994225504634834
2003-03-03,32.49,32.96121480004954,-0.014296038629280972
2003-03-04,32.43,34.87121480004954,-0.07000658893151246
2003-03-05,34.34,34.90121480004954,-0.016080093580259525
2003-03-06,34.37,34.85121480004954,-0.013807690859856558
2003-03-07,34.32,34.23121480004954,0.002593691181252744
2003-03-10,33.7,34.13121480004954,-0.012634030244036643
2003-03-11,33.6,34.98121480004954,-0.03948447210722894
2003-03-12,34.45,38.74121480004954,-0.1107661394253453
2003-03-13,38.21,38.06121480004954,0.003909102763327121
2003-03-14,37.53,40.00121480004954,-0.06177849378830558
2003-03-17,39.47,40.37121480004954,-0.022323202423139343
2003-03-18,39.84,40.091214800049535,-0.006266081018059366
2003-03-19,39.56,40.091214800049535,-0.013250154745844123
2003-03-20,39.56,41.04121480004954,-0.036090910253654296
2003-03-21,40.51,39.03121480004954,0.03788724505568242
2003-03-24,38.5,39.28121480004954,-0.019887745428090797
2003-03-25,38.75,39.31121480004954,-0.014276200898498681
2003-03-26,38.78,38.92121480004954,-0.003628221800758391
2003-03-27,38.39,38.43121480004954,-0.0010724303216531617
2003-03-28,37.9,36.81118408205997,0.029578399747012485
2003-03-31,36.12,37.101184082059966,-0.026446166243368374
2003-04-01,36.41,39.58118408205997,-0.08011847436108666
2003-04-02,38.89,39.68118408205997,-0.019938519990326253
2003-04-03,38.99,38.27118408205997,0.018782170846837865
2003-04-04,37.58,38.32118408205997,-0.019341366917912106
2003-04-07,37.63,36.33118408205997,0.03574934180527789
2003-04-08,35.64,36.20118408205997,-0.015501815652987694
2003-04-09,35.51,37.09118408205997,-0.04262964694148841
2003-04-10,36.4,36.13118408205997,0.0074399974639498545
2003-04-11,35.44,37.01118408205997,-0.04245160269869763
2003-04-14,36.32,37.741184082059966,-0.03765605443035147
2003-04-15,37.05,39.22118408205997,-0.05535743330740206
2003-04-16,38.53,40.31118408205997,-0.04418585369345829
2003-04-17,39.62,40.43118408205997,-0.020063327366657835
2003-04-21,39.74,41.80118408205997,-0.04930922717437025
2003-04-22,41.11,41.84118408205997,-0.01747522442543581
2003-04-23,41.15,41.50118408205997,-0.008462025598247491
2003-04-24,40.81,39.08118408205997,0.04423652861463934
2003-04-25,38.39,40.37118408205997,-0.04907421288493641
2003-04-28,39.68,41.37118408205997,-0.04087830985706131
2003-04-29,40.68,40.02118408205997,0.016461679809102847
2003-04-30,39.33,40.47118408205997,-0.028197447342931503
2003-05-01,39.78,40.39118408205997,-0.015131620821471126
2003-05-02,39.7,41.25118408205997,-0.037603383189540374
2003-05-05,40.56,41.59118408205997,-0.02479333312620835
2003-05-06,40.9,40.57118408205997,0.008104666535611926
2003-05-07,39.88,39.741184082059966,0.0034929990423384627
2003-05-08,39.05,40.51118408205997,-0.03606865894366795
2003-05-09,39.82,41.30118408205997,-0.035862993155766465
2003-05-12,40.61,40.06118408205997,0.013699443251998122
2003-05-13,39.37,38.87118408205997,0.012832537256570076
2003-05-14,38.18,39.94118408205997,-0.04409443842329719
2003-05-15,39.25,38.84118408205997,0.010525320677050587
2003-05-16,38.15,37.14118408205997,0.02716165202787124
2003-05-19,36.45,36.98118408205997,-0.014363630998977417
2003-05-20,36.29,37.03118408205997,-0.02001513320280368
2003-05-21,36.34,37.21118408205997,-0.023411888214542986
2003-05-22,36.52,37.43118408205997,-0.024342913653556564
2003-05-23,36.74,39.40118408205997,-0.06754071340895695
2003-05-27,38.71,39.45118408205997,-0.01878737227552596
2003-05-28,38.76,40.65118408205997,-0.04652223852181914
2003-05-29,39.96,39.89118408205997,0.001725090882197522
2003-05-30,39.2,38.491184082059966,0.018415019824510992
2003-06-02,37.8,39.71118408205997,-0.04812709885735633
2003-06-03,39.02,39.84118408205997,-0.020611437661305243
2003-06-04,39.15,39.241184082059966,-0.0023236832474088365
2003-06-05,38.55,37.55118408205997,0.026598786226216697
2003-06-06,36.86,36.62118408205997,0.006521250580125981
2003-06-09,35.93,37.32118408205997,-0.03727598993111003
2003-06-10,36.63,37.20118408205997,-0.015353922090222238
2003-06-11,36.51,36.44118408205997,0.0018884105902010617
2003-06-12,35.75,35.32118408205997,0.0121404740266855
2003-06-13,34.63,36.54118408205997,-0.05230219354052823
2003-06-16,35.85,35.991184082059966,-0.003922740683887094
2003-06-17,35.3,36.71118408205997,-0.03844016795823246
2003-06-18,36.02,36.47118408205997,-0.01237097432989298
2003-06-19,35.78,36.51118408205997,-0.02002630428026142
2003-06-20,35.82,35.73118408205997,0.0024856695970685294
2003-06-23,35.04,34.84118408205997,0.005706347909180343
2003-06-24,34.15,34.54118408205997,-0.011325149743871887
2003-06-25,33.85,35.65118408205997,-0.05052241961765147
2003-06-26,34.96,35.11118408205997,-0.004305866806047609
2003-06-27,34.42,34.71784365265653,-0.00857897902981486
2003-06-30,34.1,35.26784365265653,-0.03311355420984352
2003-07-01,34.65,36.80784365265654,-0.05862456037955921
2003-07-02,36.19,36.50784365265653,-0.008706174368460884
2003-07-03,35.89,38.40784365265653,-0.06555545464688906
2003-07-07,37.79,38.73784365265654,-0.02446815731808394
2003-07-08,38.12,38.50784365265653,-0.010071809165813406
2003-07-09,37.89,38.00784365265653,-0.003100508772175381
2003-07-10,37.39,38.16784365265653,-0.020379554573091263
2003-07-11,37.55,38.607843652656534,-0.027399708260674838
2003-07-14,37.99,38.927843652656534,-0.024091846982963627
2003-07-15,38.31,39.11784365265653,-0.02065153845978085
2003-07-16,38.5,37.38784365265654,0.029746469405288467
2003-07-17,36.77,37.37784365265653,-0.016262138027679618
2003-07-18,36.76,36.66784365265653,0.0025132742524058838
2003-07-21,36.05,37.16784365265653,-0.03007555840750631
2003-07-22,36.55,38.18784365265653,-0.04288913685605811
2003-07-23,37.57,38.07784365265653,-0.013336985604779694
2003-07-24,37.46,38.57784365265653,-0.0289763124844733
2003-07-25,37.96,39.207843652656535,-0.03182637800005583
2003-07-28,38.59,38.56784365265654,0.0005744772132711962
2003-07-29,37.95,38.13784365265654,-0.0049253873493042555
2003-07-30,37.52,39.54784365265653,-0.051275707228611744
2003-07-31,38.93,39.72784365265653,-0.020082732393737146
2003-08-01,39.11,40.04784365265653,-0.02341808115289923
2003-08-04,39.43,38.62784365265653,0.020766273016855408
2003-08-05,38.01,38.89784365265653,-0.022825009545121677
2003-08-06,38.28,38.98784365265654,-0.01815549633785163
2003-08-07,38.37,37.82784365265653,0.014332203345283512
2003-08-08,37.21,39.39784365265653,-0.055532065966483635
2003-08-11,38.78,40.36784365265653,-0.039334368868425784
2003-08-12,39.75,40.05784365265654,-0.007684978136263787
2003-08-13,39.44,40.57784365265653,-0.02804100834919654
2003-08-14,39.96,40.57784365265653,-0.015226133205727521
2003-08-15,39.96,42.54784365265653,-0.060821969587522284
2003-08-18,41.93,43.02784365265653,-0.02551472626699358
2003-08-19,42.41,43.09784365265653,-0.01596004798291417
2003-08-20,42.48,44.26784365265653,-0.040386960491789026
2003-08-21,43.65,44.39784365265653,-0.016844143569386794
2003-08-22,43.78,44.18784365265653,-0.009229770428772932
2003-08-25,43.57,43.87784365265653,-0.0070159248274246355
2003-08-26,43.26,45.22784365265653,-0.043509561671108976
2003-08-27,44.61,45.57784365265653,-0.02123495924976959
2003-08-28,44.96,45.57784365265653,-0.01355578946132352
2003-08-29,44.96,46.16784365265653,-0.026162011415212127
2003-09-02,45.55,43.537843652656534,0.04621626103939325
2003-09-03,42.92,43.747843652656535,-0.01892307331143772
2003-09-04,43.13,43.31784365265654,-0.004336403588386384
2003-09-05,42.7,44.36784365265653,-0.037591271410745364
2003-09-08,43.75,43.61784365265653,0.0030298688856760236
2003-09-09,43.0,41.84784365265653,0.027532036224053646
2003-09-10,41.23,42.64784365265653,-0.03324537728575683
2003-09-11,42.03,42.84784365265653,-0.01908716012143641
2003-09-12,42.23,41.87784365265653,0.008409132768733896
2003-09-15,41.26,44.02784365265653,-0.06286575546357753
2003-09-16,43.41,43.52784365265653,-0.002707316576417207
2003-09-17,42.91,44.14784365265653,-0.0280385982698399
2003-09-18,43.53,43.96784365265653,-0.009958269869122405
2003-09-19,43.35,42.59784365265653,0.0176571460629924
2003-09-22,41.98,42.98784365265654,-0.023444852475038247
2003-09-23,42.37,40.44784365265653,0.04752184971465656
2003-09-24,39.83,40.33784365265653,-0.012589757078477093
2003-09-25,39.72,40.56784365265654,-0.020899401504201554
2003-09-26,39.95,41.12878040126812,-0.028660718595773793
2003-09-29,40.66,39.85878040126813,0.020101457963986658
2003-09-30,39.39,41.298780401268125,-0.046218807982269405
2003-10-01,40.83,41.448780401268124,-0.014928796342803752
2003-10-02,40.98,42.948780401268124,-0.045840193432128196
2003-10-03,42.48,43.338780401268124,-0.019815518418303202
2003-10-06,42.87,44.13878040126813,-0.02874525280792939
2003-10-07,43.67,44.41878040126813,-0.01685729312024853
2003-10-08,43.95,44.438780401268126,-0.010998960746775421
2003-10-09,43.97,45.28878040126813,-0.02911936222577549
2003-10-10,44.82,45.268780401268124,-0.009913684382262478
2003-10-13,44.8,46.02878040126813,-0.02669591482885081
2003-10-14,45.56,45.41878040126813,0.003109277648677855
2003-10-15,44.95,46.21878040126813,-0.027451620104482766
2003-10-16,45.75,44.758780401268126,0.02214581339896804
2003-10-17,44.29,45.80878040126813,-0.03315478796781257
2003-10-20,45.34,46.28878040126813,-0.020496984216117564
2003-10-21,45.82,45.328780401268126,0.010836814809121353
2003-10-22,44.86,44.948780401268124,-0.001975145943350687
2003-10-23,44.48,45.21878040126813,-0.01633791081299074
2003-10-24,44.75,45.24878040126813,-0.011023068397532976
2003-10-27,44.78,47.71878040126813,-0.0615854046678449
2003-10-28,47.25,48.70878040126813,-0.029949023343441183
2003-10-29,48.24,49.908780401268125,-0.0334366095074069
2003-10-30,49.44,50.10878040126813,-0.013346571118126871
2003-10-31,49.64,50.52878040126813,-0.017589587443235133
2003-11-03,50.06,50.10878040126813,-0.0009734900925046919
2003-11-04,49.64,50.81878040126813,-0.023195763297749528
2003-11-05,50.35,50.67878040126813,-0.006487535782528364
2003-11-06,50.21,52.20878040126813,-0.03828437258840045
2003-11-07,51.74,51.10878040126813,0.012350511864615221
2003-11-10,50.64,51.24878040126813,-0.011878924659308843
2003-11-11,50.78,53.41878040126813,-0.04939799039675352
2003-11-12,52.95,53.77878040126813,-0.015410918490233794
2003-11-13,53.31,52.588780401268124,0.013714324485731622
2003-11-14,52.12,51.59878040126813,0.010101393767032896
2003-11-17,51.13,50.38878040126813,0.01471001268197436
2003-11-18,49.92,50.96878040126813,-0.020576917732997857
2003-11-19,50.5,49.618780401268126,0.017759799648549013
2003-11-20,49.15,50.828780401268126,-0.03302814641655738
2003-11-21,50.36,51.688780401268126,-0.02570732741133752
2003-11-24,51.22,51.938780401268126,-0.01383899267012012
2003-11-25,51.47,51.768780401268124,-0.005771439832119474
2003-11-26,51.3,52.63878040126813,-0.025433347639564174
2003-11-28,52.17,52.38878040126813,-0.004176092659389896
2003-12-01,51.92,51.80878040126812,0.00214673261695153
2003-12-02,51.34,51.268780401268124,0.001389141660372184
2003-12-03,50.8,51.46878040126813,-0.012993904189182115
2003-12-04,51.0,50.228780401268125,0.015354137460052764
2003-12-05,49.76,50.81878040126813,-0.02083443154101572
2003-12-08,50.35,48.728780401268125,0.03327026831744151
2003-12-09,48.26,50.06878040126813,-0.03612591292961309
2003-12-10,49.6,51.258780401268126,-0.03236090262551561
2003-12-11,50.79,50.63878040126813,0.0029862409310332794
2003-12-12,50.17,48.838780401268124,0.02725742919447094
2003-12-15,48.37,48.38878040126813,-0.0003881147884363667
2003-12-16,47.92,47.56878040126813,0.0073834055817523225
2003-12-17,47.1,49.27878040126813,-0.04421335884384148
2003-12-18,48.81,48.95878040126813,-0.0030388910844738604
2003-12-19,48.49,48.698780401268124,-0.004287179258860574
2003-12-22,48.23,49.328780401268126,-0.022274631408480627
2003-12-23,48.86,49.268780401268124,-0.008296945813126011
2003-12-24,48.8,48.95878040126813,-0.003243144538461973
2003-12-26,48.49,50.395744400489434,-0.037815581913914986
2003-12-29,49.94,49.85574440048943,0.001689987794259995
2003-12-30,49.4,50.035744400489435,-0.012705804782295105
2003-12-31,49.58,49.77574440048943,-0.003932525828533984
2004-01-02,49.32,50.73574440048943,-0.027904279659603737
