date,COST,dcf,Deviation
2000-06-22,32.0,,
2000-06-23,32.0,,
2000-06-26,31.88,,
2000-06-27,33.0,,
2000-06-28,32.31,,
2000-06-29,32.06,,
2000-06-30,33.0,,
2000-07-03,34.19,,
2000-07-05,33.25,,
2000-07-06,32.88,,
2000-07-07,34.56,,
2000-07-10,37.06,,
2000-07-11,35.56,,
2000-07-12,36.56,,
2000-07-13,36.5,,
2000-07-14,36.0,,
2000-07-17,35.5,,
2000-07-18,33.88,,
2000-07-19,32.94,,
2000-07-20,32.94,,
2000-07-21,32.25,,
2000-07-24,31.69,,
2000-07-25,31.69,,
2000-07-26,31.31,,
2000-07-27,31.94,,
2000-07-28,32.25,,
2000-07-31,32.56,,
2000-08-01,32.5,,
2000-08-02,33.56,,
2000-08-03,34.56,,
2000-08-04,35.5,,
2000-08-07,36.69,,
2000-08-08,37.56,,
2000-08-09,36.19,,
2000-08-10,34.38,,
2000-08-11,34.94,,
2000-08-14,35.75,,
2000-08-15,34.75,,
2000-08-16,33.06,,
2000-08-17,33.0,,
2000-08-18,33.44,,
2000-08-21,32.75,,
2000-08-22,32.94,,
2000-08-23,32.25,,
2000-08-24,32.38,,
2000-08-25,32.94,,
2000-08-28,33.06,,
2000-08-29,34.75,,
2000-08-30,35.63,,
2000-08-31,34.44,,
2000-09-01,35.31,,
2000-09-05,36.19,,
2000-09-06,36.56,,
2000-09-07,36.5,,
2000-09-08,37.69,,
2000-09-11,37.63,,
2000-09-12,37.64,,
2000-09-13,38.38,,
2000-09-14,37.19,,
2000-09-15,35.31,,
2000-09-18,34.06,,
2000-09-19,33.44,,
2000-09-20,34.25,,
2000-09-21,35.38,,
2000-09-22,34.94,,
2000-09-25,34.88,,
2000-09-26,33.81,,
2000-09-27,34.56,,
2000-09-28,35.88,,
2000-09-29,34.94,,
2000-10-02,32.94,,
2000-10-03,33.83,,
2000-10-04,34.48,,
2000-10-05,33.63,,
2000-10-06,33.5,,
2000-10-09,34.19,,
2000-10-10,33.0,,
2000-10-11,30.63,,
2000-10-12,31.25,,
2000-10-13,32.13,,
2000-10-16,32.0,,
2000-10-17,32.0,,
2000-10-18,33.0,,
2000-10-19,34.94,,
2000-10-20,34.31,,
2000-10-23,33.56,,
2000-10-24,33.94,,
2000-10-25,33.0,,
2000-10-26,33.0,,
2000-10-27,33.69,,
2000-10-30,34.56,,
2000-10-31,36.63,,
2000-11-01,35.75,,
2000-11-02,36.19,,
2000-11-03,35.31,,
2000-11-06,34.56,,
2000-11-07,35.75,,
2000-11-08,35.56,,
2000-11-09,34.06,,
2000-11-10,33.0,,
2000-11-13,34.44,,
2000-11-14,36.88,,
2000-11-15,36.75,,
2000-11-16,35.31,,
2000-11-17,36.06,,
2000-11-20,34.94,,
2000-11-21,36.06,,
2000-11-22,34.5,,
2000-11-24,35.44,,
2000-11-27,36.69,,
2000-11-28,35.25,,
2000-11-29,36.44,,
2000-11-30,32.63,,
2000-12-01,32.63,,
2000-12-04,34.13,,
2000-12-05,35.31,,
2000-12-06,33.63,,
2000-12-07,33.19,,
2000-12-08,33.25,,
2000-12-11,32.94,,
2000-12-12,33.19,,
2000-12-13,32.75,,
2000-12-14,34.94,,
2000-12-15,34.88,,
2000-12-18,36.44,,
2000-12-19,33.94,,
2000-12-20,34.44,,
2000-12-21,35.63,,
2000-12-22,37.38,,
2000-12-26,36.06,,
2000-12-27,37.19,,
2000-12-28,38.63,,
2000-12-29,39.94,,
2001-01-02,41.19,,
2001-01-03,42.69,,
2001-01-04,43.63,,
2001-01-05,41.31,,
2001-01-08,41.94,,
2001-01-09,41.81,,
2001-01-10,40.69,,
2001-01-11,41.31,,
2001-01-12,43.06,,
2001-01-16,43.56,,
2001-01-17,41.44,,
2001-01-18,41.44,,
2001-01-19,40.44,,
2001-01-22,42.25,,
2001-01-23,42.5,,
2001-01-24,42.94,,
2001-01-25,43.19,,
2001-01-26,41.25,,
2001-01-29,44.06,,
2001-01-30,43.75,,
2001-01-31,46.25,,
2001-02-01,46.25,,
2001-02-02,43.94,,
2001-02-05,43.19,,
2001-02-06,43.75,,
2001-02-07,45.25,,
2001-02-08,42.88,,
2001-02-09,41.31,,
2001-02-12,42.44,,
2001-02-13,42.94,,
2001-02-14,43.69,,
2001-02-15,42.81,,
2001-02-16,42.69,,
2001-02-20,44.13,,
2001-02-21,42.0,,
2001-02-22,41.88,,
2001-02-23,41.38,,
2001-02-26,42.88,,
2001-02-27,43.0,,
2001-02-28,41.75,,
2001-03-01,40.31,,
2001-03-02,38.69,,
2001-03-05,37.69,,
2001-03-06,37.81,,
2001-03-07,39.94,,
2001-03-08,40.19,,
2001-03-09,39.38,,
2001-03-12,37.94,,
2001-03-13,38.06,,
2001-03-14,36.5,,
2001-03-15,37.63,,
2001-03-16,37.13,,
2001-03-19,38.19,,
2001-03-20,39.5,,
2001-03-21,38.38,,
2001-03-22,37.25,,
2001-03-23,37.06,,
2001-03-26,37.88,,
2001-03-27,37.94,,
2001-03-28,37.69,,
2001-03-29,37.94,,
2001-03-30,39.25,,
2001-04-02,36.19,,
2001-04-03,34.06,,
2001-04-04,35.0,,
2001-04-05,36.0,,
2001-04-06,35.56,,
2001-04-09,34.79,,
2001-04-10,35.73,,
2001-04-11,36.27,,
2001-04-12,36.31,,
2001-04-16,34.97,,
2001-04-17,36.28,,
2001-04-18,38.36,,
2001-04-19,36.98,,
2001-04-20,36.55,,
2001-04-23,36.24,,
2001-04-24,34.28,,
2001-04-25,34.97,,
2001-04-26,34.78,,
2001-04-27,35.32,,
2001-04-30,34.93,,
2001-05-01,35.92,,
2001-05-02,36.04,,
2001-05-03,35.4,,
2001-05-04,35.87,,
2001-05-07,34.74,,
2001-05-08,34.77,,
2001-05-09,34.81,,
2001-05-10,35.94,,
2001-05-11,35.49,,
2001-05-14,36.11,,
2001-05-15,35.55,,
2001-05-16,36.15,,
2001-05-17,36.3,,
2001-05-18,35.78,,
2001-05-21,37.03,,
2001-05-22,37.89,,
2001-05-23,36.85,,
2001-05-24,37.8,,
2001-05-25,37.6,,
2001-05-29,36.78,,
2001-05-30,37.29,,
2001-05-31,38.91,,
2001-06-01,38.78,,
2001-06-04,38.49,,
2001-06-05,39.75,,
2001-06-06,39.5,,
2001-06-07,41.0,,
2001-06-08,40.39,,
2001-06-11,39.77,,
2001-06-12,40.43,,
2001-06-13,40.49,,
2001-06-14,40.42,,
2001-06-15,40.5,,
2001-06-18,42.08,,
2001-06-19,42.45,,
2001-06-20,42.61,,
2001-06-21,43.62,,
2001-06-22,41.92,,
2001-06-25,41.95,,
2001-06-26,40.34,,
2001-06-27,39.73,,
2001-06-28,42.11,,
2001-06-29,41.08,,
2001-07-02,42.34,,
2001-07-03,42.14,,
2001-07-05,41.3,,
2001-07-06,40.41,,
2001-07-09,41.96,,
2001-07-10,41.69,,
2001-07-11,42.19,,
2001-07-12,43.13,,
2001-07-13,43.1,,
2001-07-16,44.5,,
2001-07-17,44.2,,
2001-07-18,43.63,,
2001-07-19,43.97,,
2001-07-20,44.34,,
2001-07-23,43.72,,
2001-07-24,42.02,,
2001-07-25,41.81,,
2001-07-26,42.2,,
2001-07-27,41.38,,
2001-07-30,42.08,,
2001-07-31,43.05,,
2001-08-01,42.25,,
2001-08-02,43.4,,
2001-08-03,43.01,,
2001-08-06,41.63,,
2001-08-07,42.16,,
2001-08-08,42.17,,
2001-08-09,40.91,,
2001-08-10,39.98,,
2001-08-13,40.7,,
2001-08-14,41.02,,
2001-08-15,39.7,,
2001-08-16,40.39,,
2001-08-17,39.41,,
2001-08-20,40.23,,
2001-08-21,38.69,,
2001-08-22,38.87,,
2001-08-23,38.6,,
2001-08-24,39.18,,
2001-08-27,39.46,,
2001-08-28,39.72,,
2001-08-29,38.84,,
2001-08-30,37.89,,
2001-08-31,37.41,,
2001-09-04,37.66,,
2001-09-05,37.21,,
2001-09-06,35.02,,
2001-09-07,33.96,,
2001-09-10,34.17,,
2001-09-17,32.15,,
2001-09-18,32.3,,
2001-09-19,31.81,,
2001-09-20,31.53,,
2001-09-21,31.22,,
2001-09-24,33.5,,
2001-09-25,33.51,,
2001-09-26,33.67,,
2001-09-27,33.66,,
2001-09-28,35.56,,
2001-10-01,35.25,,
2001-10-02,35.49,,
2001-10-03,36.42,,
2001-10-04,35.22,,
2001-10-05,35.37,,
2001-10-08,34.04,,
2001-10-09,33.54,,
2001-10-10,35.75,,
2001-10-11,38.24,,
2001-10-12,38.36,,
2001-10-15,38.09,,
2001-10-16,39.18,,
2001-10-17,38.01,,
2001-10-18,37.9,,
2001-10-19,39.06,,
2001-10-22,39.01,,
2001-10-23,39.38,,
2001-10-24,39.76,,
2001-10-25,40.2,,
2001-10-26,40.52,,
2001-10-29,38.46,,
2001-10-30,37.53,,
2001-10-31,37.83,,
2001-11-01,39.42,,
2001-11-02,40.2,,
2001-11-05,41.07,,
2001-11-06,41.8,,
2001-11-07,41.37,,
2001-11-08,42.66,,
2001-11-09,43.05,,
2001-11-12,42.41,,
2001-11-13,43.07,,
2001-11-14,43.12,,
2001-11-15,42.59,,
2001-11-16,42.13,,
2001-11-19,42.91,,
2001-11-20,41.8,,
2001-11-21,40.88,,
2001-11-23,42.13,,
2001-11-26,42.84,44.387020601388784,-0.03485299487166704
2001-11-27,42.66,42.58702060138879,0.0017136535399902009
2001-11-28,40.86,42.987020601388785,-0.04948053090518367
2001-11-29,41.26,42.60702060138879,-0.03161499166982085
2001-11-30,40.88,41.947020601388786,-0.025437339436533368
2001-12-03,40.22,42.707020601388784,-0.058234467456807604
2001-12-04,40.98,45.207020601388784,-0.09350363162970599
2001-12-05,43.48,44.197020601388786,-0.01622327911773891
2001-12-06,42.47,44.807020601388786,-0.05215746483523953
2001-12-07,43.08,44.11702060138879,-0.023506134078241536
2001-12-10,42.39,43.057020601388786,-0.015491564257636314
2001-12-11,41.33,42.47702060138879,-0.02700332050481169
2001-12-12,40.75,43.307020601388786,-0.05904402025076705
2001-12-13,41.58,43.99702060138879,-0.05493600631022044
2001-12-14,42.27,44.22702060138879,-0.04424943337303011
2001-12-17,42.5,45.057020601388786,-0.05675076974152993
2001-12-18,43.33,45.03702060138879,-0.03790260942208401
2001-12-19,43.31,45.237020601388785,-0.042598309432642534
2001-12-20,43.51,45.32702060138879,-0.04008691895652894
2001-12-21,43.6,45.79702060138879,-0.04797300288399464
2001-12-24,44.07,45.737020601388785,-0.036447949155178794
2001-12-26,44.01,45.877020601388786,-0.0406962042633664
2001-12-27,44.15,46.917020601388785,-0.05897690360386776
2001-12-28,45.19,46.10702060138879,-0.019888958111536903
2001-12-31,44.38,46.17702060138879,-0.03891590617985308
2002-01-02,44.45,46.56702060138878,-0.04546180051995086
2002-01-03,44.84,46.517020601388786,-0.03605176298283197
2002-01-04,44.79,45.847020601388785,-0.023055382607714447
2002-01-07,44.12,46.14702060138879,-0.04392527567267879
2002-01-08,44.42,45.877020601388786,-0.03175926819765351
2002-01-09,44.15,46.42702060138879,-0.04904515887286287
2002-01-10,44.7,45.417020601388785,-0.015787486539063256
2002-01-11,43.69,44.81702060138878,-0.025147155840918645
2002-01-14,43.09,44.56702060138878,-0.03314156031652593
2002-01-15,42.84,43.707020601388784,-0.019837101441804283
2002-01-16,41.98,45.07702060138879,-0.0687050865401112
2002-01-17,43.35,44.65702060138879,-0.02926797587002794
2002-01-18,42.93,45.207020601388784,-0.05036873855205648
2002-01-22,43.48,46.387020601388784,-0.06266883631887654
2002-01-23,44.66,45.97702060138879,-0.02864519240616059
2002-01-24,44.25,45.92702060138879,-0.03651490080194919
2002-01-25,44.2,45.72702060138879,-0.033394272823941806
2002-01-28,44.0,45.29702060138879,-0.02863368460372917
2002-01-29,43.57,47.32702060138879,-0.07938426196384185
2002-01-30,45.6,47.72702060138879,-0.04456638136190072
2002-01-31,46.0,46.987020601388785,-0.021006239356227918
2002-02-01,45.26,46.57702060138879,-0.028276188222943643
2002-02-04,44.85,46.79702060138879,-0.041605653017384725
2002-02-05,45.07,46.47702060138879,-0.0302734681178497
2002-02-06,44.75,45.86702060138879,-0.024353458906702263
2002-02-07,44.14,45.807020601388786,-0.036392251220509264
2002-02-08,44.08,46.707020601388784,-0.05624466231337122
2002-02-11,44.98,46.17702060138879,-0.025922430373361727
2002-02-12,44.45,47.17702060138879,-0.05780400217364534
2002-02-13,45.45,48.04702060138879,-0.054051647092425936
2002-02-14,46.32,47.61702060138879,-0.027238592104415704
2002-02-15,45.89,46.843879911904004,-0.020362956990281345
2002-02-19,45.23,47.473879911904,-0.04726556826760131
2002-02-20,45.86,47.523879911904004,-0.03501144929640365
2002-02-21,45.91,46.843879911904004,-0.019936006873476075
2002-02-22,45.23,46.013879911904006,-0.017035727337159745
2002-02-25,44.4,45.083879911904006,-0.015169056284426774
2002-02-26,43.47,43.803879911904005,-0.007622153849738633
2002-02-27,42.19,42.873879911904005,-0.015950968592280956
2002-02-28,41.26,42.513879911904006,-0.029493424606322982
2002-03-01,40.9,42.603879911904,-0.0399935385093394
2002-03-04,40.99,40.653879911904006,0.008267847714027887
2002-03-05,39.04,40.533879911904,-0.03685509295312439
2002-03-06,38.92,41.493879911904,-0.06203035043646499
2002-03-07,39.88,41.523879911904004,-0.03958878398144905
2002-03-08,39.91,42.383879911904,-0.05836841546941973
2002-03-11,40.77,43.063879911904,-0.05326691223820523
2002-03-12,41.45,43.533879911904,-0.04786800340610531
2002-03-13,41.92,42.933879911904,-0.02361491470103283
2002-03-14,41.32,43.763879911904006,-0.05584239598553642
2002-03-15,42.15,43.823879911904,-0.03819561196472976
2002-03-18,42.21,43.873879911904005,-0.03792415704389429
2002-03-19,42.26,43.383879911904,-0.025905472589961342
2002-03-20,41.77,42.603879911904,-0.01957286316711737
2002-03-21,40.99,42.113879911904,-0.026686686533156978
2002-03-22,40.5,41.463879911904,-0.023246254666758226
2002-03-25,39.85,41.753879911904,-0.04559767657331415
2002-03-26,40.14,41.713879911904,-0.03773036493435511
2002-03-27,40.1,41.433879911904,-0.03219297624890716
2002-03-28,39.82,41.263879911904006,-0.034991375386575485
2002-04-01,39.65,40.403879911904006,-0.01865860193495661
2002-04-02,38.79,40.513879911904006,-0.042550353499899884
2002-04-03,38.9,41.083879911904006,-0.053156613167667954
2002-04-04,39.47,40.863879911904,-0.034110317348939545
2002-04-05,39.25,42.023879911904004,-0.0660072301205642
2002-04-08,40.41,42.373879911904005,-0.046346473723599235
2002-04-09,40.76,43.683879911904,-0.06693269731993823
2002-04-10,42.07,43.473879911904,-0.032292491830700154
2002-04-11,41.86,43.463879911904,-0.03690144357003733
2002-04-12,41.85,43.613879911904,-0.04044308636303107
2002-04-15,42.0,44.613879911904,-0.05858893951984112
2002-04-16,43.0,44.153879911904006,-0.026133148756264046
2002-04-17,42.54,44.373879911904005,-0.04132791442949835
2002-04-18,42.76,44.073879911904,-0.02981085201779876
2002-04-19,42.46,42.973879911904,-0.011957959415287767
2002-04-22,41.36,42.093879911904004,-0.01743436132378151
2002-04-23,40.48,41.013879911904006,-0.013017054544723905
2002-04-24,39.4,41.763879911904006,-0.056601060938072156
2002-04-25,40.15,41.533879911904,-0.033319302575133825
2002-04-26,39.92,41.403879911904006,-0.03583915118731118
2002-04-29,39.79,41.813879911904,-0.04840210753386287
2002-04-30,40.2,41.883879911904,-0.040203532133263886
2002-05-01,40.27,42.243879911904,-0.04672581959849231
2002-05-02,40.63,41.983879911904005,-0.032247613006346376
2002-05-03,40.37,41.823879911904,-0.0347619569242833
2002-05-06,40.21,42.183879911904,-0.046792279800393244
2002-05-07,40.57,43.363879911904,-0.0644287346422856
2002-05-08,41.75,42.623879911904005,-0.020502120260055157
2002-05-09,41.01,41.913879911904004,-0.021565169194639355
2002-05-10,40.3,41.75138676039445,-0.03476260007179566
2002-05-13,40.0,42.421386760394455,-0.05707938719851369
2002-05-14,40.67,42.881386760394456,-0.05156985180425433
2002-05-15,41.13,43.281386760394454,-0.0497069738616398
2002-05-16,41.53,43.101386760394455,-0.03645791651971597
2002-05-17,41.35,42.69138676039446,-0.031420547847812785
2002-05-20,40.94,41.51138676039446,-0.013764578950169248
2002-05-21,39.76,41.04138676039446,-0.03122181927904588
2002-05-22,39.29,41.54138676039446,-0.05419623503134785
2002-05-23,39.79,40.66138676039446,-0.02143032566816483
2002-05-24,38.91,40.211386760394454,-0.03236363789562802
2002-05-28,38.46,40.211386760394454,-0.04355449790454513
2002-05-29,38.46,41.071386760394454,-0.06358165541448524
2002-05-30,39.32,41.021386760394456,-0.04147560320991195
2002-05-31,39.27,40.48138676039446,-0.02992453711046361
2002-06-03,38.73,40.671386760394455,-0.04773347837465347
2002-06-04,38.92,41.421386760394455,-0.06038877391681596
2002-06-05,39.67,41.11138676039446,-0.03506052395642001
2002-06-06,39.36,41.15138676039446,-0.043531625576189614
2002-06-07,39.4,41.881386760394456,-0.059247960784837406
2002-06-10,40.13,41.40138676039446,-0.03070879648917202
2002-06-11,39.65,42.48138676039446,-0.06665005491379505
2002-06-12,40.73,41.55138676039446,-0.01976797465583946
2002-06-13,39.8,41.531386760394454,-0.04168863347576823
2002-06-14,39.78,42.44138676039446,-0.06270734685036294
2002-06-17,40.69,42.50138676039445,-0.042619474291658244
2002-06-18,40.75,42.701386760394456,-0.04569843999081469
2002-06-19,40.95,41.75138676039445,-0.019194254911663156
2002-06-20,40.0,41.33138676039446,-0.032212487040726434
2002-06-21,39.58,40.351386760394455,-0.019116734821901682
2002-06-24,38.6,39.531386760394454,-0.023560690295023723
2002-06-25,37.78,39.34138676039446,-0.039688147494747805
2002-06-26,37.59,40.34138676039446,-0.06820258254224554
2002-06-27,38.59,40.37138676039446,-0.04412498314628244
2002-06-28,38.62,39.521386760394456,-0.02280756912350468
2002-07-01,37.77,38.271386760394456,-0.01310082552099523
2002-07-02,36.52,39.55138676039446,-0.07664425975146827
2002-07-03,37.8,41.05138676039446,-0.07920284835618108
2002-07-05,39.3,40.30138676039446,-0.024847451685671484
2002-07-08,38.55,39.01138676039446,-0.011826976652439258
2002-07-09,37.26,37.961386760394454,-0.018476320815714264
2002-07-10,36.21,39.11138676039446,-0.07418266138628726
2002-07-11,37.36,38.66138676039446,-0.03366115055468277
2002-07-12,36.91,38.61138676039446,-0.044064378494161116
2002-07-15,36.86,36.22138676039446,0.017630833513636146
2002-07-16,34.47,36.421386760394455,-0.053578046690864745
2002-07-17,34.67,35.631386760394456,-0.02698145786071593
2002-07-18,33.88,34.83138676039446,-0.02731406495351618
2002-07-19,33.08,33.95138676039446,-0.025665719239809315
2002-07-22,32.2,33.69138676039446,-0.04426611379937728
2002-07-23,31.94,36.811386760394456,-0.13233369316136723
2002-07-24,35.06,35.83138676039446,-0.02152824186104607
2002-07-25,34.08,36.30138676039446,-0.06119288982144444
2002-07-26,34.55,38.01138676039446,-0.09106183844892013
2002-07-29,36.26,36.891386760394454,-0.017114747257815033
2002-07-30,35.14,36.62138676039446,-0.0404514108132179
2002-07-31,34.87,34.94138676039445,-0.002043043136323641
2002-08-01,33.19,34.13138676039446,-0.027581263164110137
2002-08-02,32.38,33.601386760394455,-0.03634929620922922
2002-08-05,31.85,34.97138676039446,-0.08925544708251232
2002-08-06,33.22,36.281386760394454,-0.08437898971756863
2002-08-07,34.53,34.891386760394454,-0.010357477702911622
2002-08-08,33.14,35.16138676039446,-0.05748882358278695
2002-08-09,33.41,34.391386760394454,-0.02853582983529568
2002-08-12,32.64,34.37138676039445,-0.0503729096665223
2002-08-13,32.62,36.54138676039446,-0.10731357258298346
2002-08-14,34.79,38.23138676039446,-0.09001469870717693
2002-08-15,36.48,37.641386760394454,-0.03085398441314724
2002-08-16,35.89,37.881386760394456,-0.052569003690130955
2002-08-19,36.13,37.131386760394456,-0.026968741212287983
2002-08-20,35.38,36.711386760394454,-0.036266316200040616
2002-08-21,34.96,36.881386760394456,-0.0520963805639153
2002-08-22,35.13,35.951386760394456,-0.022847150956060713
2002-08-23,34.2,36.55138676039446,-0.06433098628537726
2002-08-26,34.8,34.47138676039446,0.009532927755117049
2002-08-27,32.72,34.961386760394454,-0.06411035053488157
2002-08-28,33.21,35.241386760394455,-0.05764207788433007
2002-08-29,33.49,35.16138676039446,-0.04753472244379997
2002-08-30,33.41,34.19074664797125,-0.022835027734545932
2002-09-03,32.51,35.49074664797126,-0.08398658606810816
2002-09-04,33.81,34.73074664797125,-0.026510994920549313
2002-09-05,33.05,36.23074664797126,-0.08779136347578875
2002-09-06,34.55,36.360746647971254,-0.04979949024430408
2002-09-09,34.68,35.600746647971256,-0.025863127452798174
2002-09-10,33.92,35.81074664797126,-0.05279830288258924
2002-09-11,34.13,35.15074664797125,-0.029039117097393596
2002-09-12,33.47,35.63074664797126,-0.06064275523943552
2002-09-13,33.95,35.51074664797125,-0.043951389235585614
2002-09-16,33.83,35.110746647971254,-0.036477340137830994
2002-09-17,33.43,35.49074664797126,-0.05806433627366514
2002-09-18,33.81,34.83074664797125,-0.02930590774546904
2002-09-19,33.15,35.92074664797126,-0.07713499597113038
2002-09-20,34.24,34.66074664797125,-0.012138995511104422
2002-09-23,32.98,34.350746647971256,-0.039904420769037774
2002-09-24,32.67,35.63074664797126,-0.08309527378764137
2002-09-25,33.95,36.81074664797126,-0.07771498566245238
2002-09-26,35.13,35.600746647971256,-0.013222943120438146
2002-09-27,33.92,34.05074664797125,-0.003839758620360234
2002-09-30,32.37,34.88074664797126,-0.07198087452973978
2002-10-01,33.2,33.30074664797126,-0.0030253570298668375
2002-10-02,31.62,32.570746647971255,-0.029190201202540567
2002-10-03,30.89,32.95074664797126,-0.06254021099998763
2002-10-04,31.27,30.860746647971254,0.013261291332225422
2002-10-07,29.18,33.26074664797125,-0.12268956831190558
2002-10-08,31.58,32.13074664797126,-0.017140798314004724
2002-10-09,30.45,33.88074664797126,-0.10125947587925099
2002-10-10,32.2,35.49074664797126,-0.09272125719449642
2002-10-11,33.81,35.250746647971255,-0.04087137961527887
2002-10-14,33.57,37.17074664797126,-0.09687044175013315
2002-10-15,35.49,36.23074664797126,-0.020445249311822677
2002-10-16,34.55,35.81074664797126,-0.03520581853164695
2002-10-17,34.13,36.92074664797126,-0.07558749216477723
2002-10-18,35.24,36.80074664797126,-0.04241073320878663
2002-10-21,35.12,36.500746647971255,-0.03782790147521542
2002-10-22,34.82,37.890746647971255,-0.08104212557489066
2002-10-23,36.21,37.680746647971255,-0.03903178091749515
2002-10-24,36.0,37.67074664797126,-0.04435130165016876
2002-10-25,35.99,36.51074664797125,-0.014262832063999586
2002-10-28,34.83,36.66074664797126,-0.0499375167001016
2002-10-29,34.98,35.42074664797126,-0.01244317778932258
2002-10-30,33.74,35.610746647971254,-0.052533204834609326
2002-10-31,33.93,36.220746647971254,-0.06324404823111396
2002-11-01,34.54,35.530746647971256,-0.027884205693375907
2002-11-04,33.85,35.470746647971254,-0.045692487504035983
2002-11-05,33.79,35.390746647971255,-0.04523065489105804
2002-11-06,33.71,33.750746647971255,-0.0012072813794684611
2002-11-07,32.07,33.84074664797125,-0.05232587408284639
2002-11-08,32.16,33.23074664797126,-0.03222156454425107
2002-11-11,31.55,33.99074664797126,-0.07180620870877319
2002-11-12,32.31,33.63074664797126,-0.03927199897748712
2002-11-13,31.95,35.12074664797126,-0.09028129953365949
2002-11-14,33.44,35.320746647971255,-0.05324764696273154
2002-11-15,33.64,34.24074664797126,-0.01754478820650518
2002-11-18,32.56,33.640746647971255,-0.03212611953238054
2002-11-19,31.96,33.680746647971255,-0.05108991988676426
2002-11-20,32.0,33.640746647971255,-0.04877259904902265
2002-11-21,31.96,33.250746647971255,-0.038818576365713175
2002-11-22,31.57,33.45865736535124,-0.056447494133673115
2002-11-25,31.97,32.588657365351246,-0.01898382490617767
2002-11-26,31.1,33.50865736535125,-0.07188164357315774
2002-11-27,32.02,33.78865736535124,-0.0523447068709193
2002-11-29,32.3,34.088657365351246,-0.05247074844224564
2002-12-02,32.6,34.38865736535124,-0.05201300377471052
2002-12-03,32.9,33.738657365351244,-0.024857461168935724
2002-12-04,32.25,32.588657365351246,-0.01039187842427991
2002-12-05,31.1,31.928657365351242,-0.025953404675590708
2002-12-06,30.44,30.978657365351243,-0.01738801520667954
2002-12-09,29.49,30.80865736535124,-0.04280152003099824
2002-12-10,29.32,29.96865736535124,-0.021644525393426428
2002-12-11,28.48,31.048657365351243,-0.08273006253139104
2002-12-12,29.56,30.008657365351244,-0.014950930989310995
2002-12-13,28.52,30.168657365351244,-0.05464801914733963
2002-12-16,28.68,29.19865736535124,-0.017763055296053043
2002-12-17,27.71,29.008657365351244,-0.044767923899242446
2002-12-18,27.52,29.068657365351243,-0.053275847793272546
2002-12-19,27.58,29.368657365351243,-0.060903613777777865
2002-12-20,27.88,28.87865736535124,-0.03458115634383463
2002-12-23,27.39,28.728657365351243,-0.046596586409421104
2002-12-24,27.24,29.138657365351243,-0.06515939775622392
2002-12-26,27.65,28.87865736535124,-0.042545515527511735
2002-12-27,27.39,29.508657365351244,-0.07179782323268113
2002-12-30,28.02,29.548657365351243,-0.05173356428518294
2002-12-31,28.06,30.498657365351242,-0.079959499073613
2003-01-02,29.01,29.738657365351244,-0.024502026315424974
2003-01-03,28.25,30.078657365351244,-0.06079584414754313
2003-01-06,28.59,30.53865736535124,-0.06380952973925313
2003-01-07,29.05,30.78865736535124,-0.05647071077895982
2003-01-08,29.3,32.03865736535124,-0.0854797794464699
2003-01-09,30.55,32.06865736535124,-0.04735643741019491
2003-01-10,30.58,32.00865736535124,-0.0446334674099057
2003-01-13,30.52,32.47865736535124,-0.06030598319746949
2003-01-14,30.99,31.938657365351244,-0.029702481056088414
2003-01-15,30.45,31.688657365351244,-0.03908835111157494
2003-01-16,30.2,31.55865736535124,-0.04305181141333769
2003-01-17,30.07,30.768657365351242,-0.022706787529117367
2003-01-21,29.28,30.53865736535124,-0.041215216186265446
2003-01-22,29.05,31.098657365351244,-0.06587607115263328
2003-01-23,29.61,30.388657365351243,-0.025623289505348756
2003-01-24,28.9,30.258657365351244,-0.044901442550687176
2003-01-27,28.77,30.69865736535124,-0.06282546309429371
2003-01-28,29.21,30.80865736535124,-0.051889874537316305
2003-01-29,29.32,30.46865736535124,-0.03769963840472623
2003-01-30,28.98,30.35865736535124,-0.045412329957803754
2003-01-31,28.87,30.688657365351244,-0.05926154877679923
2003-02-03,29.2,30.048657365351243,-0.028242771549913614
2003-02-04,28.56,30.188657365351244,-0.05394931432825234
2003-02-05,28.7,30.438657365351244,-0.05712004128442216
2003-02-06,28.95,30.008657365351244,-0.035278398245620846
2003-02-07,28.52,30.168657365351244,-0.05464801914733963
2003-02-10,28.68,30.10865736535124,-0.047450052256243325
2003-02-11,28.62,30.248657365351242,-0.05384230267412826
2003-02-12,28.76,29.78865736535124,-0.0345318472308096
2003-02-13,28.3,30.408657365351242,-0.06934398122272656
2003-02-14,28.92,32.28272866325089,-0.1041649452352168
2003-02-18,29.84,31.81272866325089,-0.06201067139298011
2003-02-19,29.37,31.61272866325089,-0.07094384945827259
2003-02-20,29.17,32.44272866325089,-0.10087710861873445
2003-02-21,30.0,31.942728663250893,-0.06081912048690885
2003-02-24,29.5,32.48272866325089,-0.09182506476512176
2003-02-25,30.04,32.44272866325089,-0.07406062197143581
2003-02-26,30.0,32.842728663250895,-0.08655580029291976
2003-02-27,30.4,32.96272866325089,-0.07774625363791554
2003-02-28,30.52,32.97272866325089,-0.07438658438919343
2003-03-03,30.53,31.742728663250894,-0.03820492800465791
2003-03-04,29.3,31.192728663250893,-0.06067852170562982
2003-03-05,28.75,31.192728663250893,-0.07831083614460266
2003-03-06,28.75,31.59272866325089,-0.08998047283448463
2003-03-07,29.15,30.802728663250893,-0.053655268054958905
2003-03-10,28.36,30.52272866325089,-0.070856334212832
