date,DTE,dcf,Deviation
1971-12-29,20.75,,
1971-12-30,21.0,,
1971-12-31,21.0,,
1972-01-03,21.13,,
1972-01-04,21.25,,
1972-01-05,21.25,,
1972-01-06,21.38,,
1972-01-07,21.5,,
1972-01-10,21.75,,
1972-01-11,22.13,,
1972-01-12,22.13,,
1972-01-13,22.0,,
1972-01-14,22.13,,
1972-01-17,22.13,,
1972-01-18,22.13,,
1972-01-19,22.13,,
1972-01-20,22.13,,
1972-01-21,22.13,,
1972-01-24,22.0,,
1972-01-25,21.5,,
1972-01-26,21.75,,
1972-01-27,21.38,,
1972-01-28,21.38,,
1972-01-31,21.13,,
1972-02-01,21.38,,
1972-02-02,21.0,,
1972-02-03,20.63,,
1972-02-04,20.88,,
1972-02-07,21.0,,
1972-02-08,21.13,,
1972-02-09,21.25,,
1972-02-10,21.0,,
1972-02-11,21.0,,
1972-02-14,21.0,,
1972-02-15,20.75,,
1972-02-16,20.75,,
1972-02-17,20.75,,
1972-02-18,20.88,,
1972-02-22,20.88,,
1972-02-23,21.0,,
1972-02-24,21.0,,
1972-02-25,21.0,,
1972-02-28,21.0,,
1972-02-29,21.0,,
1972-03-01,21.0,,
1972-03-02,21.0,,
1972-03-03,21.13,,
1972-03-06,21.25,,
1972-03-07,21.75,,
1972-03-08,21.5,,
1972-03-09,21.5,,
1972-03-10,21.25,,
1972-03-13,21.38,,
1972-03-14,21.63,,
1972-03-15,21.63,,
1972-03-16,21.38,,
1972-03-17,21.63,,
1972-03-20,21.13,,
1972-03-21,20.88,,
1972-03-22,21.0,,
1972-03-23,20.75,,
1972-03-24,20.25,,
1972-03-27,20.0,,
1972-03-28,20.13,,
1972-03-29,20.0,,
1972-03-30,20.13,,
1972-04-03,20.25,,
1972-04-04,20.63,,
1972-04-05,20.38,,
1972-04-06,20.0,,
1972-04-07,20.38,,
1972-04-10,20.13,,
1972-04-11,20.25,,
1972-04-12,20.38,,
1972-04-13,20.25,,
1972-04-14,20.13,,
1972-04-17,20.0,,
1972-04-18,20.13,,
1972-04-19,20.0,,
1972-04-20,20.25,,
1972-04-21,20.13,,
1972-04-24,20.13,,
1972-04-25,20.13,,
1972-04-26,20.25,,
1972-04-27,20.25,,
1972-04-28,20.25,,
1972-05-01,20.13,,
1972-05-02,20.13,,
1972-05-03,20.13,,
1972-05-04,20.25,,
1972-05-05,20.25,,
1972-05-08,20.25,,
1972-05-09,20.13,,
1972-05-10,20.13,,
1972-05-11,20.25,,
1972-05-12,20.13,,
1972-05-15,20.25,,
1972-05-16,20.25,,
1972-05-17,20.13,,
1972-05-18,20.13,,
1972-05-19,20.13,,
1972-05-22,20.13,,
1972-05-23,20.25,,
1972-05-24,20.13,,
1972-05-25,20.25,,
1972-05-26,20.25,,
1972-05-30,20.25,,
1972-05-31,20.13,,
1972-06-01,20.13,,
1972-06-02,20.25,,
1972-06-05,20.25,,
1972-06-06,20.25,,
1972-06-07,20.13,,
1972-06-08,20.13,,
1972-06-09,20.13,,
1972-06-12,20.38,,
1972-06-13,20.25,,
1972-06-14,20.25,,
1972-06-15,20.25,,
1972-06-16,20.0,,
1972-06-19,19.88,,
1972-06-20,20.0,,
1972-06-21,19.88,,
1972-06-22,19.88,,
1972-06-23,19.88,,
1972-06-26,19.63,,
1972-06-27,19.63,,
1972-06-28,19.75,,
1972-06-29,20.0,,
1972-06-30,19.75,,
1972-07-03,19.88,,
1972-07-05,19.75,,
1972-07-06,20.0,,
1972-07-07,19.88,,
1972-07-10,19.75,,
1972-07-11,19.88,,
1972-07-12,19.75,,
1972-07-13,19.75,,
1972-07-14,19.63,,
1972-07-17,19.75,,
1972-07-18,19.75,,
1972-07-19,19.88,,
1972-07-20,19.88,,
1972-07-21,19.88,,
1972-07-24,19.63,,
1972-07-25,19.75,,
1972-07-26,19.75,,
1972-07-27,19.75,,
1972-07-28,19.75,,
1972-07-31,19.88,,
1972-08-01,20.0,,
1972-08-02,19.88,,
1972-08-03,19.75,,
1972-08-04,19.75,,
1972-08-07,19.75,,
1972-08-08,19.88,,
1972-08-09,19.75,,
1972-08-10,19.75,,
1972-08-11,19.88,,
1972-08-14,20.0,,
1972-08-15,19.75,,
1972-08-16,19.88,,
1972-08-17,20.13,,
1972-08-18,20.0,,
1972-08-21,20.0,,
1972-08-22,20.0,,
1972-08-23,20.0,,
1972-08-24,19.88,,
1972-08-25,20.0,,
1972-08-28,20.0,,
1972-08-29,20.0,,
1972-08-30,20.13,,
1972-08-31,20.0,,
1972-09-01,20.0,,
1972-09-05,20.0,,
1972-09-06,19.88,,
1972-09-07,19.75,,
1972-09-08,20.0,,
1972-09-11,20.0,,
1972-09-12,20.0,,
1972-09-13,19.75,,
1972-09-14,20.0,,
1972-09-15,19.75,,
1972-09-18,19.75,,
1972-09-19,19.88,,
1972-09-20,20.0,,
1972-09-21,19.5,,
1972-09-22,19.25,,
1972-09-25,19.38,,
1972-09-26,19.25,,
1972-09-27,19.38,,
1972-09-28,19.63,,
1972-09-29,19.63,,
1972-10-02,19.38,,
1972-10-03,19.5,,
1972-10-04,19.5,,
1972-10-05,19.75,,
1972-10-06,19.75,,
1972-10-09,19.75,,
1972-10-10,19.5,,
1972-10-11,19.63,,
1972-10-12,19.75,,
1972-10-13,19.5,,
1972-10-16,19.5,,
1972-10-17,19.63,,
1972-10-18,19.75,,
1972-10-19,19.75,,
1972-10-20,19.5,,
1972-10-23,19.75,,
1972-10-24,19.75,,
1972-10-25,19.75,,
1972-10-26,19.63,,
1972-10-27,19.63,,
1972-10-30,19.63,,
1972-10-31,19.75,,
1972-11-01,20.13,,
1972-11-02,20.25,,
1972-11-03,20.5,,
1972-11-06,20.63,,
1972-11-08,20.5,,
1972-11-09,20.5,,
1972-11-10,20.75,,
1972-11-13,20.63,,
1972-11-14,20.63,,
1972-11-15,20.5,,
1972-11-16,20.75,,
1972-11-17,20.63,,
1972-11-20,21.0,,
1972-11-21,21.5,,
1972-11-22,21.63,,
1972-11-24,21.88,,
1972-11-27,21.88,,
1972-11-28,21.88,,
1972-11-29,21.75,,
1972-11-30,21.5,,
1972-12-01,21.75,,
1972-12-04,21.75,,
1972-12-05,21.63,,
1972-12-06,21.75,,
1972-12-07,21.88,,
1972-12-08,21.75,,
1972-12-11,21.63,,
1972-12-12,21.5,,
1972-12-13,21.5,,
1972-12-14,21.38,,
1972-12-15,21.38,,
1972-12-18,21.25,,
1972-12-19,21.0,,
1972-12-20,21.13,,
1972-12-21,20.13,,
1972-12-22,20.13,,
1972-12-26,20.25,,
1972-12-27,20.38,,
1972-12-29,20.63,,
1973-01-02,20.75,,
1973-01-03,20.88,,
1973-01-04,21.13,,
1973-01-05,21.13,,
1973-01-08,21.0,,
1973-01-09,20.88,,
1973-01-10,21.13,,
1973-01-11,21.0,,
1973-01-12,21.13,,
1973-01-15,21.13,,
1973-01-16,21.13,,
1973-01-17,21.0,,
1973-01-18,21.0,,
1973-01-19,21.0,,
1973-01-22,20.63,,
1973-01-23,20.5,,
1973-01-24,20.38,,
1973-01-26,20.25,,
1973-01-29,20.25,,
1973-01-30,20.25,,
1973-01-31,20.5,,
1973-02-01,20.13,,
1973-02-02,20.38,,
1973-02-05,20.38,,
1973-02-06,20.25,,
1973-02-07,20.25,,
1973-02-08,20.13,,
1973-02-09,20.13,,
1973-02-12,20.38,,
1973-02-13,20.13,,
1973-02-14,20.38,,
1973-02-15,20.13,,
1973-02-16,20.25,,
1973-02-20,20.38,,
1973-02-21,20.38,,
1973-02-22,20.25,,
1973-02-23,20.25,,
1973-02-26,20.38,,
1973-02-27,20.38,,
1973-02-28,20.5,,
1973-03-01,20.25,,
1973-03-02,20.5,,
1973-03-05,20.25,,
1973-03-06,20.25,,
1973-03-07,20.88,,
1973-03-08,21.13,,
1973-03-09,20.88,,
1973-03-12,21.0,,
1973-03-13,20.63,,
1973-03-14,20.5,,
1973-03-15,20.5,,
1973-03-16,20.75,,
1973-03-19,20.63,,
1973-03-20,20.63,,
1973-03-21,20.75,,
1973-03-22,20.75,,
1973-03-23,20.0,,
1973-03-26,20.25,,
1973-03-27,20.25,,
1973-03-28,20.13,,
1973-03-29,20.25,,
1973-03-30,20.0,,
1973-04-02,20.0,,
1973-04-03,20.13,,
1973-04-04,20.13,,
1973-04-05,20.25,,
1973-04-06,20.13,,
1973-04-09,20.13,,
1973-04-10,20.0,,
1973-04-11,20.25,,
1973-04-12,20.38,,
1973-04-13,20.25,,
1973-04-16,20.5,,
1973-04-17,20.5,,
1973-04-18,20.5,,
1973-04-19,20.38,,
1973-04-23,20.25,,
1973-04-24,20.38,,
1973-04-25,20.63,,
1973-04-26,20.63,,
1973-04-27,20.5,,
1973-04-30,20.5,,
1973-05-01,20.63,,
1973-05-02,20.63,,
1973-05-03,20.75,,
1973-05-04,20.75,,
1973-05-07,20.63,,
1973-05-08,20.63,,
1973-05-09,20.75,,
1973-05-10,20.5,,
1973-05-11,20.5,,
1973-05-14,20.63,,
1973-05-15,20.63,,
1973-05-16,20.5,,
1973-05-17,20.63,,
1973-05-18,20.25,,
1973-05-21,20.13,,
1973-05-22,20.0,,
1973-05-23,20.25,,
1973-05-24,20.25,,
1973-05-25,20.38,,
1973-05-29,20.38,,
1973-05-30,20.38,,
1973-05-31,20.38,,
1973-06-01,20.38,,
1973-06-04,20.25,,
1973-06-05,20.38,,
1973-06-06,20.38,,
1973-06-07,20.38,,
1973-06-08,20.38,,
1973-06-11,20.75,,
1973-06-12,20.63,,
1973-06-13,20.63,,
1973-06-14,20.13,,
1973-06-15,20.13,,
1973-06-18,20.0,,
1973-06-19,20.0,,
1973-06-20,20.0,,
1973-06-21,20.0,,
1973-06-22,19.88,,
1973-06-25,20.0,,
1973-06-26,19.88,,
1973-06-27,20.0,,
1973-06-28,19.88,,
1973-06-29,20.0,,
1973-07-02,19.75,,
1973-07-03,19.63,,
1973-07-05,19.63,,
1973-07-06,19.75,,
1973-07-09,19.63,,
1973-07-10,19.88,,
1973-07-11,19.88,,
1973-07-12,19.75,,
1973-07-13,19.5,,
1973-07-16,19.63,,
1973-07-17,19.5,,
1973-07-18,19.38,,
1973-07-19,19.38,,
1973-07-20,19.13,,
1973-07-23,19.25,,
1973-07-24,19.13,,
1973-07-25,19.13,,
1973-07-26,19.0,,
1973-07-27,19.13,,
1973-07-30,19.0,,
1973-07-31,19.13,,
1973-08-01,19.0,,
1973-08-02,18.75,,
1973-08-03,18.63,,
1973-08-06,18.75,,
1973-08-07,18.63,,
1973-08-08,18.5,,
1973-08-09,18.5,,
1973-08-10,18.5,,
1973-08-13,18.5,,
1973-08-14,18.38,,
1973-08-15,18.5,,
1973-08-16,18.5,,
1973-08-17,18.38,,
1973-08-20,18.38,,
1973-08-21,18.13,,
1973-08-22,18.38,,
1973-08-23,18.38,,
1973-08-24,18.63,,
1973-08-27,18.25,,
1973-08-28,18.5,,
1973-08-29,18.38,,
1973-08-30,18.38,,
1973-08-31,18.5,,
1973-09-04,18.75,,
1973-09-05,19.0,,
1973-09-06,19.38,,
1973-09-07,19.5,,
1973-09-10,19.25,,
1973-09-11,19.13,,
1973-09-12,19.25,,
1973-09-13,19.25,,
1973-09-14,19.13,,
1973-09-17,19.0,,
1973-09-18,19.13,,
1973-09-19,18.75,,
1973-09-20,18.88,,
1973-09-21,19.13,,
1973-09-24,19.13,,
1973-09-25,19.13,,
1973-09-26,19.13,,
1973-09-27,19.13,,
1973-09-28,18.75,,
1973-10-01,19.38,,
1973-10-02,19.25,,
1973-10-03,19.13,,
1973-10-04,19.13,,
1973-10-05,19.0,,
1973-10-08,19.0,,
1973-10-09,18.88,,
1973-10-10,18.75,,
1973-10-11,18.63,,
1973-10-12,18.88,,
1973-10-15,18.63,,
1973-10-16,18.75,,
1973-10-17,18.88,,
1973-10-18,18.75,,
1973-10-19,18.75,,
1973-10-22,18.63,,
1973-10-23,18.5,,
1973-10-24,18.5,,
1973-10-25,18.5,,
1973-10-26,18.75,,
1973-10-29,18.63,,
1973-10-30,18.5,,
1973-10-31,18.38,,
1973-11-01,18.13,,
1973-11-02,18.0,,
1973-11-05,18.0,,
1973-11-06,18.0,,
1973-11-07,18.13,,
1973-11-08,18.13,,
1973-11-09,18.13,,
1973-11-12,17.63,,
1973-11-13,16.88,,
1973-11-14,16.75,,
1973-11-15,17.0,,
1973-11-16,17.13,,
1973-11-19,17.25,,
1973-11-20,17.38,,
1973-11-21,17.75,,
1973-11-23,17.63,,
1973-11-26,17.38,,
1973-11-27,17.25,,
1973-11-28,17.25,,
1973-11-29,17.13,,
1973-11-30,17.13,,
1973-12-03,16.88,,
1973-12-04,17.13,,
1973-12-05,17.0,,
1973-12-06,17.13,,
1973-12-07,16.88,,
1973-12-10,16.88,,
1973-12-11,17.0,,
1973-12-12,17.13,,
1973-12-13,16.75,,
1973-12-14,16.63,,
1973-12-17,16.0,,
1973-12-18,16.13,,
1973-12-19,16.0,,
1973-12-20,16.0,,
1973-12-21,16.25,,
1973-12-24,16.0,,
1973-12-26,16.25,,
1973-12-27,16.13,,
1973-12-28,16.13,,
1973-12-31,16.38,,
1974-01-02,16.88,,
1974-01-03,17.13,,
1974-01-04,17.25,,
1974-01-07,17.5,,
1974-01-08,17.25,,
1974-01-09,17.38,,
1974-01-10,17.13,,
1974-01-11,17.13,,
1974-01-14,17.25,,
1974-01-15,17.38,,
1974-01-16,17.25,,
1974-01-17,17.5,,
1974-01-18,17.38,,
1974-01-21,17.75,,
1974-01-22,17.63,,
1974-01-23,17.88,,
1974-01-24,17.63,,
1974-01-25,17.63,,
1974-01-28,17.75,,
1974-01-29,17.5,,
1974-01-30,17.63,,
1974-01-31,17.75,,
1974-02-01,17.63,,
1974-02-04,17.25,,
1974-02-05,17.25,,
1974-02-06,17.13,,
1974-02-07,17.13,,
1974-02-08,17.5,,
1974-02-11,17.5,,
1974-02-12,17.63,,
1974-02-13,17.38,,
1974-02-14,17.25,,
1974-02-15,17.25,,
1974-02-19,17.0,,
1974-02-20,17.0,,
1974-02-21,17.0,,
1974-02-22,17.13,,
1974-02-25,17.0,,
1974-02-26,17.38,,
1974-02-27,17.38,,
1974-02-28,17.25,,
1974-03-01,17.25,,
1974-03-04,17.25,,
1974-03-05,17.25,,
1974-03-06,17.25,,
1974-03-07,17.25,,
1974-03-08,17.25,,
1974-03-11,17.38,,
1974-03-12,17.25,,
1974-03-13,17.25,,
1974-03-14,17.38,,
1974-03-15,16.88,,
1974-03-18,16.88,,
1974-03-19,16.63,,
1974-03-20,16.88,,
1974-03-21,16.88,,
1974-03-22,16.63,,
1974-03-25,16.63,,
1974-03-26,16.88,,
1974-03-27,16.63,,
1974-03-28,16.88,,
1974-03-29,16.75,,
1974-04-01,16.88,,
1974-04-02,16.88,,
1974-04-03,17.0,,
1974-04-04,17.0,,
1974-04-05,17.0,,
1974-04-08,16.88,,
1974-04-09,16.88,,
1974-04-10,16.88,,
1974-04-11,16.88,,
1974-04-15,16.88,,
1974-04-16,16.88,,
1974-04-17,16.75,,
1974-04-18,16.63,,
1974-04-19,16.13,,
1974-04-22,16.13,,
1974-04-23,15.0,,
1974-04-24,14.75,,
1974-04-25,14.13,,
1974-04-26,14.25,,
1974-04-29,13.88,,
1974-04-30,13.75,,
1974-05-01,13.63,,
1974-05-02,13.38,,
1974-05-03,13.0,,
1974-05-06,13.25,,
1974-05-07,13.25,,
1974-05-08,13.25,,
1974-05-09,13.38,,
1974-05-10,13.0,,
1974-05-13,12.88,,
1974-05-14,11.5,,
1974-05-15,11.75,,
1974-05-16,12.63,,
1974-05-17,12.75,,
1974-05-20,12.75,,
1974-05-21,12.88,,
1974-05-22,12.63,,
1974-05-23,12.63,,
1974-05-24,12.63,,
1974-05-28,12.13,,
1974-05-29,12.13,,
1974-05-30,12.25,,
1974-05-31,12.13,,
1974-06-03,12.5,,
1974-06-04,12.25,,
1974-06-05,12.38,,
1974-06-06,12.5,,
1974-06-07,12.63,,
1974-06-10,12.63,,
1974-06-11,12.88,,
1974-06-12,12.63,,
1974-06-13,12.75,,
1974-06-14,11.63,,
1974-06-17,11.5,,
1974-06-18,11.38,,
1974-06-19,11.13,,
1974-06-20,10.13,,
1974-06-21,10.13,,
1974-06-24,10.13,,
1974-06-25,10.63,,
1974-06-26,10.75,,
1974-06-27,10.25,,
1974-06-28,10.13,,
1974-07-01,10.25,,
1974-07-02,10.25,,
1974-07-03,10.38,,
1974-07-05,10.38,,
1974-07-08,10.38,,
1974-07-09,10.38,,
1974-07-10,10.25,,
1974-07-11,10.38,,
1974-07-12,10.25,,
1974-07-15,10.25,,
1974-07-16,10.25,,
1974-07-17,10.13,,
1974-07-18,10.0,,
1974-07-19,9.88,,
1974-07-22,9.63,,
1974-07-23,9.75,,
1974-07-24,9.88,,
1974-07-25,9.88,,
1974-07-26,9.88,,
1974-07-29,9.75,,
1974-07-30,9.75,,
1974-07-31,9.75,,
1974-08-01,9.75,,
1974-08-02,9.75,,
1974-08-05,10.0,,
1974-08-06,10.13,,
1974-08-07,10.13,,
1974-08-08,10.25,,
1974-08-09,10.25,,
1974-08-12,10.13,,
1974-08-13,10.25,,
1974-08-14,10.0,,
1974-08-15,10.0,,
1974-08-16,10.0,,
1974-08-19,9.88,,
1974-08-20,9.88,,
1974-08-21,9.75,,
1974-08-22,9.75,,
1974-08-23,9.5,,
1974-08-26,9.88,,
1974-08-27,9.63,,
1974-08-28,9.63,,
1974-08-29,9.63,,
1974-08-30,9.75,,
1974-09-03,9.63,,
1974-09-04,9.5,,
1974-09-05,9.63,,
1974-09-06,9.63,,
1974-09-09,9.5,,
1974-09-10,9.5,,
1974-09-11,9.25,,
1974-09-12,9.13,,
1974-09-13,9.0,,
1974-09-16,9.0,,
1974-09-17,9.13,,
1974-09-18,9.13,,
1974-09-19,9.5,,
1974-09-20,9.0,,
1974-09-23,8.88,,
1974-09-24,8.88,,
1974-09-25,9.0,,
1974-09-26,9.0,,
1974-09-27,8.75,,
1974-09-30,8.88,,
1974-10-01,9.0,,
1974-10-02,8.75,,
1974-10-03,8.75,,
1974-10-04,8.75,,
1974-10-07,9.13,,
1974-10-08,9.13,,
1974-10-09,9.25,,
1974-10-10,10.38,,
1974-10-11,10.25,,
1974-10-14,10.63,,
1974-10-15,11.0,,
1974-10-16,10.63,,
1974-10-17,10.75,,
1974-10-18,10.63,,
1974-10-21,10.38,,
1974-10-22,10.5,,
1974-10-23,10.38,,
1974-10-24,10.25,,
1974-10-25,10.13,,
1974-10-28,10.0,,
1974-10-29,10.0,,
1974-10-30,9.88,,
1974-10-31,9.38,,
1974-11-01,9.0,,
1974-11-04,9.13,,
1974-11-05,9.5,,
1974-11-06,9.5,,
1974-11-07,9.63,,
1974-11-08,9.63,,
1974-11-11,9.38,,
1974-11-12,9.25,,
1974-11-13,9.25,,
1974-11-14,9.25,,
1974-11-15,9.13,,
1974-11-18,9.13,,
1974-11-19,9.25,,
1974-11-20,9.38,,
1974-11-21,9.5,,
1974-11-22,9.5,,
1974-11-25,9.5,,
1974-11-26,9.38,,
1974-11-27,9.63,,
1974-11-29,9.75,,
1974-12-02,9.0,,
1974-12-03,9.0,,
1974-12-04,8.88,,
1974-12-05,8.88,,
1974-12-06,9.0,,
1974-12-09,8.75,,
1974-12-10,8.88,,
1974-12-11,8.88,,
1974-12-12,8.63,,
1974-12-13,8.5,,
1974-12-16,8.5,,
1974-12-17,8.13,,
1974-12-18,8.13,,
1974-12-19,8.0,,
1974-12-20,8.0,,
1974-12-23,7.88,,
1974-12-24,7.75,,
1974-12-26,7.63,,
1974-12-27,7.5,,
1974-12-30,7.63,,
1974-12-31,8.0,,
1975-01-02,9.25,,
1975-01-03,9.75,,
1975-01-06,10.38,,
1975-01-07,10.5,,
1975-01-08,10.38,,
1975-01-09,10.13,,
1975-01-10,10.25,,
1975-01-13,10.38,,
1975-01-14,10.5,,
1975-01-15,10.63,,
1975-01-16,10.75,,
1975-01-17,10.63,,
1975-01-20,10.63,,
1975-01-21,10.63,,
1975-01-22,10.88,,
1975-01-23,11.0,,
1975-01-24,11.25,,
1975-01-27,12.63,,
1975-01-28,12.88,,
1975-01-29,12.75,,
1975-01-30,12.5,,
1975-01-31,11.88,,
1975-02-03,13.0,,
1975-02-04,12.88,,
1975-02-05,12.75,,
1975-02-06,12.25,,
1975-02-07,12.38,,
1975-02-10,12.38,,
1975-02-11,12.13,,
1975-02-12,12.13,,
1975-02-13,11.88,,
1975-02-14,11.75,,
1975-02-18,11.25,,
1975-02-19,11.13,,
1975-02-20,11.0,,
1975-02-21,11.0,,
1975-02-24,11.25,,
1975-02-25,11.38,,
1975-02-26,11.38,,
1975-02-27,11.38,,
1975-02-28,11.38,,
1975-03-03,11.5,,
1975-03-04,11.63,,
1975-03-05,11.75,,
1975-03-06,12.0,,
1975-03-07,11.88,,
1975-03-10,12.0,,
1975-03-11,11.88,,
1975-03-12,11.88,,
1975-03-13,11.25,,
1975-03-14,11.25,,
1975-03-17,11.25,,
1975-03-18,11.13,,
1975-03-19,11.38,,
1975-03-20,11.38,,
1975-03-21,10.88,,
1975-03-24,10.5,,
1975-03-25,10.5,,
1975-03-26,10.5,,
1975-03-27,10.63,,
1975-03-31,10.38,,
1975-04-01,10.5,,
1975-04-02,10.5,,
1975-04-03,10.5,,
1975-04-04,10.5,,
1975-04-07,10.63,,
1975-04-08,10.63,,
1975-04-09,10.75,,
1975-04-10,10.75,,
1975-04-11,10.75,,
1975-04-14,10.75,,
1975-04-15,10.88,,
1975-04-16,10.88,,
1975-04-17,11.0,,
1975-04-18,11.0,,
1975-04-21,11.0,,
1975-04-22,11.13,,
1975-04-23,11.25,,
1975-04-24,11.0,,
1975-04-25,10.88,,
1975-04-28,10.75,,
1975-04-29,10.75,,
1975-04-30,10.75,,
1975-05-01,10.75,,
1975-05-02,10.75,,
1975-05-05,10.88,,
1975-05-06,10.75,,
1975-05-07,10.88,,
1975-05-08,11.0,,
1975-05-09,11.25,,
1975-05-12,11.13,,
1975-05-13,11.25,,
1975-05-14,11.38,,
1975-05-15,11.38,,
1975-05-16,11.25,,
1975-05-19,11.38,,
1975-05-20,11.38,,
1975-05-21,11.5,,
1975-05-22,11.38,,
1975-05-23,11.25,,
1975-05-27,11.5,,
1975-05-28,11.38,,
1975-05-29,11.38,,
1975-05-30,11.25,,
1975-06-02,11.63,,
1975-06-03,12.0,,
1975-06-04,12.0,,
1975-06-05,12.25,,
1975-06-06,12.5,,
1975-06-09,12.63,,
1975-06-10,13.0,,
1975-06-11,12.75,,
1975-06-12,12.75,,
1975-06-13,12.38,,
1975-06-16,12.63,,
1975-06-17,12.63,,
1975-06-18,12.63,,
1975-06-19,12.88,,
1975-06-20,13.38,,
1975-06-23,13.63,,
1975-06-24,13.63,,
1975-06-25,13.5,,
1975-06-26,13.5,,
1975-06-27,13.13,,
1975-06-30,12.88,,
1975-07-01,12.75,,
1975-07-02,12.25,,
1975-07-03,12.25,,
1975-07-07,12.25,,
1975-07-08,12.25,,
1975-07-09,12.25,,
1975-07-10,12.5,,
1975-07-11,12.63,,
1975-07-14,12.88,,
1975-07-15,12.88,,
1975-07-16,13.0,,
1975-07-17,12.88,,
1975-07-18,13.0,,
1975-07-21,13.0,,
1975-07-22,12.88,,
1975-07-23,12.75,,
1975-07-24,12.75,,
1975-07-25,12.75,,
1975-07-28,12.75,,
1975-07-29,12.75,,
1975-07-30,12.88,,
1975-07-31,12.75,,
1975-08-01,12.88,,
1975-08-04,12.63,,
1975-08-05,12.75,,
1975-08-06,12.63,,
1975-08-07,12.75,,
1975-08-08,12.63,,
1975-08-11,12.5,,
1975-08-12,12.63,,
1975-08-13,12.5,,
1975-08-14,12.5,,
1975-08-15,12.63,,
1975-08-18,12.63,,
1975-08-19,12.5,,
1975-08-20,12.38,,
1975-08-21,12.38,,
1975-08-22,12.13,,
1975-08-25,12.25,,
1975-08-26,12.38,,
1975-08-27,12.25,,
1975-08-28,12.5,,
1975-08-29,12.63,,
1975-09-02,12.38,,
1975-09-03,12.63,,
1975-09-04,12.75,,
1975-09-05,12.5,,
1975-09-08,12.63,,
1975-09-09,12.75,,
1975-09-10,12.63,,
1975-09-11,12.63,,
1975-09-12,12.5,,
1975-09-15,12.5,,
1975-09-16,12.5,,
1975-09-17,12.75,,
1975-09-18,12.88,,
1975-09-19,12.25,,
1975-09-22,12.38,,
1975-09-23,12.25,,
1975-09-24,12.25,,
1975-09-25,12.25,,
1975-09-26,12.13,,
1975-09-29,12.25,,
1975-09-30,12.13,,
1975-10-01,12.0,,
1975-10-02,12.0,,
1975-10-03,12.13,,
1975-10-06,12.25,,
1975-10-07,12.25,,
1975-10-08,12.5,,
1975-10-09,12.5,,
1975-10-10,12.5,,
1975-10-13,12.38,,
1975-10-14,12.63,,
1975-10-15,12.75,,
1975-10-16,13.13,,
1975-10-17,13.13,,
1975-10-20,13.0,,
1975-10-21,13.13,,
1975-10-22,13.25,,
1975-10-23,13.38,,
1975-10-24,13.38,,
1975-10-27,13.13,,
1975-10-28,13.25,,
1975-10-29,13.25,,
1975-10-30,13.13,,
1975-10-31,13.25,,
1975-11-03,13.13,,
1975-11-04,13.13,,
1975-11-05,13.25,,
1975-11-06,13.25,,
1975-11-07,13.38,,
1975-11-10,13.5,,
1975-11-11,13.5,,
1975-11-12,13.63,,
1975-11-13,14.13,,
1975-11-14,14.0,,
1975-11-17,14.25,,
1975-11-18,14.13,,
1975-11-19,14.0,,
1975-11-20,14.13,,
1975-11-21,14.0,,
1975-11-24,14.25,,
1975-11-25,14.13,,
1975-11-26,14.0,,
1975-11-28,14.13,,
1975-12-01,14.13,,
1975-12-02,14.0,,
1975-12-03,13.75,,
1975-12-04,13.63,,
1975-12-05,13.63,,
1975-12-08,13.88,,
1975-12-09,13.88,,
1975-12-10,13.13,,
1975-12-11,13.13,,
1975-12-12,13.13,,
1975-12-15,13.13,,
1975-12-16,13.0,,
1975-12-17,13.0,,
1975-12-18,13.13,,
1975-12-19,12.88,,
1975-12-22,13.0,,
1975-12-23,12.88,,
1975-12-24,13.0,,
1975-12-26,13.13,,
1975-12-29,13.0,,
1975-12-30,13.0,,
1975-12-31,13.25,,
1976-01-02,13.75,,
1976-01-05,14.38,,
1976-01-06,14.5,,
1976-01-07,14.38,,
1976-01-08,14.5,,
1976-01-09,14.63,,
1976-01-12,14.88,,
1976-01-13,14.5,,
1976-01-14,14.75,,
1976-01-15,14.88,,
1976-01-16,14.75,,
1976-01-19,15.0,,
1976-01-20,15.0,,
1976-01-21,14.75,,
1976-01-22,14.25,,
1976-01-23,14.5,,
1976-01-26,14.63,,
1976-01-27,14.63,,
1976-01-28,14.63,,
1976-01-29,14.63,,
1976-01-30,14.75,,
1976-02-02,14.75,,
1976-02-03,15.0,,
1976-02-04,15.0,,
1976-02-05,14.75,,
1976-02-06,14.88,,
1976-02-09,15.0,,
1976-02-10,15.0,,
1976-02-11,14.88,,
1976-02-12,14.88,,
1976-02-13,14.75,,
1976-02-17,14.75,,
1976-02-18,14.88,,
1976-02-19,14.88,,
1976-02-20,14.88,,
1976-02-23,15.0,,
1976-02-24,15.0,,
1976-02-25,14.75,,
1976-02-26,14.5,,
1976-02-27,14.63,,
1976-03-01,14.63,,
1976-03-02,14.75,,
1976-03-03,14.63,,
1976-03-04,14.63,,
1976-03-05,14.63,,
1976-03-08,14.5,,
1976-03-09,14.5,,
1976-03-10,14.5,,
1976-03-11,14.5,,
1976-03-12,14.5,,
1976-03-15,14.5,,
1976-03-16,14.38,,
1976-03-17,14.5,,
1976-03-18,14.5,,
1976-03-19,14.13,,
1976-03-22,13.88,,
1976-03-23,13.88,,
1976-03-24,13.63,,
1976-03-25,13.75,,
1976-03-26,13.5,,
1976-03-29,13.75,,
1976-03-30,13.88,,
1976-03-31,14.0,,
