date,AIV,dcf,Deviation
2004-05-10,28.2,29.18317365398498,-0.033689744153330925
2004-05-11,28.23,29.45317365398498,-0.041529434768381446
2004-05-12,28.5,29.27317365398498,-0.02641236181372253
2004-05-13,28.32,28.83317365398498,-0.017798028761709106
2004-05-14,27.88,29.45317365398498,-0.053412704262928656
2004-05-17,28.5,29.77317365398498,-0.0427624434257976
2004-05-18,28.82,29.05317365398498,-0.008025755009143265
2004-05-19,28.1,29.38317365398498,-0.043670356003595034
2004-05-20,28.43,29.34317365398498,-0.03112048017549618
2004-05-21,28.39,29.25317365398498,-0.029507008852948657
2004-05-24,28.3,29.55317365398498,-0.04240402972139001
2004-05-25,28.6,29.70317365398498,-0.03713992541120181
2004-05-26,28.75,29.63317365398498,-0.029803545995358283
2004-05-27,28.68,29.83317365398498,-0.038654072388002336
2004-05-28,28.88,29.61317365398498,-0.024758361347950952
2004-06-01,28.66,29.96317365398498,-0.04349251080790184
2004-06-02,29.01,29.64317365398498,-0.021359847004771004
2004-06-03,28.69,29.58317365398498,-0.03019194845123263
2004-06-04,28.63,29.72317365398498,-0.03677849703099989
2004-06-07,28.77,29.80317365398498,-0.034666564909500375
2004-06-08,28.85,29.90317365398498,-0.03521946085627703
2004-06-09,28.95,30.49317365398498,-0.050607184135565086
2004-06-10,29.54,30.173173653984982,-0.020984655483907266
2004-06-14,29.22,30.68317365398498,-0.04768651608484942
2004-06-15,29.73,30.90317365398498,-0.0379628858550487
2004-06-16,29.95,30.70317365398498,-0.02453080787259998
2004-06-17,29.75,31.19317365398498,-0.04626568844817158
2004-06-18,30.24,31.25317365398498,-0.032418264628168325
2004-06-21,30.3,31.40317365398498,-0.03512936832882774
2004-06-22,30.45,32.01317365398498,-0.048829074895246904
2004-06-23,31.06,31.72317365398498,-0.020905022341662027
2004-06-24,30.77,32.13317365398498,-0.04242262742746328
2004-06-25,31.18,32.36317365398498,-0.03655925919488101
2004-06-28,31.41,32.02317365398498,-0.019147810289211642
2004-06-29,31.07,32.08317365398498,-0.03157959573800251
2004-06-30,31.13,32.56371729436415,-0.044028059861958346
2004-07-01,31.59,32.983717294364155,-0.04225470652461283
2004-07-02,32.01,32.82371729436415,-0.024790528356880226
2004-07-06,31.85,33.773717294364154,-0.056959003878591874
2004-07-07,32.8,33.72371729436416,-0.0273907317601233
2004-07-08,32.75,33.943717294364156,-0.03516754762043561
2004-07-09,32.97,34.053717294364155,-0.031823759062670987
2004-07-12,33.08,34.013717294364156,-0.027451198182295355
2004-07-13,33.04,34.10371729436415,-0.031190655411043378
2004-07-14,33.13,34.11371729436416,-0.028836414568243818
2004-07-15,33.14,33.983717294364155,-0.024827104317516113
2004-07-16,33.01,34.22371729436416,-0.035464215763727935
2004-07-19,33.25,34.10371729436415,-0.025032968898825447
2004-07-20,33.13,34.10371729436415,-0.028551646905807027
2004-07-21,33.13,33.68371729436416,-0.016438722885754653
2004-07-22,32.71,33.50371729436415,-0.023690424778556318
2004-07-23,32.53,33.093717294364154,-0.017033967183256116
2004-07-26,32.12,32.47371729436416,-0.01089241774071692
2004-07-27,31.5,32.623717294364155,-0.03444479622677088
2004-07-28,31.65,32.67371729436415,-0.031331522065312534
2004-07-29,31.7,32.943717294364156,-0.03775279162491252
2004-07-30,31.97,33.123717294364155,-0.03483055008926961
2004-08-02,32.15,33.72371729436416,-0.04666500079536473
2004-08-03,32.75,33.553717294364155,-0.023953152114658538
2004-08-04,32.58,32.92371729436415,-0.010439808217615587
2004-08-05,31.95,33.023717294364154,-0.03251352004964614
2004-08-06,32.05,33.04371729436416,-0.030072805838150862
2004-08-09,32.07,33.123717294364155,-0.03181156526002116
2004-08-10,32.15,33.333717294364156,-0.03551110978445515
2004-08-11,32.36,33.14371729436415,-0.023646028820593967
2004-08-12,32.17,33.203717294364154,-0.031132577271389184
2004-08-13,32.23,33.57371729436415,-0.04002289298449879
2004-08-16,32.6,33.953717294364154,-0.03986948712060023
2004-08-17,32.98,34.013717294364156,-0.030391188514271583
2004-08-18,33.04,33.693717294364156,-0.019401756376507096
2004-08-19,32.72,34.06371729436415,-0.03944717139213905
2004-08-20,33.09,34.093717294364154,-0.02943994888260748
2004-08-23,33.12,34.453717294364154,-0.03871040337880527
2004-08-24,33.48,34.773717294364154,-0.03720388255913709
2004-08-25,33.8,35.023717294364154,-0.03493967485173455
2004-08-26,34.05,35.22371729436416,-0.03332178953616449
2004-08-27,34.25,35.88371729436415,-0.0455280951235435
2004-08-30,34.91,36.47371729436416,-0.042872441044164766
2004-08-31,35.5,36.803717294364155,-0.035423522138721464
2004-09-01,35.83,37.053717294364155,-0.033025493357188296
2004-09-02,36.08,37.39371729436415,-0.03513203258244002
2004-09-03,36.42,37.79371729436416,-0.036347768695645266
2004-09-07,36.82,37.54371729436416,-0.01927665523074873
2004-09-08,36.57,36.47371729436416,0.0026397831857605247
2004-09-09,35.5,36.123717294364155,-0.017266143716097138
2004-09-10,35.15,35.523717294364154,-0.010520219245845785
2004-09-13,34.55,35.343717294364154,-0.022457097190813124
2004-09-14,34.37,35.67371729436415,-0.036545596961663485
2004-09-15,34.7,36.21371729436415,-0.04179955573353211
2004-09-16,35.24,35.92371729436415,-0.01903247619843107
2004-09-17,34.95,35.773717294364154,-0.02302576742545903
2004-09-20,34.8,36.093717294364154,-0.03584328219266475
2004-09-21,35.12,35.67371729436415,-0.015521715603538544
2004-09-22,34.7,35.443717294364156,-0.02098305006180634
2004-09-23,34.47,35.42371729436415,-0.026923128547999386
2004-09-24,34.45,35.703717294364154,-0.03511447516872568
2004-09-27,34.73,35.553717294364155,-0.023168246727740316
2004-09-28,34.58,35.56371729436415,-0.02766069942075622
2004-09-29,34.59,35.75371729436415,-0.032548148344496264
2004-09-30,34.78,36.77737621048785,-0.054309915940067954
2004-10-01,35.46,36.91737621048785,-0.03947670067825204
2004-10-04,35.6,37.03737621048785,-0.03880880228445627
2004-10-05,35.72,37.197376210487846,-0.03971721559412833
2004-10-06,35.88,36.46737621048785,-0.01610689529999476
2004-10-07,35.15,36.63737621048785,-0.04059723605595078
2004-10-08,35.32,36.11737621048785,-0.022077357054976265
2004-10-11,34.8,36.45737621048785,-0.045460655229793256
2004-10-12,35.14,36.78737621048785,-0.04478101947423452
2004-10-13,35.47,36.767376210487846,-0.03528606999478445
2004-10-14,35.45,36.90737621048785,-0.03948739683298608
2004-10-15,35.59,37.32737621048785,-0.04654428965729707
2004-10-18,36.01,37.42737621048785,-0.03787003936681721
2004-10-19,36.11,37.09737621048785,-0.026615796354048094
2004-10-20,35.78,37.50737621048785,-0.04605430677939126
2004-10-21,36.19,37.20737621048785,-0.027343401070056617
2004-10-22,35.89,36.74737621048785,-0.02333163068777555
2004-10-25,35.43,37.36737621048785,-0.051846728536002695
2004-10-26,36.05,37.56737621048785,-0.04039079551326874
2004-10-27,36.25,37.83737621048785,-0.0419525973909326
2004-10-28,36.52,38.00737621048785,-0.039133882913954365
2004-10-29,36.69,38.767376210487846,-0.053585679856400725
2004-11-01,37.45,38.35737621048785,-0.02365584667492837
2004-11-02,37.04,38.61737621048785,-0.04084628126701828
2004-11-03,37.3,39.55737621048785,-0.05706587308713762
2004-11-04,38.24,38.37737621048785,-0.003579614451347246
2004-11-05,37.06,38.48737621048785,-0.037086867202417606
2004-11-08,37.17,38.36737621048785,-0.03120818593168584
2004-11-09,37.05,38.50737621048785,-0.037846676504822985
2004-11-10,37.19,38.68737621048785,-0.03870451700681432
2004-11-11,37.37,39.53737621048785,-0.05481841280891386
2004-11-12,38.22,39.46737621048785,-0.031605247935290404
2004-11-15,38.15,39.37737621048785,-0.031169578285943578
2004-11-16,38.06,37.767376210487846,0.007748057156030219
2004-11-17,36.45,38.14737621048785,-0.04449522822020946
2004-11-18,36.83,37.59737621048785,-0.020410366037026617
2004-11-19,36.28,38.13737621048785,-0.048702254718222315
2004-11-22,36.82,38.31737621048785,-0.039078255313264476
2004-11-23,37.0,38.35737621048785,-0.035387618877766425
2004-11-24,37.04,38.21737621048785,-0.030807353283576422
2004-11-26,36.9,37.67737621048785,-0.020632440171655664
2004-11-29,36.36,37.68737621048785,-0.03522071165353402
2004-11-30,36.37,38.49737621048785,-0.05526029095739493
2004-12-01,37.18,38.24737621048785,-0.027907174720005035
2004-12-02,36.93,38.62737621048785,-0.043942311826682956
2004-12-03,37.31,38.86737621048785,-0.040068982327333136
2004-12-06,37.55,38.28737621048785,-0.019258990389784625
2004-12-07,36.97,38.21737621048785,-0.032638980855664745
2004-12-08,36.9,38.27737621048785,-0.03598408111657503
2004-12-09,36.96,38.61737621048785,-0.04291788757097714
2004-12-10,37.3,38.71737621048785,-0.03660827125222166
2004-12-13,37.4,38.20737621048785,-0.021131422530559107
2004-12-14,36.89,38.61737621048785,-0.044730543086941243
2004-12-15,37.3,38.23737621048785,-0.024514658258135147
2004-12-16,36.92,38.71737621048785,-0.04642298591506755
2004-12-17,37.4,38.81737621048785,-0.036513962273032274
2004-12-20,37.5,39.31737621048785,-0.04622323221057334
2004-12-21,38.0,39.56737621048785,-0.03961284170448476
2004-12-22,38.25,39.38737621048785,-0.028876668616098278
2004-12-23,38.07,39.56737621048785,-0.03784370746551935
2004-12-27,38.25,39.81737621048785,-0.039364125908301406
2004-12-28,38.5,40.11737621048785,-0.0403161014818566
2004-12-29,38.8,40.14737621048785,-0.03356075384412971
2004-12-30,38.83,39.85737621048785,-0.02577631314871931
2004-12-31,38.54,39.52128503619064,-0.024829279596856546
2005-01-03,38.39,38.98128503619064,-0.015168433663530712
2005-01-04,37.85,37.38128503619064,0.01253876006016319
2005-01-05,36.25,37.08128503619064,-0.0224179133862088
2005-01-06,35.95,37.09128503619064,-0.030769627827050616
2005-01-07,35.96,36.77128503619064,-0.02206300474384193
2005-01-10,35.64,36.31128503619064,-0.01848695345046547
2005-01-11,35.18,36.28128503619064,-0.03035408021221153
2005-01-12,35.15,36.58128503619064,-0.0391261552122798
2005-01-13,35.45,36.98128503619064,-0.041407026140170444
2005-01-14,35.85,37.73128503619064,-0.049860083863726645
2005-01-18,36.6,37.80128503619064,-0.03177894706596718
2005-01-19,36.67,37.26128503619064,-0.015868616329693053
2005-01-20,36.13,37.62128503619064,-0.03963939654788673
2005-01-21,36.49,37.38128503619064,-0.02384308178083605
2005-01-24,36.25,36.41128503619064,-0.004429534305925631
2005-01-25,35.28,36.83128503619064,-0.04211867803869296
2005-01-26,35.7,36.68128503619064,-0.026751653744476966
2005-01-27,35.55,37.00128503619064,-0.03922255766985261
2005-01-28,35.87,37.03128503619064,-0.031359566243939874
2005-01-31,35.9,37.30128503619064,-0.03756666921343543
2005-02-01,36.17,37.29128503619064,-0.030068286332917804
2005-02-02,36.16,37.15128503619064,-0.026682388919387123
2005-02-03,36.02,37.13128503619064,-0.029928536949569762
2005-02-04,36.0,37.30128503619064,-0.03488579642572909
2005-02-07,36.17,37.23128503619064,-0.028505194896147668
2005-02-08,36.1,37.62128503619064,-0.04043681747519268
2005-02-09,36.49,38.07128503619064,-0.04153484797498863
2005-02-10,36.94,38.07128503619064,-0.02971491598235354
2005-02-11,36.94,38.53128503619064,-0.041298519753390495
2005-02-14,37.4,39.18128503619064,-0.04546264969475389
2005-02-15,38.05,38.92128503619064,-0.022385823987581155
2005-02-16,37.79,39.20128503619064,-0.036000989122875526
2005-02-17,38.07,39.30128503619064,-0.031329383633558305
2005-02-18,38.17,38.23128503619064,-0.0016030074880460932
2005-02-22,37.1,38.43128503619064,-0.03464065890424861
2005-02-23,37.3,38.20128503619064,-0.023593055451846534
2005-02-24,37.07,39.45128503619064,-0.06036013868765411
2005-02-25,38.32,39.39128503619064,-0.027195991072807013
2005-02-28,38.26,39.38128503619064,-0.028472535499037277
2005-03-01,38.25,39.18128503619064,-0.02376861900599825
2005-03-02,38.05,39.18128503619064,-0.028873096815117294
2005-03-03,38.05,39.63128503619064,-0.03989991832832673
2005-03-04,38.5,40.34128503619064,-0.04564269667014331
2005-03-07,39.21,40.08128503619064,-0.021737951650101284
2005-03-08,38.95,39.15128503619064,-0.005141211482702968
2005-03-09,38.02,39.38128503619064,-0.03456680082784602
2005-03-10,38.25,38.41128503619064,-0.004198897174064298
2005-03-11,37.28,39.13128503619064,-0.04730958961553333
2005-03-14,38.0,38.90128503619064,-0.02316851577916157
2005-03-15,37.77,38.37128503619064,-0.01567018241957563
2005-03-16,37.24,38.93128503619064,-0.04344282585633663
2005-03-17,37.8,38.27128503619064,-0.012314324845506985
2005-03-18,37.14,38.22128503619064,-0.028290127743397564
2005-03-21,37.09,37.26128503619064,-0.004596863367011483
2005-03-22,36.13,37.18128503619064,-0.028274575103237054
2005-03-23,36.05,37.31128503619064,-0.033804384785119046
2005-03-24,36.18,37.33128503619064,-0.030839684063233674
2005-03-28,36.2,37.70128503619064,-0.0398205269329549
2005-03-29,36.57,38.43128503619064,-0.04843150663418805
2005-03-30,37.3,38.33128503619064,-0.026904525512696842
2005-03-31,37.2,38.51016650971663,-0.03402131510872741
2005-04-01,37.23,38.41016650971663,-0.030725368228176952
2005-04-04,37.13,38.17016650971664,-0.027250772129900125
2005-04-05,36.89,38.16016650971663,-0.03328514065558941
2005-04-06,36.88,38.45016650971663,-0.04083640338254024
2005-04-07,37.17,38.180166509716635,-0.026457886438487677
2005-04-08,36.9,38.24016650971664,-0.035046042735616956
2005-04-11,36.96,38.56016650971663,-0.041497914935440194
2005-04-12,37.28,38.290166509716634,-0.026381878215658627
2005-04-13,37.01,37.890166509716636,-0.023229417835652022
2005-04-14,36.61,37.820166509716636,-0.0319979159638476
2005-04-15,36.54,37.780166509716636,-0.032825861405287315
2005-04-18,36.5,37.76016650971663,-0.03337290658907344
2005-04-19,36.48,37.80016650971663,-0.03492488609480815
2005-04-20,36.52,37.83016650971663,-0.034632850727213005
2005-04-21,36.55,38.780166509716636,-0.05750791475219308
2005-04-22,37.5,39.09016650971663,-0.04067945091309255
2005-04-25,37.81,39.17016650971664,-0.034724552661251185
2005-04-26,37.89,39.17016650971664,-0.03268218197129891
2005-04-27,37.89,38.650166509716634,-0.019667871534926662
2005-04-28,37.37,39.400166509716634,-0.051526851015108455
2005-04-29,38.12,39.390166509716636,-0.03224577660526817
2005-05-02,38.11,39.680166509716635,-0.039570562521005104
2005-05-03,38.4,40.13016650971663,-0.043113863215536674
2005-05-04,38.85,39.83016650971663,-0.024608647053421695
2005-05-05,38.55,39.73016650971663,-0.02970454476771467
2005-05-06,38.45,40.13016650971663,-0.041867917724931814
2005-05-09,38.85,40.17016650971664,-0.03286435243919894
2005-05-10,38.89,39.58016650971663,-0.017437180552214215
2005-05-11,38.3,39.06016650971663,-0.019461425222740303
2005-05-12,37.78,38.58016650971663,-0.02074035915617689
2005-05-13,37.3,38.98016650971663,-0.043103112689316436
2005-05-16,37.7,39.180166509716635,-0.037778463992733435
2005-05-17,37.9,38.98016650971663,-0.027710669461798676
2005-05-18,37.7,39.52016650971663,-0.04605665083088939
2005-05-19,38.24,39.70016650971663,-0.036779858577148605
2005-05-20,38.42,39.780166509716636,-0.03419207683266989
2005-05-23,38.5,39.140166509716636,-0.016355743135576972
2005-05-24,37.86,38.780166509716636,-0.02372776067080795
2005-05-25,37.5,38.38016650971663,-0.022932847607469387
2005-05-26,37.1,38.460166509716636,-0.03536559076968637
2005-05-27,37.18,38.38016650971663,-0.03127048730788562
2005-05-31,37.1,39.09016650971663,-0.05091220343668623
2005-06-01,37.81,39.470166509716634,-0.04206129987589324
2005-06-02,38.19,39.500166509716635,-0.03316863257764624
2005-06-03,38.22,40.13016650971663,-0.047599266981713795
2005-06-06,38.85,40.58016650971663,-0.04263576664483015
2005-06-07,39.3,40.930166509716635,-0.03982799604124854
2005-06-08,39.65,40.780166509716636,-0.027713631562719443
2005-06-09,39.5,40.780166509716636,-0.031391890207501105
2005-06-10,39.5,40.85016650971664,-0.03305167702059397
2005-06-13,39.57,41.390166509716636,-0.04397581993996902
2005-06-14,40.11,41.41016650971663,-0.03139727799480252
2005-06-15,40.13,41.470166509716634,-0.032316400499685094
2005-06-16,40.19,42.220166509716634,-0.048085232189915894
2005-06-17,40.94,42.19016650971663,-0.029631703620527694
2005-06-20,40.91,41.76016650971663,-0.020358312257179878
2005-06-21,40.48,41.790166509716634,-0.03135107177455276
2005-06-22,40.51,41.280166509716636,-0.018657059184471914
2005-06-23,40.0,41.140166509716636,-0.027714192878809718
2005-06-24,39.86,41.33016650971663,-0.03557126994325077
2005-06-27,40.05,41.48016650971663,-0.034478321329342365
2005-06-28,40.2,41.930166509716635,-0.041263048867590246
2005-06-29,40.65,42.20016650971663,-0.03673365860676647
2005-06-30,40.92,42.629060847832356,-0.04009144967872913
2005-07-01,41.04,42.68906084783236,-0.038629588355446165
2005-07-05,41.1,42.499060847832354,-0.03291980622446411
2005-07-06,40.91,42.809060847832356,-0.044361189202040574
2005-07-07,41.22,43.25906084783236,-0.04713604058592347
2005-07-08,41.67,43.46906084783235,-0.04138715704326201
2005-07-11,41.88,43.309060847832356,-0.03299680990205256
2005-07-12,41.72,43.28906084783235,-0.03624612816960482
2005-07-13,41.7,43.03906084783235,-0.03111268743913098
2005-07-14,41.45,43.58906084783236,-0.04907334102241223
2005-07-15,42.0,43.93906084783236,-0.04413068487165939
2005-07-18,42.35,44.50906084783236,-0.04850834429451922
2005-07-19,42.92,44.72906084783236,-0.04044486545306092
2005-07-20,43.14,44.239060847832356,-0.024843674950803307
2005-07-21,42.65,44.58906084783236,-0.04348736687793742
2005-07-22,43.0,44.639060847832354,-0.03671808538758592
2005-07-25,43.05,44.85906084783235,-0.040327657637972414
2005-07-26,43.27,44.879060847832356,-0.035853264694821974
2005-07-27,43.29,45.309060847832356,-0.044561966415795906
2005-07-28,43.72,45.58906084783236,-0.04099801165176287
2005-07-29,44.0,45.489060847832356,-0.03273448209479379
2005-08-01,43.9,45.599060847832355,-0.037260873716286724
2005-08-02,44.01,44.58906084783236,-0.012986612339930259
2005-08-03,43.0,43.889060847832354,-0.020257003240848892
2005-08-04,42.3,42.26906084783236,0.0007319574068376244
2005-08-05,40.68,40.68906084783236,-0.00022268510610856662
2005-08-08,39.1,40.89906084783236,-0.04398782785076372
2005-08-09,39.31,40.96906084783235,-0.04049545714495262
2005-08-10,39.38,40.76906084783236,-0.03407144582056787
2005-08-11,39.18,40.739060847832356,-0.038269435165816046
2005-08-12,39.15,40.82906084783236,-0.04112416041334199
2005-08-15,39.24,41.79906084783236,-0.061222926925284415
2005-08-16,40.21,40.739060847832356,-0.012986574477219626
2005-08-17,39.15,40.18906084783236,-0.025854320203364534
2005-08-18,38.6,40.01906084783236,-0.03545962393340918
2005-08-19,38.43,40.099060847832355,-0.041623439864741374
2005-08-22,38.51,40.17906084783235,-0.041540563980663636
2005-08-23,38.59,40.309060847832356,-0.04264700818314393
2005-08-24,38.72,40.40906084783236,-0.04179906220025309
2005-08-25,38.82,40.33906084783236,-0.0376573181404144
2005-08-26,38.75,40.32906084783236,-0.03915441655808438
2005-08-29,38.74,40.39906084783236,-0.04106681722333594
2005-08-30,38.81,41.489060847832356,-0.06457270405946836
2005-08-31,39.9,41.78906084783235,-0.045204673412284735
2005-09-01,40.2,41.54906084783236,-0.03246910568624173
2005-09-02,39.96,42.50906084783236,-0.05996511795349013
2005-09-06,40.92,42.00906084783236,-0.025924427393823835
2005-09-07,40.42,41.76906084783236,-0.03229808907475984
2005-09-08,40.18,42.01906084783236,-0.043767300142483534
2005-09-09,40.43,41.68906084783236,-0.030201228385259404
2005-09-12,40.1,40.999060847832354,-0.021928815666515056
2005-09-13,39.41,40.82906084783236,-0.034756147174707874
2005-09-14,39.24,41.08906084783236,-0.045001292550348015
2005-09-15,39.5,41.00906084783236,-0.03679822987002457
2005-09-16,39.42,40.78906084783235,-0.03356441210891736
2005-09-19,39.2,40.76906084783236,-0.03848655856186545
2005-09-20,39.18,40.139060847832354,-0.02389345509273788
2005-09-21,38.55,40.14906084783236,-0.03982810093349154
2005-09-22,38.56,40.04906084783236,-0.0371809180117878
2005-09-23,38.46,40.22906084783236,-0.0439746991490525
2005-09-26,38.64,40.17906084783235,-0.038305047837258854
2005-09-27,38.59,39.849060847832355,-0.03159574707770907
2005-09-28,38.26,40.01906084783236,-0.04395557543244144
2005-09-29,38.43,40.36906084783236,-0.04803334056101727
2005-09-30,38.78,40.369212392683835,-0.03936694075735425
2005-10-03,38.88,39.51921239268384,-0.016174725000394408
2005-10-04,38.03,38.479212392683834,-0.011674157675047536
2005-10-05,36.99,38.27921239268384,-0.033679177603200605
2005-10-06,36.79,37.899212392683836,-0.029267425961019722
2005-10-07,36.41,37.34921239268384,-0.025146779075529313
2005-10-10,35.86,37.579212392683836,-0.04574902674167125
2005-10-11,36.09,36.909212392683834,-0.022195336599656446
2005-10-12,35.42,37.02921239268384,-0.04345791575631197
2005-10-13,35.54,37.88921239268384,-0.06200214373253787
2005-10-14,36.4,37.92921239268384,-0.040317536173749
2005-10-17,36.44,37.399212392683836,-0.025647930298967503
2005-10-18,35.91,37.91921239268384,-0.05298665942416836
2005-10-19,36.43,37.219212392683836,-0.02120443561129659
2005-10-20,35.73,37.589212392683834,-0.049461328778617974
2005-10-21,36.1,38.88921239268384,-0.07172200775165527
2005-10-24,37.4,38.48921239268384,-0.028299160335400475
2005-10-25,37.0,38.41921239268384,-0.036940174050889674
2005-10-26,36.93,38.119212392683835,-0.031197192125409168
2005-10-27,36.63,39.229212392683834,-0.06625706289144306
2005-10-28,37.74,39.88921239268384,-0.05387953944856594
2005-10-31,38.4,38.51921239268384,-0.003094881366434321
2005-11-01,37.03,39.259212392683835,-0.05678189288125557
2005-11-02,37.77,38.98921239268384,-0.03127050581079749
2005-11-03,37.5,38.95921239268384,-0.037454874035335095
2005-11-04,37.47,38.979212392683834,-0.038718391163981125
2005-11-07,37.49,39.23921239268384,-0.04457817285369314
2005-11-08,37.75,39.94921239268384,-0.05505020652388626
2005-11-09,38.46,40.829212392683836,-0.05802738416547004
2005-11-10,39.34,41.06921239268384,-0.04210483454491276
2005-11-11,39.58,40.969212392683836,-0.03390869171143551
2005-11-14,39.48,40.87921239268384,-0.03422796846580778
2005-11-15,39.39,39.92921239268384,-0.013504208081565716
2005-11-16,38.44,40.48921239268384,-0.05061131772111527
2005-11-17,39.0,40.48921239268384,-0.036780473234222066
2005-11-18,39.0,40.45921239268384,-0.0360662580012977
2005-11-21,38.97,40.869212392683835,-0.046470491636482425
2005-11-22,39.38,41.009212392683835,-0.03972796105136833
2005-11-23,39.52,41.089212392683834,-0.03819037409836645
2005-11-25,39.6,40.229212392683834,-0.015640683852867654
2005-11-28,38.74,40.38921239268384,-0.040832992152691205
2005-11-29,38.9,40.219212392683836,-0.03280055262653059
2005-11-30,38.73,41.01921239268384,-0.05580829711621049
2005-12-01,39.53,40.939212392683835,-0.03442206897306288
2005-12-02,39.45,40.299212392683835,-0.021072679644677184
2005-12-05,38.81,40.16921239268384,-0.033837168112646254
2005-12-06,38.68,39.87921239268384,-0.030071115268661797
2005-12-07,38.39,39.92921239268384,-0.03854852877002557
2005-12-08,38.44,39.95921239268384,-0.03801907749718292
2005-12-09,38.47,39.78921239268384,-0.03315502653494107
2005-12-12,38.3,40.219212392683836,-0.04771879603074869
2005-12-13,38.73,40.03921239268384,-0.03269825539632909
2005-12-14,38.55,39.52921239268384,-0.024771867017139848
2005-12-15,38.04,40.20921239268384,-0.05394814430830619
2005-12-16,38.72,39.19921239268384,-0.012225051561833955
2005-12-19,37.71,39.829212392683836,-0.053207489311867695
2005-12-20,38.34,39.99921239268384,-0.041481126588065464
2005-12-21,38.51,40.28921239268384,-0.04416101201836664
2005-12-22,38.8,40.839212392683834,-0.0499327061716095
2005-12-23,39.35,40.41921239268384,-0.026453073412122552
2005-12-27,38.93,39.94921239268384,-0.02551270304569242
2005-12-28,38.46,39.799212392683835,-0.03364921846870561
2005-12-29,38.31,39.35921239268384,-0.026657352342722818
2005-12-30,37.87,40.442474279506676,-0.06360823182399167
2006-01-03,38.72,40.79247427950668,-0.05080530946238404
2006-01-04,39.07,41.442474279506676,-0.05724740910751713
2006-01-05,39.72,41.942474279506676,-0.05298863068249149
2006-01-06,40.22,42.372474279506676,-0.05079888102139263
2006-01-09,40.65,43.03247427950668,-0.05536456639773757
2006-01-10,41.31,42.97247427950668,-0.03868695734607719
2006-01-11,41.25,43.13247427950668,-0.043644013262672754
2006-01-12,41.41,42.49247427950668,-0.025474493963010825
2006-01-13,40.77,42.39247427950668,-0.03827269596978944
2006-01-17,40.67,42.29247427950668,-0.03836319125676846
2006-01-18,40.57,42.72247427950668,-0.05038271579085918
2006-01-19,41.0,42.122474279506676,-0.026647871444075655
2006-01-20,40.4,42.522474279506675,-0.0499141763377956
2006-01-23,40.8,43.13247427950668,-0.05407698766344371
2006-01-24,41.41,43.53247427950668,-0.04875611401913482
2006-01-25,41.81,43.662474279506675,-0.042427148485631005
2006-01-26,41.94,44.302474279506676,-0.053326012100401
2006-01-27,42.58,43.97247427950668,-0.03166695307285994
2006-01-30,42.25,44.24247427950668,-0.0450353266166581
2006-01-31,42.52,44.522474279506675,-0.04497670697579348
2006-02-01,42.8,44.53247427950668,-0.038903616013627795
2006-02-02,42.81,44.092474279506675,-0.0290860129866366
2006-02-03,42.37,44.42247427950668,-0.04620351101094666
2006-02-06,42.7,43.872474279506676,-0.026724598937296506
2006-02-07,42.15,44.13247427950668,-0.044920986458882095
2006-02-08,42.41,44.122474279506676,-0.038811836993966176
2006-02-09,42.4,44.702474279506674,-0.05150664066400945
2006-02-10,42.98,44.68247427950668,-0.03810161158169145
2006-02-13,42.96,44.61247427950668,-0.037040632831830234
2006-02-14,42.89,45.202474279506674,-0.05115813495534849
2006-02-15,43.48,45.022474279506675,-0.034260095745310526
2006-02-16,43.3,45.36247427950668,-0.04546652959885922
2006-02-17,43.64,45.522474279506675,-0.04135263535870959
2006-02-21,43.8,45.692474279506676,-0.0414176362595331
2006-02-22,43.97,45.592474279506675,-0.03558644941180478
2006-02-23,43.87,45.622474279506676,-0.038412521617528284
2006-02-24,43.9,46.052474279506676,-0.04673960114374409
2006-02-27,44.33,46.03247427950668,-0.0369842009614636
2006-02-28,44.31,46.29247427950668,-0.04282497987765366
2006-03-01,44.57,46.22247427950668,-0.0357504505170837
2006-03-02,44.5,45.662474279506675,-0.025457978303825568
2006-03-03,43.94,46.702474279506674,-0.059150490892061036
2006-03-06,44.98,46.04247427950668,-0.023075959668387824
2006-03-07,44.32,45.92247427950668,-0.034895207731038935
2006-03-08,44.2,46.38247427950668,-0.04705385629828218
2006-03-09,44.66,46.72247427950668,-0.04414308769626352
2006-03-10,45.0,46.74247427950668,-0.03727817806749345
2006-03-13,45.02,47.202474279506674,-0.046236438085496934
2006-03-14,45.48,48.24247427950668,-0.057262284341004
2006-03-15,46.52,48.93247427950668,-0.04930211102194437
2006-03-16,47.21,49.232474279506675,-0.04108008604289348
2006-03-17,47.51,48.67247427950668,-0.02388360765945563
2006-03-20,46.95,48.51247427950668,-0.03220768065764723
2006-03-21,46.79,48.772474279506675,-0.04064740017382462
2006-03-22,47.05,48.72247427950668,-0.034326546511414424
2006-03-23,47.0,48.912474279506675,-0.03909992916281402
2006-03-24,47.19,48.57247427950668,-0.028462092986067278
2006-03-27,46.85,49.17247427950668,-0.047231186014867754
2006-03-28,47.45,49.86247427950668,-0.04838256252554629
2006-03-29,48.14,48.75247427950668,-0.012562937339246738
2006-03-30,47.03,48.622474279506676,-0.032751814939575574
2006-03-31,46.9,48.316796907010705,-0.0293230718447135
2006-04-03,45.96,48.316796907010705,-0.04877800388023523
2006-04-04,45.96,48.79679690701071,-0.05813489996928756
2006-04-05,46.44,48.40679690701071,-0.04063059389756607
2006-04-06,46.05,47.4667969070107,-0.029848167547228188
