date,NEM,dcf,Deviation
1981-02-25,11.97,,
1981-02-26,12.2,,
1981-02-27,12.53,,
1981-03-02,12.17,,
1981-03-03,12.0,,
1981-03-04,11.87,,
1981-03-05,12.0,,
1981-03-06,12.47,,
1981-03-09,13.07,,
1981-03-10,12.6,,
1981-03-11,13.33,,
1981-03-12,14.53,,
1981-03-13,15.27,,
1981-03-16,14.83,,
1981-03-17,14.7,,
1981-03-18,14.7,,
1981-03-19,16.47,,
1981-03-20,16.13,,
1981-03-23,15.93,,
1981-03-24,15.6,,
1981-03-25,15.67,,
1981-03-26,15.73,,
1981-03-27,16.17,,
1981-03-30,15.9,,
1981-03-31,16.53,,
1981-04-01,16.97,,
1981-04-02,16.8,,
1981-04-03,16.83,,
1981-04-06,16.7,,
1981-04-07,16.8,,
1981-04-08,16.87,,
1981-04-09,17.47,,
1981-04-10,17.67,,
1981-04-13,16.33,,
1981-04-14,15.4,,
1981-04-15,16.2,,
1981-04-16,16.53,,
1981-04-20,16.47,,
1981-04-21,16.43,,
1981-04-22,16.0,,
1981-04-23,15.9,,
1981-04-24,16.47,,
1981-04-27,16.67,,
1981-04-28,18.23,,
1981-04-29,18.43,,
1981-04-30,18.07,,
1981-05-01,17.97,,
1981-05-04,17.07,,
1981-05-05,17.6,,
1981-05-06,17.23,,
1981-05-07,17.3,,
1981-05-08,17.93,,
1981-05-11,17.43,,
1981-05-12,17.53,,
1981-05-13,17.8,,
1981-05-14,18.0,,
1981-05-15,18.27,,
1981-05-18,17.93,,
1981-05-19,17.5,,
1981-05-20,17.23,,
1981-05-21,16.87,,
1981-05-22,16.73,,
1981-05-26,16.47,,
1981-05-27,16.87,,
1981-05-28,16.3,,
1981-05-29,16.27,,
1981-06-01,16.27,,
1981-06-02,16.57,,
1981-06-03,16.67,,
1981-06-04,17.1,,
1981-06-05,16.7,,
1981-06-08,16.7,,
1981-06-09,16.27,,
1981-06-10,16.6,,
1981-06-11,16.77,,
1981-06-12,17.0,,
1981-06-15,16.73,,
1981-06-16,16.27,,
1981-06-17,16.23,,
1981-06-18,16.13,,
1981-06-19,15.9,,
1981-06-22,15.33,,
1981-06-23,15.7,,
1981-06-24,15.8,,
1981-06-25,15.87,,
1981-06-26,16.13,,
1981-06-29,16.73,,
1981-06-30,17.53,,
1981-07-01,18.03,,
1981-07-02,17.57,,
1981-07-06,16.97,,
1981-07-07,16.93,,
1981-07-08,16.93,,
1981-07-09,17.1,,
1981-07-10,17.47,,
1981-07-13,17.8,,
1981-07-14,17.77,,
1981-07-15,18.6,,
1981-07-16,18.7,,
1981-07-17,18.27,,
1981-07-20,18.0,,
1981-07-21,17.9,,
1981-07-22,17.93,,
1981-07-23,17.87,,
1981-07-24,17.8,,
1981-07-27,17.9,,
1981-07-28,17.67,,
1981-07-29,17.73,,
1981-07-30,17.8,,
1981-07-31,17.87,,
1981-08-03,18.0,,
1981-08-04,18.33,,
1981-08-05,18.53,,
1981-08-06,19.37,,
1981-08-07,18.9,,
1981-08-10,18.9,,
1981-08-11,19.2,,
1981-08-12,19.9,,
1981-08-13,20.67,,
1981-08-14,20.8,,
1981-08-17,19.93,,
1981-08-18,19.5,,
1981-08-19,19.27,,
1981-08-20,18.8,,
1981-08-21,18.33,,
1981-08-24,17.6,,
1981-08-25,17.27,,
1981-08-26,17.43,,
1981-08-27,17.07,,
1981-08-28,17.03,,
1981-08-31,16.03,,
1981-09-01,16.1,,
1981-09-02,16.03,,
1981-09-03,15.53,,
1981-09-04,15.27,,
1981-09-08,14.37,,
1981-09-09,14.9,,
1981-09-10,16.0,,
1981-09-11,16.47,,
1981-09-14,16.33,,
1981-09-15,15.83,,
1981-09-16,15.87,,
1981-09-17,16.0,,
1981-09-18,16.13,,
1981-09-21,16.0,,
1981-09-22,15.67,,
1981-09-23,14.83,,
1981-09-24,14.67,,
1981-09-25,13.73,,
1981-09-28,13.67,,
1981-09-29,13.67,,
1981-09-30,13.93,,
1981-10-01,15.5,,
1981-10-02,15.67,,
1981-10-05,15.37,,
1981-10-06,15.63,,
1981-10-07,17.4,,
1981-10-08,17.47,,
1981-10-09,17.33,,
1981-10-12,17.13,,
1981-10-13,16.97,,
1981-10-14,16.17,,
1981-10-15,16.57,,
1981-10-16,16.27,,
1981-10-19,15.43,,
1981-10-20,15.2,,
1981-10-21,14.3,,
1981-10-22,13.07,,
1981-10-23,12.27,,
1981-10-26,12.03,,
1981-10-27,12.3,,
1981-10-28,12.47,,
1981-10-29,12.3,,
1981-10-30,12.6,,
1981-11-02,12.83,,
1981-11-03,12.57,,
1981-11-04,12.53,,
1981-11-05,12.47,,
1981-11-06,12.53,,
1981-11-09,12.0,,
1981-11-10,12.17,,
1981-11-11,12.3,,
1981-11-12,12.7,,
1981-11-13,12.8,,
1981-11-16,12.53,,
1981-11-17,12.73,,
1981-11-18,12.67,,
1981-11-19,12.8,,
1981-11-20,12.93,,
1981-11-23,12.87,,
1981-11-24,13.23,,
1981-11-25,13.03,,
1981-11-27,13.0,,
1981-11-30,13.17,,
1981-12-01,12.97,,
1981-12-02,12.43,,
1981-12-03,12.57,,
1981-12-04,12.43,,
1981-12-07,12.13,,
1981-12-08,12.07,,
1981-12-09,12.3,,
1981-12-10,12.23,,
1981-12-11,11.9,,
1981-12-14,11.67,,
1981-12-15,11.63,,
1981-12-16,11.77,,
1981-12-17,11.77,,
1981-12-18,11.83,,
1981-12-21,11.8,,
1981-12-22,11.83,,
1981-12-23,11.73,,
1981-12-24,11.77,,
1981-12-28,11.7,,
1981-12-29,11.43,,
1981-12-30,11.5,,
1981-12-31,11.5,,
1982-01-04,11.6,,
1982-01-05,11.2,,
1982-01-06,10.9,,
1982-01-07,10.8,,
1982-01-08,10.8,,
1982-01-11,10.47,,
1982-01-12,10.23,,
1982-01-13,9.87,,
1982-01-14,9.97,,
1982-01-15,10.07,,
1982-01-18,9.73,,
1982-01-19,9.47,,
1982-01-20,9.47,,
1982-01-21,9.5,,
1982-01-22,9.7,,
1982-01-25,9.73,,
1982-01-26,9.6,,
1982-01-27,9.63,,
1982-01-28,9.93,,
1982-01-29,10.13,,
1982-02-01,9.9,,
1982-02-02,10.27,,
1982-02-03,10.37,,
1982-02-04,10.07,,
1982-02-05,9.8,,
1982-02-08,9.7,,
1982-02-09,9.4,,
1982-02-10,9.53,,
1982-02-11,9.7,,
1982-02-12,9.73,,
1982-02-16,9.6,,
1982-02-17,9.43,,
1982-02-18,9.47,,
1982-02-19,9.53,,
1982-02-22,9.67,,
1982-02-23,9.53,,
1982-02-24,9.47,,
1982-02-25,9.47,,
1982-02-26,9.33,,
1982-03-01,9.23,,
1982-03-02,9.23,,
1982-03-03,8.93,,
1982-03-04,8.67,,
1982-03-05,8.5,,
1982-03-08,8.2,,
1982-03-09,8.2,,
1982-03-10,8.03,,
1982-03-11,8.03,,
1982-03-12,7.83,,
1982-03-15,7.97,,
1982-03-16,8.1,,
1982-03-17,8.17,,
1982-03-18,8.53,,
1982-03-19,8.57,,
1982-03-22,8.9,,
1982-03-23,9.2,,
1982-03-24,9.17,,
1982-03-25,9.1,,
1982-03-26,8.97,,
1982-03-29,8.8,,
1982-03-30,8.7,,
1982-03-31,8.8,,
1982-04-01,9.17,,
1982-04-02,9.37,,
1982-04-05,9.57,,
1982-04-06,9.43,,
1982-04-07,9.5,,
1982-04-08,9.6,,
1982-04-12,9.57,,
1982-04-13,9.73,,
1982-04-14,9.97,,
1982-04-15,10.1,,
1982-04-16,10.07,,
1982-04-19,9.9,,
1982-04-20,9.83,,
1982-04-21,9.83,,
1982-04-22,9.87,,
1982-04-23,10.0,,
1982-04-26,10.0,,
1982-04-27,10.1,,
1982-04-28,9.67,,
1982-04-29,9.27,,
1982-04-30,9.2,,
1982-05-03,9.2,,
1982-05-04,9.47,,
1982-05-05,9.53,,
1982-05-06,9.5,,
1982-05-07,9.37,,
1982-05-10,9.23,,
1982-05-11,9.43,,
1982-05-12,9.33,,
1982-05-13,9.27,,
1982-05-14,9.33,,
1982-05-17,9.3,,
1982-05-18,9.33,,
1982-05-19,9.33,,
1982-05-20,9.23,,
1982-05-21,9.23,,
1982-05-24,9.2,,
1982-05-25,9.13,,
1982-05-26,9.1,,
1982-05-27,9.0,,
1982-05-28,8.9,,
1982-06-01,8.67,,
1982-06-02,8.53,,
1982-06-03,8.7,,
1982-06-04,8.7,,
1982-06-07,8.5,,
1982-06-08,8.43,,
1982-06-09,8.43,,
1982-06-10,8.4,,
1982-06-11,8.47,,
1982-06-14,8.37,,
1982-06-15,8.27,,
1982-06-16,8.23,,
1982-06-17,7.83,,
1982-06-18,7.67,,
1982-06-21,7.4,,
1982-06-22,7.87,,
1982-06-23,7.87,,
1982-06-24,7.9,,
1982-06-25,8.17,,
1982-06-28,8.3,,
1982-06-29,8.33,,
1982-06-30,8.63,,
1982-07-01,8.7,,
1982-07-02,8.73,,
1982-07-06,8.6,,
1982-07-07,8.13,,
1982-07-08,8.0,,
1982-07-09,8.23,,
1982-07-12,8.7,,
1982-07-13,8.9,,
1982-07-14,8.5,,
1982-07-15,8.63,,
1982-07-16,8.5,,
1982-07-19,8.53,,
1982-07-20,8.77,,
1982-07-21,9.1,,
1982-07-22,9.3,,
1982-07-23,9.5,,
1982-07-26,9.2,,
1982-07-27,9.13,,
1982-07-28,8.87,,
1982-07-29,8.6,,
1982-07-30,8.63,,
1982-08-02,8.9,,
1982-08-03,9.23,,
1982-08-04,9.1,,
1982-08-05,9.07,,
1982-08-06,9.27,,
1982-08-09,9.07,,
1982-08-10,9.13,,
1982-08-11,9.07,,
1982-08-12,8.87,,
1982-08-13,8.9,,
1982-08-16,9.1,,
1982-08-17,9.43,,
1982-08-18,9.53,,
1982-08-19,9.6,,
1982-08-20,10.23,,
1982-08-23,10.67,,
1982-08-24,10.97,,
1982-08-25,11.13,,
1982-08-26,11.23,,
1982-08-27,11.07,,
1982-08-30,11.13,,
1982-08-31,11.33,,
1982-09-01,11.37,,
1982-09-02,11.53,,
1982-09-03,11.9,,
1982-09-07,12.13,,
1982-09-08,12.13,,
1982-09-09,11.93,,
1982-09-10,12.13,,
1982-09-13,11.9,,
1982-09-14,11.73,,
1982-09-15,11.53,,
1982-09-16,11.4,,
1982-09-17,11.6,,
1982-09-20,11.53,,
1982-09-21,11.77,,
1982-09-22,11.7,,
1982-09-23,11.2,,
1982-09-24,10.53,,
1982-09-27,10.33,,
1982-09-28,10.13,,
1982-09-29,9.73,,
1982-09-30,9.7,,
1982-10-01,10.03,,
1982-10-04,10.03,,
1982-10-05,10.27,,
1982-10-06,10.5,,
1982-10-07,11.03,,
1982-10-08,11.17,,
1982-10-11,11.57,,
1982-10-12,11.87,,
1982-10-13,12.0,,
1982-10-14,12.07,,
1982-10-15,12.03,,
1982-10-18,11.9,,
1982-10-19,12.0,,
1982-10-20,11.9,,
1982-10-21,11.77,,
1982-10-22,11.47,,
1982-10-25,10.87,,
1982-10-26,11.0,,
1982-10-27,11.07,,
1982-10-28,10.73,,
1982-10-29,10.67,,
1982-11-01,11.03,,
1982-11-02,11.13,,
1982-11-03,11.27,,
1982-11-04,11.77,,
1982-11-05,11.83,,
1982-11-08,11.43,,
1982-11-09,11.33,,
1982-11-10,11.63,,
1982-11-11,11.77,,
1982-11-12,11.87,,
1982-11-15,11.83,,
1982-11-16,11.73,,
1982-11-17,11.87,,
1982-11-18,11.87,,
1982-11-19,11.6,,
1982-11-22,11.2,,
1982-11-23,10.93,,
1982-11-24,10.93,,
1982-11-26,11.27,,
1982-11-29,11.43,,
1982-11-30,12.13,,
1982-12-01,12.47,,
1982-12-02,12.6,,
1982-12-03,12.77,,
1982-12-06,13.17,,
1982-12-07,13.23,,
1982-12-08,12.87,,
1982-12-09,12.73,,
1982-12-10,12.87,,
1982-12-13,13.3,,
1982-12-14,12.93,,
1982-12-15,12.67,,
1982-12-16,12.73,,
1982-12-17,13.0,,
1982-12-20,13.07,,
1982-12-21,13.57,,
1982-12-22,13.77,,
1982-12-23,13.83,,
1982-12-27,14.3,,
1982-12-28,14.27,,
1982-12-29,14.57,,
1982-12-30,14.73,,
1982-12-31,14.67,,
1983-01-03,14.43,,
1983-01-04,14.37,,
1983-01-05,14.53,,
1983-01-06,15.37,,
1983-01-07,15.6,,
1983-01-10,16.47,,
1983-01-11,15.87,,
1983-01-12,16.17,,
1983-01-13,15.9,,
1983-01-14,15.6,,
1983-01-17,15.17,,
1983-01-18,15.2,,
1983-01-19,15.07,,
1983-01-20,14.83,,
1983-01-21,14.67,,
1983-01-24,14.13,,
1983-01-25,14.47,,
1983-01-26,14.53,,
1983-01-27,14.93,,
1983-01-28,15.37,,
1983-01-31,15.8,,
1983-02-01,15.2,,
1983-02-02,15.13,,
1983-02-03,15.07,,
1983-02-04,15.07,,
1983-02-07,15.2,,
1983-02-08,15.0,,
1983-02-09,15.1,,
1983-02-10,15.53,,
1983-02-11,15.43,,
1983-02-14,15.5,,
1983-02-15,15.3,,
1983-02-16,15.33,,
1983-02-17,15.07,,
1983-02-18,14.97,,
1983-02-22,14.53,,
1983-02-23,14.07,,
1983-02-24,14.93,,
1983-02-25,14.4,,
1983-02-28,13.47,,
1983-03-01,13.73,,
1983-03-02,13.77,,
1983-03-03,14.07,,
1983-03-04,14.13,,
1983-03-07,14.2,,
1983-03-08,14.07,,
1983-03-09,14.13,,
1983-03-10,14.0,,
1983-03-11,13.83,,
1983-03-14,14.03,,
1983-03-15,13.77,,
1983-03-16,13.53,,
1983-03-17,13.33,,
1983-03-18,13.3,,
1983-03-21,13.23,,
1983-03-22,13.17,,
1983-03-23,13.13,,
1983-03-24,13.2,,
1983-03-25,13.3,,
1983-03-28,13.13,,
1983-03-29,13.23,,
1983-03-30,13.43,,
1983-03-31,13.8,,
1983-04-04,14.13,,
1983-04-05,14.27,,
1983-04-06,14.3,,
1983-04-07,14.4,,
1983-04-08,14.33,,
1983-04-11,14.63,,
1983-04-12,14.67,,
1983-04-13,14.6,,
1983-04-14,14.87,,
1983-04-15,14.53,,
1983-04-18,14.67,,
1983-04-19,14.3,,
1983-04-20,14.53,,
1983-04-21,14.4,,
1983-04-22,14.23,,
1983-04-25,14.4,,
1983-04-26,14.67,,
1983-04-27,14.53,,
1983-04-28,14.53,,
1983-04-29,14.4,,
1983-05-02,14.27,,
1983-05-03,14.47,,
1983-05-04,14.63,,
1983-05-05,14.53,,
1983-05-06,14.77,,
1983-05-09,14.87,,
1983-05-10,15.4,,
1983-05-11,15.07,,
1983-05-12,14.87,,
1983-05-13,14.9,,
1983-05-16,14.8,,
1983-05-17,15.13,,
1983-05-18,15.33,,
1983-05-19,15.4,,
1983-05-20,15.13,,
1983-05-23,15.37,,
1983-05-24,15.83,,
1983-05-25,15.83,,
1983-05-26,15.67,,
1983-05-27,15.27,,
1983-05-31,15.2,,
1983-06-01,15.07,,
1983-06-02,15.07,,
1983-06-03,15.33,,
1983-06-06,15.07,,
1983-06-07,14.87,,
1983-06-08,14.93,,
1983-06-09,15.4,,
1983-06-10,15.33,,
1983-06-13,15.5,,
1983-06-14,15.27,,
1983-06-15,15.27,,
1983-06-16,14.9,,
1983-06-17,14.7,,
1983-06-20,14.67,,
1983-06-21,14.87,,
1983-06-22,14.93,,
1983-06-23,14.83,,
1983-06-24,14.8,,
1983-06-27,14.53,,
1983-06-28,14.17,,
1983-06-29,14.1,,
1983-06-30,14.0,,
1983-07-01,14.43,,
1983-07-05,14.27,,
1983-07-06,14.47,,
1983-07-07,14.93,,
1983-07-08,14.73,,
1983-07-11,15.07,,
1983-07-12,14.87,,
1983-07-13,14.93,,
1983-07-14,14.73,,
1983-07-15,14.4,,
1983-07-18,14.2,,
1983-07-19,14.4,,
1983-07-20,14.93,,
1983-07-21,15.07,,
1983-07-22,15.1,,
1983-07-25,15.33,,
1983-07-26,15.57,,
1983-07-27,15.6,,
1983-07-28,15.53,,
1983-07-29,15.43,,
1983-08-01,15.33,,
1983-08-02,15.5,,
1983-08-03,15.47,,
1983-08-04,15.27,,
1983-08-05,15.4,,
1983-08-08,15.23,,
1983-08-09,15.2,,
1983-08-10,15.27,,
1983-08-11,15.17,,
1983-08-12,15.2,,
1983-08-15,15.47,,
1983-08-16,15.57,,
1983-08-17,15.67,,
1983-08-18,15.4,,
1983-08-19,15.3,,
1983-08-22,15.37,,
1983-08-23,15.4,,
1983-08-24,15.27,,
1983-08-25,15.33,,
1983-08-26,15.67,,
1983-08-29,16.23,,
1983-08-30,16.03,,
1983-08-31,15.83,,
1983-09-01,15.63,,
1983-09-02,15.8,,
1983-09-06,16.1,,
1983-09-07,15.6,,
1983-09-08,15.53,,
1983-09-09,15.67,,
1983-09-12,15.4,,
1983-09-13,14.9,,
1983-09-14,14.73,,
1983-09-15,14.4,,
1983-09-16,14.27,,
1983-09-19,14.43,,
1983-09-20,14.5,,
1983-09-21,14.27,,
1983-09-22,14.03,,
1983-09-23,14.1,,
1983-09-26,14.27,,
1983-09-27,14.13,,
1983-09-28,14.07,,
1983-09-29,13.33,,
1983-09-30,12.87,,
1983-10-03,12.47,,
1983-10-04,12.5,,
1983-10-05,12.6,,
1983-10-06,12.53,,
1983-10-07,13.07,,
1983-10-10,13.23,,
1983-10-11,13.17,,
1983-10-12,13.2,,
1983-10-13,13.37,,
1983-10-14,13.47,,
1983-10-17,13.23,,
1983-10-18,13.07,,
1983-10-19,13.17,,
1983-10-20,12.7,,
1983-10-21,12.53,,
1983-10-24,13.43,,
1983-10-25,13.2,,
1983-10-26,13.1,,
1983-10-27,12.8,,
1983-10-28,12.8,,
1983-10-31,12.57,,
1983-11-01,12.43,,
1983-11-02,12.53,,
1983-11-03,12.4,,
1983-11-04,12.47,,
1983-11-07,12.3,,
1983-11-08,12.4,,
1983-11-09,12.53,,
1983-11-10,13.07,,
1983-11-11,13.13,,
1983-11-14,13.5,,
1983-11-15,13.67,,
1983-11-16,13.4,,
1983-11-17,13.33,,
1983-11-18,13.27,,
1983-11-21,13.33,,
1983-11-22,13.5,,
1983-11-23,13.53,,
1983-11-25,13.6,,
1983-11-28,13.97,,
1983-11-29,14.13,,
1983-11-30,14.5,,
1983-12-01,14.53,,
1983-12-02,14.4,,
1983-12-05,14.6,,
1983-12-06,14.43,,
1983-12-07,14.5,,
1983-12-08,14.4,,
1983-12-09,14.07,,
1983-12-12,13.9,,
1983-12-13,13.93,,
1983-12-14,14.07,,
1983-12-15,13.77,,
1983-12-16,13.8,,
1983-12-19,13.67,,
1983-12-20,13.57,,
1983-12-21,13.43,,
1983-12-22,13.67,,
1983-12-23,13.53,,
1983-12-27,13.53,,
1983-12-28,13.53,,
1983-12-29,13.53,,
1983-12-30,13.53,,
1984-01-03,13.47,,
1984-01-04,13.4,,
1984-01-05,13.4,,
1984-01-06,12.93,,
1984-01-09,12.87,,
1984-01-10,12.73,,
1984-01-11,12.73,,
1984-01-12,12.73,,
1984-01-13,12.67,,
1984-01-16,12.63,,
1984-01-17,12.67,,
1984-01-18,12.63,,
1984-01-19,12.73,,
1984-01-20,12.67,,
1984-01-23,12.6,,
1984-01-24,12.6,,
1984-01-25,12.47,,
1984-01-26,12.93,,
1984-01-27,12.5,,
1984-01-30,12.3,,
1984-01-31,12.53,,
1984-02-01,12.9,,
1984-02-02,13.33,,
1984-02-03,13.37,,
1984-02-06,13.23,,
1984-02-07,13.03,,
1984-02-08,12.67,,
1984-02-09,12.4,,
1984-02-10,12.33,,
1984-02-13,12.27,,
1984-02-14,12.33,,
1984-02-15,12.47,,
1984-02-16,12.47,,
1984-02-17,12.4,,
1984-02-21,12.77,,
1984-02-22,13.4,,
1984-02-23,13.93,,
1984-02-24,14.2,,
1984-02-27,14.53,,
1984-02-28,14.33,,
1984-02-29,14.2,,
1984-03-01,13.93,,
1984-03-02,14.33,,
1984-03-05,14.47,,
1984-03-06,14.43,,
1984-03-07,14.2,,
1984-03-08,14.27,,
1984-03-09,14.27,,
1984-03-12,14.23,,
1984-03-13,14.4,,
1984-03-14,14.07,,
1984-03-15,14.0,,
1984-03-16,13.87,,
1984-03-19,13.67,,
1984-03-20,13.53,,
1984-03-21,13.6,,
1984-03-22,13.73,,
1984-03-23,13.73,,
1984-03-26,13.6,,
1984-03-27,13.6,,
1984-03-28,13.87,,
1984-03-29,13.83,,
1984-03-30,13.67,,
1984-04-02,13.8,,
1984-04-03,13.63,,
1984-04-04,13.63,,
1984-04-05,13.43,,
1984-04-06,13.5,,
1984-04-09,13.7,,
1984-04-10,13.63,,
1984-04-11,13.73,,
1984-04-12,13.83,,
1984-04-13,13.47,,
1984-04-16,13.47,,
1984-04-17,13.4,,
1984-04-18,13.37,,
1984-04-19,13.2,,
1984-04-23,13.33,,
1984-04-24,13.2,,
1984-04-25,13.07,,
1984-04-26,12.9,,
1984-04-27,12.93,,
1984-04-30,12.77,,
1984-05-01,12.8,,
1984-05-02,12.83,,
1984-05-03,12.93,,
1984-05-04,12.87,,
1984-05-07,12.9,,
1984-05-08,12.9,,
1984-05-09,12.73,,
1984-05-10,12.7,,
1984-05-11,12.4,,
1984-05-14,12.13,,
1984-05-15,11.93,,
1984-05-16,11.77,,
1984-05-17,12.07,,
1984-05-18,11.93,,
1984-05-21,11.97,,
1984-05-22,12.07,,
1984-05-23,12.07,,
1984-05-24,11.83,,
1984-05-25,11.8,,
1984-05-29,11.7,,
1984-05-30,11.33,,
1984-05-31,10.77,,
1984-06-01,11.33,,
1984-06-04,11.13,,
1984-06-05,11.1,,
1984-06-06,11.17,,
1984-06-07,11.07,,
1984-06-08,10.8,,
1984-06-11,10.43,,
1984-06-12,10.4,,
1984-06-13,10.3,,
