date,ARE,dcf,Deviation
1998-05-14,32.25,,
1998-05-15,32.06,,
1998-05-18,32.44,,
1998-05-19,32.0,,
1998-05-20,31.56,,
1998-05-21,31.31,,
1998-05-22,31.06,,
1998-05-26,30.88,,
1998-05-27,30.56,,
1998-05-28,31.25,,
1998-05-29,31.69,,
1998-06-01,31.69,,
1998-06-02,31.44,,
1998-06-03,31.06,,
1998-06-04,31.13,,
1998-06-05,30.94,,
1998-06-08,31.19,,
1998-06-09,31.0,,
1998-06-10,29.81,,
1998-06-11,29.69,,
1998-06-12,29.69,,
1998-06-15,29.0,,
1998-06-16,29.06,,
1998-06-17,29.0,,
1998-06-18,29.38,,
1998-06-19,29.63,,
1998-06-22,30.06,,
1998-06-23,29.94,,
1998-06-24,30.06,,
1998-06-25,30.06,,
1998-06-26,29.63,,
1998-06-29,29.0,,
1998-06-30,29.94,,
1998-07-01,30.0,,
1998-07-02,29.75,,
1998-07-06,29.88,,
1998-07-07,30.69,,
1998-07-08,31.0,,
1998-07-09,30.44,,
1998-07-10,30.13,,
1998-07-13,30.19,,
1998-07-14,30.56,,
1998-07-15,30.5,,
1998-07-16,31.69,,
1998-07-17,31.0,,
1998-07-20,31.0,,
1998-07-21,30.38,,
1998-07-22,29.75,,
1998-07-23,29.44,,
1998-07-24,28.63,,
1998-07-27,28.44,,
1998-07-28,28.0,,
1998-07-29,28.13,,
1998-07-30,28.44,,
1998-07-31,29.13,,
1998-08-03,29.44,,
1998-08-04,29.0,,
1998-08-05,28.94,,
1998-08-06,29.0,,
1998-08-07,29.0,,
1998-08-10,29.13,,
1998-08-11,29.0,,
1998-08-12,29.0,,
1998-08-13,29.13,,
1998-08-14,29.19,,
1998-08-17,30.56,,
1998-08-18,30.63,,
1998-08-19,30.56,,
1998-08-20,30.63,,
1998-08-21,30.75,,
1998-08-24,30.69,,
1998-08-25,30.63,,
1998-08-26,30.38,,
1998-08-27,29.94,,
1998-08-28,29.63,,
1998-08-31,29.06,,
1998-09-01,28.56,,
1998-09-02,27.25,,
1998-09-03,27.0,,
1998-09-04,26.81,,
1998-09-08,27.94,,
1998-09-09,28.44,,
1998-09-10,27.94,,
1998-09-11,27.56,,
1998-09-14,26.31,,
1998-09-15,26.31,,
1998-09-16,26.0,,
1998-09-17,25.5,,
1998-09-18,26.25,,
1998-09-21,27.06,,
1998-09-22,28.75,,
1998-09-23,28.94,,
1998-09-24,28.63,,
1998-09-25,28.5,,
1998-09-28,28.38,,
1998-09-29,27.5,,
1998-09-30,27.13,,
1998-10-01,27.06,,
1998-10-02,28.13,,
1998-10-05,28.19,,
1998-10-06,28.25,,
1998-10-07,28.0,,
1998-10-08,27.38,,
1998-10-09,26.75,,
1998-10-12,26.81,,
1998-10-13,26.63,,
1998-10-14,26.81,,
1998-10-15,26.75,,
1998-10-16,26.75,,
1998-10-19,26.5,,
1998-10-20,26.5,,
1998-10-21,26.69,,
1998-10-22,26.44,,
1998-10-23,25.94,,
1998-10-26,26.63,,
1998-10-27,26.44,,
1998-10-28,26.63,,
1998-10-29,26.38,,
1998-10-30,26.69,,
1998-11-02,27.94,,
1998-11-03,27.69,,
1998-11-04,27.56,,
1998-11-05,28.44,,
1998-11-06,29.19,,
1998-11-09,29.5,,
1998-11-10,29.31,,
1998-11-11,29.31,,
1998-11-12,29.31,,
1998-11-13,29.25,,
1998-11-16,29.31,,
1998-11-17,29.5,,
1998-11-18,29.94,,
1998-11-19,29.88,,
1998-11-20,29.44,,
1998-11-23,29.94,,
1998-11-24,30.0,,
1998-11-25,30.5,,
1998-11-27,30.5,,
1998-11-30,30.88,,
1998-12-01,30.81,,
1998-12-02,30.63,,
1998-12-03,30.69,,
1998-12-04,30.88,,
1998-12-07,30.81,,
1998-12-08,30.88,,
1998-12-09,30.88,,
1998-12-10,31.0,,
1998-12-11,31.06,,
1998-12-14,31.56,,
1998-12-15,31.63,,
1998-12-16,31.44,,
1998-12-17,31.5,,
1998-12-18,31.44,,
1998-12-21,31.63,,
1998-12-22,31.5,,
1998-12-23,31.44,,
1998-12-24,31.38,,
1998-12-28,31.81,,
1998-12-29,31.19,,
1998-12-30,31.5,,
1998-12-31,30.94,,
1999-01-04,31.13,,
1999-01-05,31.31,,
1999-01-06,31.25,,
1999-01-07,30.88,,
1999-01-08,30.25,,
1999-01-11,30.13,,
1999-01-12,30.38,,
1999-01-13,30.38,,
1999-01-14,30.06,,
1999-01-15,29.94,,
1999-01-19,29.88,,
1999-01-20,29.75,,
1999-01-21,29.06,,
1999-01-22,28.56,,
1999-01-25,28.25,,
1999-01-26,28.5,,
1999-01-27,28.75,,
1999-01-28,28.56,,
1999-01-29,28.56,,
1999-02-01,28.56,,
1999-02-02,28.5,,
1999-02-03,28.19,,
1999-02-04,29.0,,
1999-02-05,28.63,,
1999-02-08,28.63,,
1999-02-09,28.69,,
1999-02-10,28.44,,
1999-02-11,27.94,,
1999-02-12,28.75,,
1999-02-16,28.5,,
1999-02-17,28.13,,
1999-02-18,28.13,,
1999-02-19,28.38,,
1999-02-22,28.13,,
1999-02-23,28.0,,
1999-02-24,28.31,,
1999-02-25,28.75,,
1999-02-26,29.25,,
1999-03-01,29.25,,
1999-03-02,28.38,,
1999-03-03,28.19,,
1999-03-04,28.13,,
1999-03-05,28.44,,
1999-03-08,28.19,,
1999-03-09,29.0,,
1999-03-10,28.63,,
1999-03-11,28.38,,
1999-03-12,28.69,,
1999-03-15,28.25,,
1999-03-16,27.56,,
1999-03-17,27.69,,
1999-03-18,27.0,,
1999-03-19,27.19,,
1999-03-22,26.56,,
1999-03-23,25.5,,
1999-03-24,25.56,,
1999-03-25,26.0,,
1999-03-26,25.38,,
1999-03-29,25.81,,
1999-03-30,25.25,,
1999-03-31,26.44,,
1999-04-01,27.0,,
1999-04-05,26.38,,
1999-04-06,25.5,,
1999-04-07,25.0,,
1999-04-08,26.25,,
1999-04-09,25.5,,
1999-04-12,26.31,,
1999-04-13,26.06,,
1999-04-14,27.5,,
1999-04-15,26.56,,
1999-04-16,26.94,,
1999-04-19,26.94,,
1999-04-20,27.5,,
1999-04-21,27.56,,
1999-04-22,27.75,,
1999-04-23,28.06,,
1999-04-26,27.56,,
1999-04-27,28.0,,
1999-04-28,27.56,,
1999-04-29,28.0,,
1999-04-30,28.19,,
1999-05-03,28.06,,
1999-05-04,28.13,,
1999-05-05,28.19,,
1999-05-06,28.0,,
1999-05-07,28.5,,
1999-05-10,29.25,,
1999-05-11,30.63,,
1999-05-12,30.5,,
1999-05-13,30.5,,
1999-05-14,30.63,,
1999-05-17,30.56,,
1999-05-18,30.56,,
1999-05-19,30.44,,
1999-05-20,31.13,,
1999-05-21,31.63,,
1999-05-24,30.94,,
1999-05-25,30.81,,
1999-05-26,30.69,,
1999-05-27,30.44,,
1999-05-28,31.63,,
1999-06-01,32.25,,
1999-06-02,32.13,,
1999-06-03,32.31,,
1999-06-04,32.5,,
1999-06-07,32.19,,
1999-06-08,32.19,,
1999-06-09,32.31,,
1999-06-10,32.06,,
1999-06-11,31.94,,
1999-06-14,31.5,,
1999-06-15,31.69,,
1999-06-16,31.94,,
1999-06-17,31.63,,
1999-06-18,31.31,,
1999-06-21,31.0,,
1999-06-22,30.56,,
1999-06-23,31.19,,
1999-06-24,32.25,,
1999-06-25,31.25,,
1999-06-28,32.25,,
1999-06-29,32.19,,
1999-06-30,31.25,,
1999-07-01,30.56,,
1999-07-02,31.19,,
1999-07-06,31.0,,
1999-07-07,31.0,,
1999-07-08,30.63,,
1999-07-09,30.75,,
1999-07-12,31.19,,
1999-07-13,30.31,,
1999-07-14,30.81,,
1999-07-15,30.94,,
1999-07-16,30.88,,
1999-07-19,30.31,,
1999-07-20,31.0,,
1999-07-21,30.94,,
1999-07-22,30.44,,
1999-07-23,30.69,,
1999-07-26,30.25,,
1999-07-27,30.31,,
1999-07-28,30.13,,
1999-07-29,30.06,,
1999-07-30,29.88,,
1999-08-02,30.31,,
1999-08-03,30.25,,
1999-08-04,29.69,,
1999-08-05,30.19,,
1999-08-06,30.25,,
1999-08-09,29.31,,
1999-08-10,29.25,,
1999-08-11,29.44,,
1999-08-12,29.75,,
1999-08-13,29.81,,
1999-08-16,29.44,,
1999-08-17,29.56,,
1999-08-18,29.13,,
1999-08-19,29.25,,
1999-08-20,29.31,,
1999-08-23,29.44,,
1999-08-24,29.31,,
1999-08-25,29.44,,
1999-08-26,29.63,,
1999-08-27,29.56,,
1999-08-30,29.63,,
1999-08-31,29.31,,
1999-09-01,29.81,,
1999-09-02,29.88,,
1999-09-03,30.31,,
1999-09-07,30.94,,
1999-09-08,31.13,,
1999-09-09,30.94,,
1999-09-10,31.13,,
1999-09-13,30.75,,
1999-09-14,31.13,,
1999-09-15,30.69,,
1999-09-16,30.56,,
1999-09-17,30.38,,
1999-09-20,30.5,,
1999-09-21,30.25,,
1999-09-22,30.06,,
1999-09-23,29.94,,
1999-09-24,29.94,,
1999-09-27,30.0,,
1999-09-28,29.94,,
1999-09-29,29.69,,
1999-09-30,29.44,,
1999-10-01,29.63,,
1999-10-04,29.75,,
1999-10-05,29.63,,
1999-10-06,29.69,,
1999-10-07,29.5,,
1999-10-08,29.44,,
1999-10-11,29.75,,
1999-10-12,29.44,,
1999-10-13,28.63,,
1999-10-14,28.63,,
1999-10-15,28.38,,
1999-10-18,28.31,,
1999-10-19,28.44,,
1999-10-20,29.25,,
1999-10-21,28.88,,
1999-10-22,28.81,,
1999-10-25,28.25,,
1999-10-26,27.88,,
1999-10-27,28.56,,
1999-10-28,28.56,,
1999-10-29,28.75,,
1999-11-01,29.13,,
1999-11-02,29.5,,
1999-11-03,30.38,,
1999-11-04,30.0,,
1999-11-05,29.88,,
1999-11-08,30.0,,
1999-11-09,29.94,,
1999-11-10,29.56,,
1999-11-11,29.63,,
1999-11-12,30.0,,
1999-11-15,29.75,,
1999-11-16,29.63,,
1999-11-17,29.63,,
1999-11-18,29.94,,
1999-11-19,29.88,,
1999-11-22,30.0,,
1999-11-23,29.81,,
1999-11-24,29.5,,
1999-11-26,29.25,,
1999-11-29,29.0,,
1999-11-30,29.31,,
1999-12-01,29.56,,
1999-12-02,29.44,,
1999-12-03,29.31,,
1999-12-06,29.06,,
1999-12-07,29.13,,
1999-12-08,29.63,,
1999-12-09,29.31,,
1999-12-10,29.13,,
1999-12-13,28.81,,
1999-12-14,28.56,,
1999-12-15,28.69,,
1999-12-16,28.25,,
1999-12-17,29.0,,
1999-12-20,28.69,,
1999-12-21,28.69,,
1999-12-22,29.0,,
1999-12-23,28.88,,
1999-12-27,29.13,,
1999-12-28,30.0,,
1999-12-29,30.81,,
1999-12-30,32.0,,
1999-12-31,31.81,,
2000-01-03,31.25,,
2000-01-04,30.56,,
2000-01-05,30.0,,
2000-01-06,29.44,,
2000-01-07,30.0,,
2000-01-10,30.38,,
2000-01-11,30.44,,
2000-01-12,30.0,,
2000-01-13,30.13,,
2000-01-14,30.31,,
2000-01-18,30.38,,
2000-01-19,30.25,,
2000-01-20,30.25,,
2000-01-21,30.13,,
2000-01-24,30.0,,
2000-01-25,29.94,,
2000-01-26,29.69,,
2000-01-27,30.06,,
2000-01-28,29.56,,
2000-01-31,29.5,,
2000-02-01,29.75,,
2000-02-02,29.81,,
2000-02-03,29.5,,
2000-02-04,29.56,,
2000-02-07,29.44,,
2000-02-08,29.19,,
2000-02-09,29.13,,
2000-02-10,29.25,,
2000-02-11,29.13,,
2000-02-14,29.63,,
2000-02-15,29.69,,
2000-02-16,29.19,,
2000-02-17,29.31,,
2000-02-18,29.81,,
2000-02-22,29.75,,
2000-02-23,29.88,,
2000-02-24,29.5,,
2000-02-25,29.38,,
2000-02-28,29.75,,
2000-02-29,30.56,,
2000-03-01,30.63,,
2000-03-02,30.0,,
2000-03-03,30.19,,
2000-03-06,30.06,,
2000-03-07,29.63,,
2000-03-08,30.06,,
2000-03-09,30.38,,
2000-03-10,30.13,,
2000-03-13,30.19,,
2000-03-14,30.63,,
2000-03-15,30.75,,
2000-03-16,30.88,,
2000-03-17,30.75,,
2000-03-20,30.81,,
2000-03-21,30.88,,
2000-03-22,31.13,,
2000-03-23,31.56,,
2000-03-24,31.63,,
2000-03-27,31.88,,
2000-03-28,31.25,,
2000-03-29,30.94,,
2000-03-30,30.75,,
2000-03-31,30.0,,
2000-04-03,30.25,,
2000-04-04,30.63,,
2000-04-05,30.31,,
2000-04-06,30.81,,
2000-04-07,31.06,,
2000-04-10,31.5,,
2000-04-11,31.5,,
2000-04-12,31.75,,
2000-04-13,32.0,,
2000-04-14,32.0,,
2000-04-17,32.0,,
2000-04-18,31.88,,
2000-04-19,31.94,,
2000-04-20,31.94,,
2000-04-24,31.94,,
2000-04-25,31.88,,
2000-04-26,31.63,,
2000-04-27,31.94,,
2000-04-28,32.0,,
2000-05-01,32.38,,
2000-05-02,33.25,,
2000-05-03,32.69,,
2000-05-04,32.75,,
2000-05-05,33.19,,
2000-05-08,32.94,,
2000-05-09,33.5,,
2000-05-10,33.5,,
2000-05-11,34.06,,
2000-05-12,33.69,,
2000-05-15,34.5,,
2000-05-16,34.5,,
2000-05-17,34.56,,
2000-05-18,34.56,,
2000-05-19,34.56,,
2000-05-22,34.56,,
2000-05-23,34.13,,
2000-05-24,33.5,,
2000-05-25,33.5,,
2000-05-26,33.56,,
2000-05-30,34.0,,
2000-05-31,33.81,,
2000-06-01,33.0,,
2000-06-02,33.38,,
2000-06-05,33.56,,
2000-06-06,34.25,,
2000-06-07,33.88,,
2000-06-08,34.13,,
2000-06-09,34.13,,
2000-06-12,34.25,,
2000-06-13,34.25,,
2000-06-14,34.31,,
2000-06-15,34.44,,
2000-06-16,33.94,,
2000-06-19,34.25,,
2000-06-20,34.44,,
2000-06-21,34.56,,
2000-06-22,34.63,,
2000-06-23,34.5,,
2000-06-26,34.25,,
2000-06-27,34.56,,
2000-06-28,34.81,,
2000-06-29,34.5,,
2000-06-30,34.3,,
2000-07-03,34.5,,
2000-07-05,34.81,,
2000-07-06,35.31,,
2000-07-07,35.0,,
2000-07-10,34.81,,
2000-07-11,34.88,,
2000-07-12,35.06,,
2000-07-13,35.13,,
2000-07-14,35.44,,
2000-07-17,35.31,,
2000-07-18,34.75,,
2000-07-19,34.25,,
2000-07-20,34.44,,
2000-07-21,34.5,,
2000-07-24,34.06,,
2000-07-25,34.06,,
2000-07-26,34.81,,
2000-07-27,35.19,,
2000-07-28,35.25,,
2000-07-31,35.81,,
2000-08-01,36.13,,
2000-08-02,36.44,,
2000-08-03,36.5,,
2000-08-04,35.69,,
2000-08-07,36.13,,
2000-08-08,36.44,,
2000-08-09,36.56,,
2000-08-10,36.81,,
2000-08-11,36.94,,
2000-08-14,36.94,,
2000-08-15,36.69,,
2000-08-16,36.69,,
2000-08-17,36.88,,
2000-08-18,36.81,,
2000-08-21,36.5,,
2000-08-22,36.13,,
2000-08-23,35.75,,
2000-08-24,35.31,,
2000-08-25,34.75,,
2000-08-28,34.75,,
2000-08-29,34.69,,
2000-08-30,34.69,,
2000-08-31,35.0,,
2000-09-01,34.56,,
2000-09-05,34.44,,
2000-09-06,34.69,,
2000-09-07,34.69,,
2000-09-08,34.94,,
2000-09-11,35.75,,
2000-09-12,34.75,,
2000-09-13,34.56,,
2000-09-14,34.31,,
2000-09-15,34.38,,
2000-09-18,34.0,,
2000-09-19,33.63,,
2000-09-20,33.56,,
2000-09-21,33.5,,
2000-09-22,32.19,,
2000-09-25,31.94,,
2000-09-26,31.69,,
2000-09-27,32.88,,
2000-09-28,34.0,,
2000-09-29,34.31,,
2000-10-02,34.25,,
2000-10-03,34.06,,
2000-10-04,34.75,,
2000-10-05,34.75,,
2000-10-06,35.06,,
2000-10-09,35.19,,
2000-10-10,35.0,,
2000-10-11,35.06,,
2000-10-12,34.19,,
2000-10-13,33.5,,
2000-10-16,33.38,,
2000-10-17,33.38,,
2000-10-18,33.5,,
2000-10-19,33.63,,
2000-10-20,33.75,,
2000-10-23,33.19,,
2000-10-24,33.5,,
2000-10-25,33.44,,
2000-10-26,33.44,,
2000-10-27,33.5,,
2000-10-30,33.5,,
2000-10-31,33.88,,
2000-11-01,33.63,,
2000-11-02,33.94,,
2000-11-03,33.5,,
2000-11-06,33.5,,
2000-11-07,33.88,,
2000-11-08,34.5,,
2000-11-09,35.75,,
2000-11-10,35.06,,
2000-11-13,35.5,,
2000-11-14,34.94,,
2000-11-15,35.38,,
2000-11-16,35.44,,
2000-11-17,35.56,,
2000-11-20,35.75,,
2000-11-21,35.88,,
2000-11-22,35.94,,
2000-11-24,35.94,,
2000-11-27,36.0,,
2000-11-28,36.0,,
2000-11-29,36.13,,
2000-11-30,36.5,,
2000-12-01,36.44,,
2000-12-04,36.25,,
2000-12-05,36.69,,
2000-12-06,36.0,,
2000-12-07,36.25,,
2000-12-08,36.44,,
2000-12-11,35.94,,
2000-12-12,36.25,,
2000-12-13,36.06,,
2000-12-14,36.0,,
2000-12-15,36.31,,
2000-12-18,36.63,,
2000-12-19,36.56,,
2000-12-20,36.31,,
2000-12-21,38.5,,
2000-12-22,38.38,,
2000-12-26,38.38,,
2000-12-27,38.44,,
2000-12-28,38.44,,
2000-12-29,37.19,,
2001-01-02,36.56,,
2001-01-03,37.19,,
2001-01-04,38.19,,
2001-01-05,37.94,,
2001-01-08,37.94,,
2001-01-09,37.88,,
2001-01-10,37.94,,
2001-01-11,37.94,,
2001-01-12,37.63,,
2001-01-16,37.75,,
2001-01-17,37.81,,
2001-01-18,37.06,,
2001-01-19,37.0,,
2001-01-22,36.56,,
2001-01-23,36.75,,
2001-01-24,36.56,,
2001-01-25,36.19,,
2001-01-26,35.88,,
2001-01-29,36.05,,
2001-01-30,35.54,,
2001-01-31,35.9,,
2001-02-01,35.7,,
2001-02-02,35.75,,
2001-02-05,35.75,,
2001-02-06,35.7,,
2001-02-07,36.0,,
2001-02-08,35.98,,
2001-02-09,36.71,,
2001-02-12,37.4,,
2001-02-13,37.17,,
2001-02-14,36.72,,
2001-02-15,37.22,,
2001-02-16,37.35,,
2001-02-20,37.13,,
2001-02-21,36.95,,
2001-02-22,37.1,,
2001-02-23,38.0,,
2001-02-26,38.0,,
2001-02-27,37.9,,
2001-02-28,37.97,,
2001-03-01,37.94,,
2001-03-02,37.9,,
2001-03-05,37.81,,
2001-03-06,37.97,,
2001-03-07,37.98,,
2001-03-08,37.76,,
2001-03-09,37.56,,
2001-03-12,37.47,,
2001-03-13,37.26,,
2001-03-14,37.32,,
2001-03-15,37.0,,
2001-03-16,36.8,,
2001-03-19,36.5,,
2001-03-20,36.2,,
2001-03-21,36.0,,
2001-03-22,36.11,,
2001-03-23,36.75,,
2001-03-26,36.57,,
2001-03-27,36.68,,
2001-03-28,37.2,,
2001-03-29,37.2,,
2001-03-30,37.75,,
2001-04-02,37.68,,
2001-04-03,37.5,,
2001-04-04,37.4,,
2001-04-05,37.8,,
2001-04-06,37.29,,
2001-04-09,37.8,,
2001-04-10,37.99,,
2001-04-11,37.59,,
2001-04-12,37.8,,
2001-04-16,37.95,,
2001-04-17,37.95,,
2001-04-18,37.73,,
2001-04-19,37.85,,
2001-04-20,37.11,,
2001-04-23,37.0,,
2001-04-24,36.77,,
2001-04-25,37.0,,
2001-04-26,37.07,,
2001-04-27,37.0,,
2001-04-30,37.12,,
2001-05-01,37.25,,
2001-05-02,37.0,,
2001-05-03,37.52,,
2001-05-04,37.3,,
2001-05-07,37.0,,
2001-05-08,37.53,,
2001-05-09,37.75,,
2001-05-10,38.0,,
2001-05-11,36.85,,
2001-05-14,37.31,,
2001-05-15,37.15,,
2001-05-16,37.58,,
2001-05-17,38.07,,
2001-05-18,37.91,,
2001-05-21,38.3,,
2001-05-22,38.3,,
2001-05-23,38.07,,
2001-05-24,37.28,,
2001-05-25,37.35,,
2001-05-29,37.43,,
2001-05-30,37.2,,
2001-05-31,36.41,,
2001-06-01,37.13,,
2001-06-04,36.98,,
2001-06-05,37.02,,
2001-06-06,36.69,,
2001-06-07,36.5,,
2001-06-08,36.71,,
2001-06-11,36.8,,
2001-06-12,37.95,,
2001-06-13,38.12,,
2001-06-14,38.46,,
2001-06-15,37.13,,
2001-06-18,36.49,,
2001-06-19,36.06,,
2001-06-20,37.18,,
2001-06-21,37.35,,
2001-06-22,36.9,,
2001-06-25,37.32,,
2001-06-26,37.85,,
2001-06-27,38.25,,
2001-06-28,38.7,,
2001-06-29,39.8,,
2001-07-02,39.25,,
2001-07-03,38.83,,
2001-07-05,38.86,,
2001-07-06,38.56,,
2001-07-09,38.87,,
2001-07-10,39.03,,
2001-07-11,39.2,,
2001-07-12,39.5,,
2001-07-13,39.73,,
2001-07-16,39.18,,
2001-07-17,39.45,,
2001-07-18,39.25,,
2001-07-19,39.06,,
2001-07-20,39.3,,
2001-07-23,39.22,,
2001-07-24,39.16,,
2001-07-25,39.3,,
2001-07-26,39.4,,
2001-07-27,39.38,,
2001-07-30,39.4,,
2001-07-31,39.3,,
2001-08-01,39.85,,
2001-08-02,39.6,,
2001-08-03,39.75,,
2001-08-06,39.7,,
2001-08-07,39.78,,
2001-08-08,39.72,,
2001-08-09,39.84,,
2001-08-10,39.85,,
2001-08-13,39.99,,
2001-08-14,40.38,,
2001-08-15,40.83,,
2001-08-16,41.0,,
2001-08-17,41.36,,
2001-08-20,41.61,,
2001-08-21,41.93,,
2001-08-22,41.5,,
2001-08-23,41.14,,
2001-08-24,41.28,,
2001-08-27,41.12,,
2001-08-28,41.08,,
