date,CVX,dcf,Deviation
1962-06-25,3.1,,
1962-06-26,3.11,,
1962-06-27,3.11,,
1962-06-28,3.17,,
1962-06-29,3.18,,
1962-07-02,3.27,,
1962-07-03,3.27,,
1962-07-05,3.29,,
1962-07-06,3.27,,
1962-07-09,3.27,,
1962-07-10,3.3,,
1962-07-11,3.3,,
1962-07-12,3.33,,
1962-07-13,3.33,,
1962-07-16,3.35,,
1962-07-17,3.27,,
1962-07-18,3.23,,
1962-07-19,3.21,,
1962-07-20,3.21,,
1962-07-23,3.19,,
1962-07-24,3.21,,
1962-07-25,3.19,,
1962-07-26,3.21,,
1962-07-27,3.21,,
1962-07-30,3.26,,
1962-07-31,3.36,,
1962-08-01,3.32,,
1962-08-02,3.33,,
1962-08-03,3.34,,
1962-08-06,3.34,,
1962-08-07,3.35,,
1962-08-08,3.33,,
1962-08-09,3.34,,
1962-08-10,3.36,,
1962-08-13,3.34,,
1962-08-14,3.36,,
1962-08-15,3.38,,
1962-08-16,3.39,,
1962-08-17,3.4,,
1962-08-20,3.45,,
1962-08-21,3.44,,
1962-08-22,3.45,,
1962-08-23,3.44,,
1962-08-24,3.45,,
1962-08-27,3.45,,
1962-08-28,3.42,,
1962-08-29,3.41,,
1962-08-30,3.42,,
1962-08-31,3.46,,
1962-09-04,3.46,,
1962-09-05,3.46,,
1962-09-06,3.47,,
1962-09-07,3.51,,
1962-09-10,3.53,,
1962-09-11,3.55,,
1962-09-12,3.56,,
1962-09-13,3.56,,
1962-09-14,3.57,,
1962-09-17,3.56,,
1962-09-18,3.57,,
1962-09-19,3.59,,
1962-09-20,3.57,,
1962-09-21,3.5,,
1962-09-24,3.36,,
1962-09-25,3.4,,
1962-09-26,3.33,,
1962-09-27,3.39,,
1962-09-28,3.39,,
1962-10-01,3.38,,
1962-10-02,3.36,,
1962-10-03,3.36,,
1962-10-04,3.37,,
1962-10-05,3.41,,
1962-10-08,3.44,,
1962-10-09,3.42,,
1962-10-10,3.47,,
1962-10-11,3.47,,
1962-10-12,3.49,,
1962-10-15,3.54,,
1962-10-16,3.53,,
1962-10-17,3.5,,
1962-10-18,3.42,,
1962-10-19,3.38,,
1962-10-22,3.32,,
1962-10-23,3.18,,
1962-10-24,3.27,,
1962-10-25,3.28,,
1962-10-26,3.27,,
1962-10-29,3.37,,
1962-10-30,3.39,,
1962-10-31,3.42,,
1962-11-01,3.41,,
1962-11-02,3.45,,
1962-11-05,3.53,,
1962-11-07,3.47,,
1962-11-08,3.42,,
1962-11-09,3.39,,
1962-11-12,3.43,,
1962-11-13,3.48,,
1962-11-14,3.47,,
1962-11-15,3.44,,
1962-11-16,3.47,,
1962-11-19,3.46,,
1962-11-20,3.48,,
1962-11-21,3.48,,
1962-11-23,3.52,,
1962-11-26,3.56,,
1962-11-27,3.56,,
1962-11-28,3.6,,
1962-11-29,3.74,,
1962-11-30,3.76,,
1962-12-03,3.82,,
1962-12-04,3.84,,
1962-12-05,3.85,,
1962-12-06,3.82,,
1962-12-07,3.87,,
1962-12-10,3.88,,
1962-12-11,3.88,,
1962-12-12,3.83,,
1962-12-13,3.83,,
1962-12-14,3.84,,
1962-12-17,3.85,,
1962-12-18,3.8,,
1962-12-19,3.78,,
1962-12-20,3.81,,
1962-12-21,3.83,,
1962-12-24,3.8,,
1962-12-26,3.87,,
1962-12-27,3.87,,
1962-12-28,3.91,,
1962-12-31,3.94,,
1963-01-02,3.9,,
1963-01-03,3.98,,
1963-01-04,3.98,,
1963-01-07,3.99,,
1963-01-08,4.02,,
1963-01-09,3.98,,
1963-01-10,3.98,,
1963-01-11,3.99,,
1963-01-14,4.0,,
1963-01-15,3.98,,
1963-01-16,4.01,,
1963-01-17,4.0,,
1963-01-18,4.02,,
1963-01-21,4.0,,
1963-01-22,3.98,,
1963-01-23,3.98,,
1963-01-24,4.02,,
1963-01-25,4.03,,
1963-01-28,4.03,,
1963-01-29,4.05,,
1963-01-30,4.06,,
1963-01-31,4.06,,
1963-02-01,4.07,,
1963-02-04,4.08,,
1963-02-05,4.06,,
1963-02-06,4.09,,
1963-02-07,4.09,,
1963-02-08,4.06,,
1963-02-11,4.02,,
1963-02-12,4.02,,
1963-02-13,4.03,,
1963-02-14,4.04,,
1963-02-15,4.0,,
1963-02-18,4.0,,
1963-02-19,4.0,,
1963-02-20,4.01,,
1963-02-21,4.0,,
1963-02-25,3.88,,
1963-02-26,3.95,,
1963-02-27,3.89,,
1963-02-28,3.87,,
1963-03-01,3.88,,
1963-03-04,3.93,,
1963-03-05,3.93,,
1963-03-06,3.93,,
1963-03-07,4.01,,
1963-03-08,4.04,,
1963-03-11,4.05,,
1963-03-12,4.07,,
1963-03-13,4.07,,
1963-03-14,4.06,,
1963-03-15,4.15,,
1963-03-18,4.09,,
1963-03-19,4.12,,
1963-03-20,4.16,,
1963-03-21,4.17,,
1963-03-22,4.19,,
1963-03-25,4.3,,
1963-03-26,4.23,,
1963-03-27,4.23,,
1963-03-28,4.23,,
1963-03-29,4.17,,
1963-04-01,4.14,,
1963-04-02,4.16,,
1963-04-03,4.2,,
1963-04-04,4.29,,
1963-04-05,4.27,,
1963-04-08,4.27,,
1963-04-09,4.27,,
1963-04-10,4.29,,
1963-04-11,4.27,,
1963-04-15,4.27,,
1963-04-16,4.23,,
1963-04-17,4.23,,
1963-04-18,4.24,,
1963-04-19,4.27,,
1963-04-22,4.25,,
1963-04-23,4.28,,
1963-04-24,4.28,,
1963-04-25,4.25,,
1963-04-26,4.22,,
1963-04-29,4.25,,
1963-04-30,4.24,,
1963-05-01,4.2,,
1963-05-02,4.19,,
1963-05-03,4.2,,
1963-05-06,4.2,,
1963-05-07,4.06,,
1963-05-08,4.09,,
1963-05-09,4.11,,
1963-05-10,4.13,,
1963-05-13,4.09,,
1963-05-14,4.09,,
1963-05-15,4.05,,
1963-05-16,4.04,,
1963-05-17,4.01,,
1963-05-20,4.0,,
1963-05-21,4.06,,
1963-05-22,4.03,,
1963-05-23,4.03,,
1963-05-24,4.05,,
1963-05-27,4.02,,
1963-05-28,3.97,,
1963-05-29,4.02,,
1963-05-31,3.98,,
1963-06-03,3.98,,
1963-06-04,3.98,,
1963-06-05,4.02,,
1963-06-06,4.01,,
1963-06-07,4.01,,
1963-06-10,4.0,,
1963-06-11,4.02,,
1963-06-12,4.09,,
1963-06-13,4.11,,
1963-06-14,4.13,,
1963-06-17,4.11,,
1963-06-18,4.09,,
1963-06-19,4.09,,
1963-06-20,4.06,,
1963-06-21,4.06,,
1963-06-24,4.06,,
1963-06-25,4.08,,
1963-06-26,4.07,,
1963-06-27,4.06,,
1963-06-28,4.04,,
1963-07-01,4.01,,
1963-07-02,4.08,,
1963-07-03,4.09,,
1963-07-05,4.14,,
1963-07-08,4.11,,
1963-07-09,4.11,,
1963-07-10,4.09,,
1963-07-11,4.07,,
1963-07-12,4.09,,
1963-07-15,4.09,,
1963-07-16,4.09,,
1963-07-17,4.09,,
1963-07-18,4.08,,
1963-07-19,4.08,,
1963-07-22,4.07,,
1963-07-23,4.05,,
1963-07-24,4.09,,
1963-07-25,4.03,,
1963-07-26,4.09,,
1963-07-29,4.15,,
1963-07-30,4.16,,
1963-07-31,4.16,,
1963-08-01,4.16,,
1963-08-02,4.17,,
1963-08-05,4.19,,
1963-08-06,4.24,,
1963-08-07,4.2,,
1963-08-08,4.16,,
1963-08-09,4.19,,
1963-08-12,4.18,,
1963-08-13,4.16,,
1963-08-14,4.13,,
1963-08-15,4.16,,
1963-08-16,4.13,,
1963-08-19,4.13,,
1963-08-20,4.13,,
1963-08-21,4.13,,
1963-08-22,4.13,,
1963-08-23,4.12,,
1963-08-26,4.11,,
1963-08-27,4.13,,
1963-08-28,4.15,,
1963-08-29,4.13,,
1963-08-30,4.14,,
1963-09-03,4.16,,
1963-09-04,4.23,,
1963-09-05,4.28,,
1963-09-06,4.27,,
1963-09-09,4.21,,
1963-09-10,4.2,,
1963-09-11,4.23,,
1963-09-12,4.22,,
1963-09-13,4.23,,
1963-09-16,4.25,,
1963-09-17,4.24,,
1963-09-18,4.22,,
1963-09-19,4.18,,
1963-09-20,4.16,,
1963-09-23,4.15,,
1963-09-24,4.17,,
1963-09-25,4.14,,
1963-09-26,4.13,,
1963-09-27,4.11,,
1963-09-30,4.05,,
1963-10-01,4.06,,
1963-10-02,4.05,,
1963-10-03,4.06,,
1963-10-04,4.09,,
1963-10-07,4.04,,
1963-10-08,4.02,,
1963-10-09,3.95,,
1963-10-10,3.98,,
1963-10-11,3.98,,
1963-10-14,4.05,,
1963-10-15,4.08,,
1963-10-16,4.05,,
1963-10-17,4.05,,
1963-10-18,4.04,,
1963-10-21,3.98,,
1963-10-22,3.94,,
1963-10-23,3.94,,
1963-10-24,3.97,,
1963-10-25,4.04,,
1963-10-28,4.05,,
1963-10-29,4.0,,
1963-10-30,4.05,,
1963-10-31,4.03,,
1963-11-01,4.01,,
1963-11-04,4.01,,
1963-11-06,3.91,,
1963-11-07,3.88,,
1963-11-08,3.91,,
1963-11-11,3.91,,
1963-11-12,3.84,,
1963-11-13,3.87,,
1963-11-14,3.87,,
1963-11-15,3.77,,
1963-11-18,3.7,,
1963-11-19,3.74,,
1963-11-20,3.73,,
1963-11-21,3.73,,
1963-11-22,3.57,,
1963-11-26,3.73,,
1963-11-27,3.71,,
1963-11-29,3.75,,
1963-12-02,3.72,,
1963-12-03,3.72,,
1963-12-04,3.73,,
1963-12-05,3.75,,
1963-12-06,3.73,,
1963-12-09,3.72,,
1963-12-10,3.73,,
1963-12-11,3.73,,
1963-12-12,3.75,,
1963-12-13,3.8,,
1963-12-16,3.8,,
1963-12-17,3.78,,
1963-12-18,3.77,,
1963-12-19,3.78,,
1963-12-20,3.77,,
1963-12-23,3.73,,
1963-12-24,3.74,,
1963-12-26,3.75,,
1963-12-27,3.75,,
1963-12-30,3.73,,
1963-12-31,3.72,,
1964-01-02,3.76,,
1964-01-03,3.81,,
1964-01-06,3.89,,
1964-01-07,3.86,,
1964-01-08,3.89,,
1964-01-09,3.9,,
1964-01-10,3.88,,
1964-01-13,3.91,,
1964-01-14,3.9,,
1964-01-15,3.9,,
1964-01-16,3.91,,
1964-01-17,3.86,,
1964-01-20,3.86,,
1964-01-21,3.91,,
1964-01-22,3.95,,
1964-01-23,3.98,,
1964-01-24,3.97,,
1964-01-27,4.08,,
1964-01-28,4.11,,
1964-01-29,4.07,,
1964-01-30,3.9,,
1964-01-31,3.95,,
1964-02-03,3.98,,
1964-02-04,3.97,,
1964-02-05,3.9,,
1964-02-06,3.88,,
1964-02-07,3.92,,
1964-02-10,3.89,,
1964-02-11,3.9,,
1964-02-12,3.88,,
1964-02-13,3.87,,
1964-02-14,3.86,,
1964-02-17,3.91,,
1964-02-18,3.87,,
1964-02-19,3.85,,
1964-02-20,3.91,,
1964-02-24,3.88,,
1964-02-25,3.86,,
1964-02-26,3.86,,
1964-02-27,3.82,,
1964-02-28,3.83,,
1964-03-02,3.82,,
1964-03-03,3.82,,
1964-03-04,3.83,,
1964-03-05,3.81,,
1964-03-06,3.8,,
1964-03-09,3.78,,
1964-03-10,3.79,,
1964-03-11,3.8,,
1964-03-12,3.8,,
1964-03-13,3.79,,
1964-03-16,3.76,,
1964-03-17,3.78,,
1964-03-18,3.86,,
1964-03-19,3.88,,
1964-03-20,3.84,,
1964-03-23,3.85,,
1964-03-24,3.84,,
1964-03-25,3.85,,
1964-03-26,3.8,,
1964-03-30,3.8,,
1964-03-31,3.8,,
1964-04-01,3.8,,
1964-04-02,3.77,,
1964-04-03,3.77,,
1964-04-06,3.79,,
1964-04-07,3.82,,
1964-04-08,3.83,,
1964-04-09,3.81,,
1964-04-10,3.82,,
1964-04-13,3.83,,
1964-04-14,3.87,,
1964-04-15,3.97,,
1964-04-16,3.92,,
1964-04-17,3.9,,
1964-04-20,3.91,,
1964-04-21,3.99,,
1964-04-22,4.03,,
1964-04-23,4.09,,
1964-04-24,4.09,,
1964-04-27,4.08,,
1964-04-28,4.13,,
1964-04-29,4.12,,
1964-04-30,4.2,,
1964-05-01,4.2,,
1964-05-04,4.23,,
1964-05-05,4.11,,
1964-05-06,4.07,,
1964-05-07,4.02,,
1964-05-08,4.01,,
1964-05-11,3.98,,
1964-05-12,3.95,,
1964-05-13,3.92,,
1964-05-14,3.88,,
1964-05-15,3.93,,
1964-05-18,3.88,,
1964-05-19,3.91,,
1964-05-20,3.9,,
1964-05-21,3.88,,
1964-05-22,3.88,,
1964-05-25,3.84,,
1964-05-26,3.84,,
1964-05-27,3.87,,
1964-05-28,3.87,,
1964-06-01,3.87,,
1964-06-02,3.86,,
1964-06-03,3.86,,
1964-06-04,3.84,,
1964-06-05,3.86,,
1964-06-08,3.87,,
1964-06-09,3.89,,
1964-06-10,3.93,,
1964-06-11,3.98,,
1964-06-12,3.97,,
1964-06-15,4.03,,
1964-06-16,4.04,,
1964-06-17,4.11,,
1964-06-18,4.03,,
1964-06-19,4.0,,
1964-06-22,4.03,,
1964-06-23,4.04,,
1964-06-24,4.09,,
1964-06-25,4.09,,
1964-06-26,4.06,,
1964-06-29,4.05,,
1964-06-30,4.02,,
1964-07-01,4.02,,
1964-07-02,4.02,,
1964-07-06,4.04,,
1964-07-07,4.07,,
1964-07-08,4.14,,
1964-07-09,4.2,,
1964-07-10,4.23,,
1964-07-13,4.27,,
1964-07-14,4.26,,
1964-07-15,4.2,,
1964-07-16,4.22,,
1964-07-17,4.24,,
1964-07-20,4.22,,
1964-07-21,4.19,,
1964-07-22,4.16,,
1964-07-23,4.13,,
1964-07-24,4.12,,
1964-07-27,4.09,,
1964-07-28,4.04,,
1964-07-29,4.08,,
1964-07-30,4.13,,
1964-07-31,4.13,,
1964-08-03,4.14,,
1964-08-04,4.06,,
1964-08-05,4.08,,
1964-08-06,4.0,,
1964-08-07,4.05,,
1964-08-10,4.05,,
1964-08-11,4.02,,
1964-08-12,4.02,,
1964-08-13,4.03,,
1964-08-14,4.04,,
1964-08-17,4.04,,
1964-08-18,4.02,,
1964-08-19,4.04,,
1964-08-20,4.05,,
1964-08-21,4.02,,
1964-08-24,4.03,,
1964-08-25,4.03,,
1964-08-26,4.05,,
1964-08-27,4.02,,
1964-08-28,4.02,,
1964-08-31,4.03,,
1964-09-01,4.02,,
1964-09-02,4.02,,
1964-09-03,4.03,,
1964-09-04,4.05,,
1964-09-08,4.06,,
1964-09-09,4.08,,
1964-09-10,4.08,,
1964-09-11,4.13,,
1964-09-14,4.16,,
1964-09-15,4.12,,
1964-09-16,4.09,,
1964-09-17,4.07,,
1964-09-18,4.05,,
1964-09-21,4.05,,
1964-09-22,4.09,,
1964-09-23,4.09,,
1964-09-24,4.05,,
1964-09-25,4.04,,
1964-09-28,4.04,,
1964-09-29,4.02,,
1964-09-30,4.02,,
1964-10-01,4.02,,
1964-10-02,4.04,,
1964-10-05,4.09,,
1964-10-06,4.09,,
1964-10-07,4.1,,
1964-10-08,4.2,,
1964-10-09,4.23,,
1964-10-12,4.26,,
1964-10-13,4.23,,
1964-10-14,4.18,,
1964-10-15,4.11,,
1964-10-16,4.22,,
1964-10-19,4.24,,
1964-10-20,4.2,,
1964-10-21,4.21,,
1964-10-22,4.17,,
1964-10-23,4.15,,
1964-10-26,4.13,,
1964-10-27,4.1,,
1964-10-28,4.19,,
1964-10-29,4.17,,
1964-10-30,4.2,,
1964-11-02,4.19,,
1964-11-04,4.28,,
1964-11-05,4.28,,
1964-11-06,4.31,,
1964-11-09,4.25,,
1964-11-10,4.27,,
1964-11-11,4.32,,
1964-11-12,4.38,,
1964-11-13,4.41,,
1964-11-16,4.52,,
1964-11-17,4.53,,
1964-11-18,4.55,,
1964-11-19,4.6,,
1964-11-20,4.56,,
1964-11-23,4.47,,
1964-11-24,4.46,,
1964-11-25,4.54,,
1964-11-27,4.55,,
1964-11-30,4.46,,
1964-12-01,4.34,,
1964-12-02,4.33,,
1964-12-03,4.37,,
1964-12-04,4.41,,
1964-12-07,4.48,,
1964-12-08,4.43,,
1964-12-09,4.4,,
1964-12-10,4.41,,
1964-12-11,4.38,,
1964-12-14,4.36,,
1964-12-15,4.33,,
1964-12-16,4.33,,
1964-12-17,4.34,,
1964-12-18,4.34,,
1964-12-21,4.34,,
1964-12-22,4.35,,
1964-12-23,4.37,,
1964-12-24,4.39,,
1964-12-28,4.42,,
1964-12-29,4.42,,
1964-12-30,4.48,,
1964-12-31,4.59,,
1965-01-04,4.55,,
1965-01-05,4.57,,
1965-01-06,4.59,,
1965-01-07,4.56,,
1965-01-08,4.56,,
1965-01-11,4.6,,
1965-01-12,4.7,,
1965-01-13,4.73,,
1965-01-14,4.67,,
1965-01-15,4.73,,
1965-01-18,4.7,,
1965-01-19,4.72,,
1965-01-20,4.73,,
1965-01-21,4.67,,
1965-01-22,4.63,,
1965-01-25,4.61,,
1965-01-26,4.61,,
1965-01-27,4.6,,
1965-01-28,4.61,,
1965-01-29,4.56,,
1965-02-01,4.58,,
1965-02-02,4.57,,
1965-02-03,4.61,,
1965-02-04,4.54,,
1965-02-05,4.43,,
1965-02-08,4.47,,
1965-02-09,4.47,,
1965-02-10,4.41,,
1965-02-11,4.34,,
1965-02-12,4.44,,
1965-02-15,4.41,,
1965-02-16,4.43,,
1965-02-17,4.41,,
1965-02-18,4.43,,
1965-02-19,4.45,,
1965-02-23,4.5,,
1965-02-24,4.56,,
1965-02-25,4.62,,
1965-02-26,4.61,,
1965-03-01,4.59,,
1965-03-02,4.61,,
1965-03-03,4.5,,
1965-03-04,4.36,,
1965-03-05,4.36,,
1965-03-08,4.38,,
1965-03-09,4.38,,
1965-03-10,4.36,,
1965-03-11,4.36,,
1965-03-12,4.33,,
1965-03-15,4.28,,
1965-03-16,4.22,,
1965-03-17,4.26,,
1965-03-18,4.29,,
1965-03-19,4.27,,
1965-03-22,4.25,,
1965-03-23,4.27,,
1965-03-24,4.28,,
1965-03-25,4.26,,
1965-03-26,4.23,,
1965-03-29,4.23,,
1965-03-30,4.34,,
1965-03-31,4.37,,
1965-04-01,4.34,,
1965-04-02,4.35,,
1965-04-05,4.33,,
1965-04-06,4.31,,
1965-04-07,4.33,,
1965-04-08,4.36,,
1965-04-09,4.34,,
1965-04-12,4.34,,
1965-04-13,4.34,,
1965-04-14,4.37,,
1965-04-15,4.34,,
1965-04-19,4.36,,
1965-04-20,4.37,,
1965-04-21,4.38,,
1965-04-22,4.38,,
1965-04-23,4.39,,
1965-04-26,4.39,,
1965-04-27,4.41,,
1965-04-28,4.38,,
1965-04-29,4.38,,
1965-04-30,4.33,,
1965-05-03,4.31,,
1965-05-04,4.34,,
1965-05-05,4.35,,
1965-05-06,4.31,,
1965-05-07,4.38,,
1965-05-10,4.36,,
1965-05-11,4.34,,
1965-05-12,4.34,,
1965-05-13,4.34,,
1965-05-14,4.35,,
1965-05-17,4.36,,
1965-05-18,4.34,,
1965-05-19,4.41,,
1965-05-20,4.45,,
1965-05-21,4.45,,
1965-05-24,4.41,,
1965-05-25,4.41,,
1965-05-26,4.37,,
1965-05-27,4.34,,
1965-05-28,4.38,,
1965-06-01,4.35,,
1965-06-02,4.31,,
1965-06-03,4.33,,
1965-06-04,4.34,,
1965-06-07,4.37,,
1965-06-08,4.35,,
1965-06-09,4.31,,
1965-06-10,4.3,,
1965-06-11,4.31,,
1965-06-14,4.29,,
1965-06-15,4.27,,
1965-06-16,4.33,,
1965-06-17,4.31,,
1965-06-18,4.3,,
1965-06-21,4.31,,
1965-06-22,4.31,,
1965-06-23,4.34,,
1965-06-24,4.28,,
1965-06-25,4.22,,
1965-06-28,4.17,,
1965-06-29,4.16,,
1965-06-30,4.27,,
1965-07-01,4.34,,
1965-07-02,4.38,,
1965-07-06,4.37,,
1965-07-07,4.38,,
1965-07-08,4.45,,
1965-07-09,4.48,,
1965-07-12,4.49,,
1965-07-13,4.49,,
1965-07-14,4.52,,
1965-07-15,4.48,,
1965-07-16,4.5,,
1965-07-19,4.49,,
1965-07-20,4.47,,
1965-07-21,4.42,,
1965-07-22,4.41,,
1965-07-23,4.47,,
1965-07-26,4.46,,
1965-07-27,4.42,,
1965-07-28,4.47,,
1965-07-29,4.47,,
1965-07-30,4.54,,
1965-08-02,4.59,,
1965-08-03,4.59,,
1965-08-04,4.61,,
1965-08-05,4.63,,
1965-08-06,4.63,,
1965-08-09,4.6,,
1965-08-10,4.63,,
1965-08-11,4.67,,
1965-08-12,4.69,,
1965-08-13,4.73,,
1965-08-16,4.68,,
1965-08-17,4.71,,
1965-08-18,4.65,,
1965-08-19,4.66,,
1965-08-20,4.64,,
1965-08-23,4.61,,
1965-08-24,4.62,,
1965-08-25,4.61,,
1965-08-26,4.6,,
1965-08-27,4.62,,
1965-08-30,4.62,,
1965-08-31,4.61,,
1965-09-01,4.61,,
1965-09-02,4.64,,
1965-09-03,4.62,,
1965-09-07,4.63,,
1965-09-08,4.63,,
1965-09-09,4.66,,
1965-09-10,4.74,,
1965-09-13,4.77,,
1965-09-14,4.74,,
1965-09-15,4.77,,
1965-09-16,4.82,,
1965-09-17,4.84,,
1965-09-20,4.85,,
1965-09-21,4.84,,
1965-09-22,4.86,,
1965-09-23,4.88,,
1965-09-24,4.87,,
1965-09-27,4.84,,
1965-09-28,4.79,,
1965-09-29,4.77,,
1965-09-30,4.77,,
1965-10-01,4.77,,
1965-10-04,4.77,,
1965-10-05,4.8,,
1965-10-06,4.88,,
1965-10-07,4.9,,
1965-10-08,4.91,,
1965-10-11,4.88,,
1965-10-12,4.88,,
1965-10-13,4.86,,
1965-10-14,4.85,,
1965-10-15,4.85,,
1965-10-18,4.84,,
1965-10-19,4.84,,
1965-10-20,4.8,,
1965-10-21,4.83,,
1965-10-22,4.83,,
1965-10-25,4.85,,
1965-10-26,4.89,,
1965-10-27,4.94,,
1965-10-28,4.89,,
1965-10-29,4.86,,
1965-11-01,4.86,,
1965-11-03,4.92,,
1965-11-04,4.91,,
1965-11-05,4.84,,
1965-11-08,4.85,,
1965-11-09,4.86,,
1965-11-10,4.89,,
1965-11-11,4.91,,
1965-11-12,4.9,,
1965-11-15,4.91,,
1965-11-16,4.89,,
1965-11-17,4.89,,
1965-11-18,4.84,,
1965-11-19,4.82,,
1965-11-22,4.84,,
1965-11-23,4.84,,
1965-11-24,4.87,,
1965-11-26,4.87,,
1965-11-29,4.89,,
1965-11-30,4.9,,
1965-12-01,4.93,,
1965-12-02,4.92,,
1965-12-03,4.93,,
1965-12-06,4.88,,
1965-12-07,4.93,,
1965-12-08,4.94,,
1965-12-09,4.96,,
1965-12-10,4.95,,
1965-12-13,4.94,,
1965-12-14,4.91,,
1965-12-15,4.92,,
1965-12-16,4.88,,
1965-12-17,4.9,,
1965-12-20,4.88,,
1965-12-21,4.89,,
1965-12-22,4.97,,
1965-12-23,4.75,,
1965-12-27,4.93,,
1965-12-28,4.91,,
1965-12-29,4.95,,
1965-12-30,4.95,,
1965-12-31,4.99,,
1966-01-03,4.97,,
1966-01-04,4.96,,
1966-01-05,4.97,,
1966-01-06,4.97,,
1966-01-07,5.01,,
1966-01-10,4.98,,
1966-01-11,5.01,,
1966-01-12,5.0,,
1966-01-13,5.03,,
1966-01-14,5.09,,
1966-01-17,5.22,,
1966-01-18,5.31,,
1966-01-19,5.33,,
1966-01-20,5.22,,
1966-01-21,5.14,,
1966-01-24,5.18,,
1966-01-25,5.2,,
1966-01-26,5.17,,
1966-01-27,5.16,,
1966-01-28,4.92,,
1966-01-31,5.02,,
1966-02-01,5.05,,
1966-02-02,5.01,,
1966-02-03,4.97,,
1966-02-04,5.04,,
1966-02-07,4.98,,
1966-02-08,4.99,,
1966-02-09,5.02,,
1966-02-10,4.95,,
1966-02-11,4.97,,
1966-02-14,4.97,,
1966-02-15,4.95,,
1966-02-16,4.94,,
1966-02-17,4.91,,
1966-02-18,4.83,,
1966-02-21,4.81,,
1966-02-23,4.81,,
1966-02-24,4.79,,
1966-02-25,4.71,,
1966-02-28,4.72,,
1966-03-01,4.61,,
1966-03-02,4.56,,
1966-03-03,4.56,,
1966-03-04,4.56,,
1966-03-07,4.52,,
1966-03-08,4.48,,
1966-03-09,4.6,,
1966-03-10,4.55,,
1966-03-11,4.53,,
1966-03-14,4.53,,
1966-03-15,4.5,,
1966-03-16,4.52,,
1966-03-17,4.52,,
1966-03-18,4.48,,
1966-03-21,4.54,,
1966-03-22,4.59,,
1966-03-23,4.55,,
1966-03-24,4.55,,
1966-03-25,4.57,,
1966-03-28,4.58,,
1966-03-29,4.59,,
1966-03-30,4.54,,
1966-03-31,4.57,,
1966-04-01,4.58,,
1966-04-04,4.6,,
1966-04-05,4.7,,
