date,AVGO,dcf,Deviation
2009-12-18,16.39,,
2009-12-21,16.49,,
2009-12-22,16.73,,
2009-12-23,16.78,,
2009-12-24,16.78,,
2009-12-28,17.38,,
2009-12-29,17.53,,
2009-12-30,17.69,,
2009-12-31,18.29,,
2010-01-04,18.86,,
2010-01-05,19.0,,
2010-01-06,19.15,,
2010-01-07,19.03,,
2010-01-08,19.17,,
2010-01-11,19.29,,
2010-01-12,19.0,,
2010-01-13,18.42,,
2010-01-14,18.43,,
2010-01-15,18.24,,
2010-01-19,17.81,,
2010-01-20,17.96,,
2010-01-21,17.99,,
2010-01-22,17.56,,
2010-01-25,17.65,,
2010-01-26,17.76,,
2010-01-27,17.41,,
2010-01-28,17.72,,
2010-01-29,17.38,,
2010-02-01,17.5,,
2010-02-02,17.7,,
2010-02-03,17.62,,
2010-02-04,17.22,,
2010-02-05,17.2,,
2010-02-08,17.01,,
2010-02-09,16.99,,
2010-02-10,16.8,,
2010-02-11,17.13,,
2010-02-12,17.36,,
2010-02-16,17.48,,
2010-02-17,17.41,,
2010-02-18,17.45,,
2010-02-19,17.53,,
2010-02-22,17.35,,
2010-02-23,17.38,,
2010-02-24,17.74,,
2010-02-25,18.09,,
2010-02-26,18.15,,
2010-03-01,18.3,,
2010-03-02,18.72,,
2010-03-03,18.91,,
2010-03-04,19.06,,
2010-03-05,19.36,,
2010-03-08,19.31,,
2010-03-09,19.35,,
2010-03-10,19.74,,
2010-03-11,19.86,,
2010-03-12,19.65,,
2010-03-15,19.42,,
2010-03-16,19.5,,
2010-03-17,19.89,,
2010-03-18,19.98,,
2010-03-19,20.11,,
2010-03-22,19.94,,
2010-03-23,20.22,,
2010-03-24,19.62,,
2010-03-25,19.65,,
2010-03-26,19.91,,
2010-03-29,20.22,,
2010-03-30,20.38,,
2010-03-31,20.56,,
2010-04-01,20.5,,
2010-04-05,20.26,,
2010-04-06,20.68,,
2010-04-07,20.48,,
2010-04-08,20.1,,
2010-04-09,20.01,,
2010-04-12,20.02,,
2010-04-13,20.15,,
2010-04-14,21.55,,
2010-04-15,21.96,,
2010-04-16,21.88,,
2010-04-19,21.9,,
2010-04-20,22.37,,
2010-04-21,21.84,,
2010-04-22,21.53,,
2010-04-23,21.49,,
2010-04-26,21.79,,
2010-04-27,21.0,,
2010-04-28,21.01,,
2010-04-29,21.4,,
2010-04-30,20.51,,
2010-05-03,21.12,,
2010-05-04,20.05,,
2010-05-05,19.59,,
2010-05-06,19.2,,
2010-05-07,19.29,,
2010-05-10,20.74,,
2010-05-11,20.66,,
2010-05-12,20.72,,
2010-05-13,20.46,,
2010-05-14,20.23,,
2010-05-17,20.52,,
2010-05-18,20.08,,
2010-05-19,20.02,,
2010-05-20,20.1,,
2010-05-21,19.81,,
2010-05-24,19.39,,
2010-05-25,19.23,,
2010-05-26,20.02,,
2010-05-27,21.34,,
2010-05-28,20.65,,
2010-06-01,20.39,,
2010-06-02,21.11,,
2010-06-03,21.66,,
2010-06-04,20.81,,
2010-06-07,20.77,,
2010-06-08,21.09,,
2010-06-09,21.07,,
2010-06-10,21.8,,
2010-06-11,21.93,,
2010-06-14,21.51,,
2010-06-15,22.25,,
2010-06-16,22.88,,
2010-06-17,23.35,,
2010-06-18,23.04,,
2010-06-21,22.99,,
2010-06-22,22.26,,
2010-06-23,22.54,,
2010-06-24,21.24,,
2010-06-25,21.47,,
2010-06-28,21.75,,
2010-06-29,20.97,,
2010-06-30,21.06,,
2010-07-01,21.41,,
2010-07-02,21.57,,
2010-07-06,20.87,,
2010-07-07,21.67,,
2010-07-08,21.79,,
2010-07-09,22.01,,
2010-07-12,22.1,,
2010-07-13,22.48,,
2010-07-14,22.29,,
2010-07-15,22.91,,
2010-07-16,21.99,,
2010-07-19,22.27,,
2010-07-20,22.0,,
2010-07-21,21.77,,
2010-07-22,22.85,,
2010-07-23,22.88,,
2010-07-26,22.8,,
2010-07-27,22.42,,
2010-07-28,21.8,,
2010-07-29,21.77,,
2010-07-30,21.76,,
2010-08-02,21.83,,
2010-08-03,21.6,,
2010-08-04,22.34,,
2010-08-05,22.74,,
2010-08-06,22.59,,
2010-08-09,22.9,,
2010-08-10,22.3,,
2010-08-11,20.23,,
2010-08-12,20.41,,
2010-08-13,19.99,,
2010-08-16,20.27,,
2010-08-17,20.37,,
2010-08-18,20.75,,
2010-08-19,20.51,,
2010-08-20,20.43,,
2010-08-23,20.4,,
2010-08-24,20.24,,
2010-08-25,20.29,,
2010-08-26,20.6,,
2010-08-27,20.31,,
2010-08-30,20.0,,
2010-08-31,20.15,,
2010-09-01,21.0,,
2010-09-02,21.05,,
2010-09-03,20.98,,
2010-09-07,20.58,,
2010-09-08,20.08,,
2010-09-09,19.67,,
2010-09-10,18.65,,
2010-09-13,18.95,,
2010-09-14,19.9,,
2010-09-15,19.11,,
2010-09-16,19.25,,
2010-09-17,20.04,,
2010-09-20,20.63,,
2010-09-21,20.77,,
2010-09-22,20.76,,
2010-09-23,21.33,,
2010-09-24,21.58,,
2010-09-27,21.95,,
2010-09-28,22.3,,
2010-09-29,22.33,,
2010-09-30,22.51,,
2010-10-01,22.63,,
2010-10-04,22.31,,
2010-10-05,22.45,,
2010-10-06,22.28,,
2010-10-07,22.88,,
2010-10-08,22.2,,
2010-10-11,22.34,,
2010-10-12,22.02,,
2010-10-13,22.0,,
2010-10-14,22.42,,
2010-10-15,22.69,,
2010-10-18,22.74,,
2010-10-19,22.39,,
2010-10-20,22.1,,
2010-10-21,21.95,,
2010-10-22,22.48,,
2010-10-25,22.86,,
2010-10-26,23.42,,
2010-10-27,23.7,,
2010-10-28,23.43,,
2010-10-29,24.68,,
2010-11-01,23.83,,
2010-11-02,24.08,,
2010-11-03,24.68,,
2010-11-04,25.29,,
2010-11-05,25.37,,
2010-11-08,25.25,,
2010-11-09,24.83,,
2010-11-10,24.61,,
2010-11-11,24.85,,
2010-11-12,25.72,,
2010-11-15,25.17,,
2010-11-16,24.9,,
2010-11-17,24.6,,
2010-11-18,25.07,,
2010-11-19,25.27,,
2010-11-22,26.01,,
2010-11-23,25.98,,
2010-11-24,26.3,,
2010-11-26,27.01,,
2010-11-29,26.92,,
2010-11-30,26.11,,
2010-12-01,26.86,,
2010-12-02,28.41,,
2010-12-03,26.55,,
2010-12-06,26.85,,
2010-12-07,24.86,,
2010-12-08,25.4,,
2010-12-09,26.41,,
2010-12-10,26.4,,
2010-12-13,26.58,,
2010-12-14,26.29,,
2010-12-15,26.4,,
2010-12-16,27.64,,
2010-12-17,28.17,,
2010-12-20,27.81,,
2010-12-21,27.88,,
2010-12-22,28.14,,
2010-12-23,28.13,,
2010-12-27,28.76,,
2010-12-28,28.3,,
2010-12-29,28.63,,
2010-12-30,28.88,,
2010-12-31,28.41,,
2011-01-03,27.8,,
2011-01-04,28.0,,
2011-01-05,27.99,,
2011-01-06,28.52,,
2011-01-07,28.28,,
2011-01-10,28.9,,
2011-01-11,29.24,,
2011-01-12,28.17,,
2011-01-13,28.35,,
2011-01-14,29.01,,
2011-01-18,27.75,,
2011-01-19,27.76,,
2011-01-20,27.7,,
2011-01-21,27.77,,
2011-01-24,28.09,,
2011-01-25,28.02,,
2011-01-26,28.25,,
2011-01-27,29.22,,
2011-01-28,28.05,,
2011-01-31,28.71,,
2011-02-01,29.07,,
2011-02-02,28.8,,
2011-02-03,29.41,,
2011-02-04,31.2,,
2011-02-07,30.79,,
2011-02-08,31.91,,
2011-02-09,32.77,,
2011-02-10,32.48,,
2011-02-11,33.29,,
2011-02-14,34.04,,
2011-02-15,33.71,,
2011-02-16,34.38,,
2011-02-17,33.63,,
2011-02-18,33.85,,
2011-02-22,32.6,,
2011-02-23,31.34,,
2011-02-24,33.98,,
2011-02-25,34.36,,
2011-02-28,33.99,,
2011-03-01,32.07,,
2011-03-02,32.46,,
2011-03-03,33.0,,
2011-03-04,32.79,,
2011-03-07,31.98,,
2011-03-08,32.39,,
2011-03-09,31.0,,
2011-03-10,31.01,,
2011-03-11,31.23,,
2011-03-14,31.0,,
2011-03-15,31.07,,
2011-03-16,29.56,,
2011-03-17,29.32,,
2011-03-18,30.32,,
2011-03-21,30.99,,
2011-03-22,30.71,,
2011-03-23,31.01,,
2011-03-24,31.07,,
2011-03-25,30.85,,
2011-03-28,30.99,,
2011-03-29,30.97,,
2011-03-30,31.49,,
2011-03-31,31.1,,
2011-04-01,31.52,,
2011-04-04,30.6,,
2011-04-05,31.67,,
2011-04-06,32.77,,
2011-04-07,32.47,,
2011-04-08,32.57,,
2011-04-11,32.23,,
2011-04-12,31.37,,
2011-04-13,31.8,,
2011-04-14,31.07,,
2011-04-15,31.74,,
2011-04-18,31.6,,
2011-04-19,31.77,,
2011-04-20,32.56,,
2011-04-21,32.6,,
2011-04-25,32.24,,
2011-04-26,32.35,,
2011-04-27,33.39,,
2011-04-28,32.89,,
2011-04-29,33.46,,
2011-05-02,33.15,,
2011-05-03,32.16,,
2011-05-04,32.54,,
2011-05-05,33.24,,
2011-05-06,34.91,,
2011-05-09,35.46,,
2011-05-10,35.81,,
2011-05-11,35.87,,
2011-05-12,35.06,,
2011-05-13,34.89,,
2011-05-16,34.26,,
2011-05-17,34.27,,
2011-05-18,34.63,,
2011-05-19,34.81,,
2011-05-20,34.39,,
2011-05-23,32.03,,
2011-05-24,31.71,,
2011-05-25,34.5,,
2011-05-26,34.71,,
2011-05-27,35.01,,
2011-05-31,33.79,,
2011-06-01,33.77,,
2011-06-02,33.52,,
2011-06-03,33.89,,
2011-06-06,33.33,,
2011-06-07,34.05,,
2011-06-08,33.41,,
2011-06-09,34.23,,
2011-06-10,33.77,,
2011-06-13,33.47,,
2011-06-14,34.22,,
2011-06-15,33.56,,
2011-06-16,33.37,,
2011-06-17,32.5,,
2011-06-20,32.75,,
2011-06-21,34.07,,
2011-06-22,36.0,,
2011-06-23,35.82,,
2011-06-24,35.52,,
2011-06-27,35.45,,
2011-06-28,36.95,,
2011-06-29,37.71,,
2011-06-30,38.0,,
2011-07-01,38.66,,
2011-07-05,38.96,,
2011-07-06,39.08,,
2011-07-07,38.66,,
2011-07-08,37.96,,
2011-07-11,37.39,,
2011-07-12,35.41,,
2011-07-13,35.38,,
2011-07-14,35.18,,
2011-07-15,35.51,,
2011-07-18,35.0,,
2011-07-19,36.2,,
2011-07-20,36.07,,
2011-07-21,36.76,,
2011-07-22,37.07,,
2011-07-25,36.09,,
2011-07-26,36.66,,
2011-07-27,33.63,,
2011-07-28,34.64,,
2011-07-29,33.63,,
2011-08-01,33.2,,
2011-08-02,32.05,,
2011-08-03,32.78,,
2011-08-04,30.9,,
2011-08-05,29.34,,
2011-08-08,27.19,,
2011-08-09,29.63,,
2011-08-10,29.25,,
2011-08-11,30.71,,
2011-08-12,31.04,,
2011-08-15,31.61,,
2011-08-16,30.97,,
2011-08-17,30.7,,
2011-08-18,28.61,,
2011-08-19,28.29,,
2011-08-22,27.64,,
2011-08-23,29.26,,
2011-08-24,32.27,,
2011-08-25,30.88,,
2011-08-26,31.52,,
2011-08-29,32.85,,
2011-08-30,33.13,,
2011-08-31,33.11,,
2011-09-01,31.56,,
2011-09-02,31.13,,
2011-09-06,31.46,,
2011-09-07,32.7,,
2011-09-08,33.09,,
2011-09-09,32.3,,
2011-09-12,33.53,,
2011-09-13,34.32,,
2011-09-14,36.56,,
2011-09-15,36.74,,
2011-09-16,36.49,,
2011-09-19,37.35,,
2011-09-20,36.32,,
2011-09-21,35.98,,
2011-09-22,33.98,,
2011-09-23,34.8,,
2011-09-26,34.1,,
2011-09-27,34.49,,
2011-09-28,33.01,,
2011-09-29,33.17,,
2011-09-30,32.77,,
2011-10-03,31.89,,
2011-10-04,32.34,,
2011-10-05,32.61,,
2011-10-06,32.95,,
2011-10-07,32.88,,
2011-10-10,33.66,,
2011-10-11,33.33,,
2011-10-12,33.65,,
2011-10-13,34.06,,
2011-10-14,35.7,,
2011-10-17,35.06,,
2011-10-18,35.84,,
2011-10-19,34.63,,
2011-10-20,33.98,,
2011-10-21,33.84,,
2011-10-24,35.35,,
2011-10-25,34.44,,
2011-10-26,33.77,,
2011-10-27,33.76,,
2011-10-28,33.59,,
2011-10-31,33.77,,
2011-11-01,33.0,,
2011-11-02,32.6,,
2011-11-03,34.33,,
2011-11-04,34.38,,
2011-11-07,34.58,,
2011-11-08,34.73,,
2011-11-09,33.23,,
2011-11-10,33.11,,
2011-11-11,34.29,,
2011-11-14,33.09,,
2011-11-15,32.99,,
2011-11-16,32.1,,
2011-11-17,31.2,,
2011-11-18,29.86,,
2011-11-21,29.45,,
2011-11-22,29.41,,
2011-11-23,28.97,,
2011-11-25,28.44,,
2011-11-28,28.58,,
2011-11-29,28.87,,
2011-11-30,29.92,,
2011-12-01,29.91,,
2011-12-02,31.16,,
2011-12-05,31.04,,
2011-12-06,30.81,,
2011-12-07,31.22,,
2011-12-08,30.68,,
2011-12-09,30.61,,
2011-12-12,29.46,,
2011-12-13,29.24,,
2011-12-14,28.71,,
2011-12-15,28.64,,
2011-12-16,28.8,,
2011-12-19,27.55,,
2011-12-20,28.83,,
2011-12-21,27.91,,
2011-12-22,29.02,,
2011-12-23,29.39,,
2011-12-27,29.34,,
2011-12-28,28.74,,
2011-12-29,29.12,,
2011-12-30,28.86,,
2012-01-03,28.95,,
2012-01-04,28.45,,
2012-01-05,28.49,,
2012-01-06,28.31,,
2012-01-09,30.22,,
2012-01-10,30.65,,
2012-01-11,31.2,,
2012-01-12,31.68,,
2012-01-13,31.57,,
2012-01-17,31.65,,
2012-01-18,33.94,,
2012-01-19,33.62,,
2012-01-20,33.81,,
2012-01-23,33.66,,
2012-01-24,33.87,,
2012-01-25,33.95,,
2012-01-26,34.08,,
2012-01-27,33.98,,
2012-01-30,33.73,,
2012-01-31,33.94,,
2012-02-01,34.62,,
2012-02-02,35.0,,
2012-02-03,35.13,,
2012-02-06,34.3,,
2012-02-07,34.58,,
2012-02-08,34.88,,
2012-02-09,35.13,,
2012-02-10,34.49,,
2012-02-13,34.81,,
2012-02-14,34.51,,
2012-02-15,34.98,,
2012-02-16,35.86,,
2012-02-17,35.24,,
2012-02-21,35.47,,
2012-02-22,35.9,,
2012-02-23,37.19,,
2012-02-24,36.32,,
2012-02-27,36.98,,
2012-02-28,37.01,,
2012-02-29,37.61,,
2012-03-01,37.32,,
2012-03-02,36.6,,
2012-03-05,35.45,,
2012-03-06,35.31,,
2012-03-07,35.75,,
2012-03-08,36.42,,
2012-03-09,36.77,,
2012-03-12,36.6,,
2012-03-13,37.63,,
2012-03-14,37.11,,
2012-03-15,37.76,,
2012-03-16,37.9,,
2012-03-19,38.06,,
2012-03-20,38.03,,
2012-03-21,38.36,,
2012-03-22,37.95,,
2012-03-23,38.1,,
2012-03-26,38.84,,
2012-03-27,38.78,,
2012-03-28,37.97,,
2012-03-29,38.34,,
2012-03-30,38.97,,
2012-04-02,38.69,,
2012-04-03,38.37,,
2012-04-04,37.41,,
2012-04-05,37.61,,
2012-04-09,37.58,,
2012-04-10,36.8,,
2012-04-11,37.48,,
2012-04-12,38.15,,
2012-04-13,37.28,,
2012-04-16,37.05,,
2012-04-17,37.74,,
2012-04-18,37.48,,
2012-04-19,35.71,,
2012-04-20,34.28,,
2012-04-23,33.23,,
2012-04-24,32.68,,
2012-04-25,34.98,,
2012-04-26,35.06,,
2012-04-27,34.6,,
2012-04-30,34.48,,
2012-05-01,34.46,,
2012-05-02,34.78,,
2012-05-03,33.36,,
2012-05-04,31.63,,
2012-05-07,31.3,,
2012-05-08,31.55,,
2012-05-09,31.07,,
2012-05-10,30.88,,
2012-05-11,30.94,,
2012-05-14,31.13,,
2012-05-15,31.05,,
2012-05-16,30.77,,
2012-05-17,30.07,,
2012-05-18,30.02,,
2012-05-21,30.91,,
2012-05-22,31.27,,
2012-05-23,33.52,,
2012-05-24,32.51,,
2012-05-25,33.15,,
2012-05-29,34.45,,
2012-05-30,33.06,,
2012-05-31,33.1,,
2012-06-01,30.98,,
2012-06-04,30.53,,
2012-06-05,31.41,,
2012-06-06,32.97,,
2012-06-07,32.95,,
2012-06-08,33.84,,
2012-06-11,33.24,,
2012-06-12,33.92,,
2012-06-13,34.04,,
2012-06-14,33.31,,
2012-06-15,34.07,,
2012-06-18,34.76,,
2012-06-19,34.7,,
2012-06-20,35.27,,
2012-06-21,34.48,,
2012-06-22,34.8,,
2012-06-25,34.21,,
2012-06-26,34.39,,
2012-06-27,34.9,,
2012-06-28,34.31,,
2012-06-29,35.9,,
2012-07-02,35.49,,
2012-07-03,35.74,,
2012-07-05,35.58,,
2012-07-06,34.48,,
2012-07-09,33.29,,
2012-07-10,33.43,,
2012-07-11,33.1,,
2012-07-12,32.58,,
2012-07-13,33.15,,
2012-07-16,32.74,,
2012-07-17,33.04,,
2012-07-18,33.79,,
2012-07-19,36.04,,
2012-07-20,35.28,,
2012-07-23,34.49,,
2012-07-24,34.18,,
2012-07-25,34.21,,
2012-07-26,35.44,,
2012-07-27,36.13,,
2012-07-30,35.97,,
2012-07-31,36.9,,
2012-08-01,36.69,,
2012-08-02,36.54,,
2012-08-03,37.11,,
2012-08-06,37.07,,
2012-08-07,37.4,,
2012-08-08,37.48,,
2012-08-09,37.32,,
2012-08-10,37.15,,
2012-08-13,36.27,,
2012-08-14,36.15,,
2012-08-15,36.58,,
2012-08-16,36.91,,
2012-08-17,36.84,,
2012-08-20,35.96,,
2012-08-21,36.38,,
2012-08-22,36.49,,
2012-08-23,36.02,,
2012-08-24,36.05,,
2012-08-27,35.77,,
2012-08-28,36.27,,
2012-08-29,36.6,,
2012-08-30,36.02,,
2012-08-31,36.57,,
2012-09-04,35.89,,
2012-09-05,35.18,,
2012-09-06,36.61,,
2012-09-07,36.2,,
2012-09-10,35.0,,
2012-09-11,34.96,,
2012-09-12,35.23,,
2012-09-13,35.07,,
2012-09-14,35.06,,
2012-09-17,35.28,,
2012-09-18,35.16,,
2012-09-19,35.05,,
2012-09-20,33.75,,
2012-09-21,35.51,,
2012-09-24,34.6,,
2012-09-25,33.01,,
2012-09-26,33.46,,
2012-09-27,34.9,,
2012-09-28,34.87,,
2012-10-01,34.69,,
2012-10-02,34.42,,
2012-10-03,34.57,,
2012-10-04,34.42,,
2012-10-05,34.44,,
2012-10-08,33.88,,
2012-10-09,33.59,,
2012-10-10,32.59,,
2012-10-11,32.93,,
2012-10-12,32.98,,
2012-10-15,33.19,,
2012-10-16,34.35,,
2012-10-17,34.11,,
2012-10-18,34.05,,
2012-10-19,33.19,,
2012-10-22,33.4,,
2012-10-23,33.24,,
2012-10-24,32.73,,
2012-10-25,33.7,,
2012-10-26,33.83,,
2012-10-31,33.03,,
2012-11-01,34.5,,
2012-11-02,33.97,,
2012-11-05,34.32,,
2012-11-06,35.28,,
2012-11-07,33.96,,
2012-11-08,33.84,,
2012-11-09,33.48,,
2012-11-12,33.61,,
2012-11-13,33.28,,
2012-11-14,33.03,,
2012-11-15,32.25,,
2012-11-16,31.94,,
2012-11-19,32.75,,
2012-11-20,32.81,,
2012-11-21,32.82,,
2012-11-23,33.55,,
2012-11-26,34.04,,
2012-11-27,34.12,,
2012-11-28,34.56,,
2012-11-29,35.1,,
2012-11-30,35.1,,
2012-12-03,34.81,,
2012-12-04,34.92,,
2012-12-05,34.53,,
2012-12-06,35.12,,
2012-12-07,34.25,,
2012-12-10,34.45,,
2012-12-11,34.56,,
2012-12-12,34.57,,
2012-12-13,33.7,,
2012-12-14,31.14,,
2012-12-17,31.99,,
2012-12-18,32.27,,
2012-12-19,31.99,,
2012-12-20,31.9,,
2012-12-21,31.36,,
2012-12-24,31.15,,
2012-12-26,30.88,,
2012-12-27,31.37,,
2012-12-28,31.15,,
2012-12-31,31.65,,
2013-01-02,32.54,,
2013-01-03,32.71,,
2013-01-04,32.5,,
2013-01-07,32.32,,
2013-01-08,32.1,,
2013-01-09,32.81,,
2013-01-10,33.52,,
2013-01-11,34.34,,
2013-01-14,34.57,,
2013-01-15,33.87,,
2013-01-16,34.56,,
2013-01-17,34.81,,
2013-01-18,34.44,,
2013-01-22,34.44,,
2013-01-23,34.42,,
2013-01-24,33.93,,
2013-01-25,34.16,,
2013-01-28,34.48,,
2013-01-29,34.57,,
2013-01-30,35.05,,
2013-01-31,35.77,,
2013-02-01,36.26,,
2013-02-04,35.18,,
2013-02-05,35.41,,
2013-02-06,35.64,,
2013-02-07,34.96,,
2013-02-08,35.32,,
2013-02-11,35.4,,
2013-02-12,35.14,,
2013-02-13,35.17,,
2013-02-14,35.64,,
2013-02-15,35.14,,
2013-02-19,35.54,,
2013-02-20,34.67,,
2013-02-21,33.67,,
2013-02-22,34.09,,
2013-02-25,32.95,,
2013-02-26,33.13,,
2013-02-27,33.69,,
2013-02-28,34.22,,
2013-03-01,33.7,,
2013-03-04,33.54,,
2013-03-05,34.33,,
2013-03-06,34.71,,
2013-03-07,34.97,,
2013-03-08,35.27,,
2013-03-11,35.26,,
2013-03-12,35.45,,
2013-03-13,35.99,,
2013-03-14,36.66,,
2013-03-15,36.0,,
2013-03-18,35.26,,
2013-03-19,35.3,,
2013-03-20,35.93,,
2013-03-21,35.56,,
2013-03-22,35.8,,
2013-03-25,35.52,,
2013-03-26,35.79,,
2013-03-27,35.64,,
2013-03-28,35.92,,
2013-04-01,35.34,,
2013-04-02,34.88,,
2013-04-03,34.31,,
2013-04-04,34.6,,
2013-04-05,34.33,,
2013-04-08,34.66,,
2013-04-09,34.78,,
2013-04-10,35.38,,
2013-04-11,35.63,,
2013-04-12,34.91,,
2013-04-15,33.78,,
2013-04-16,34.58,,
2013-04-17,32.4,,
2013-04-18,31.37,,
2013-04-19,31.26,,
2013-04-22,31.58,,
2013-04-23,32.37,,
2013-04-24,32.62,,
2013-04-25,32.63,,
2013-04-26,32.11,,
2013-04-29,32.53,,
2013-04-30,31.96,,
2013-05-01,31.32,,
2013-05-02,32.09,,
2013-05-03,31.88,,
2013-05-06,32.8,,
2013-05-07,32.54,,
2013-05-08,33.5,,
2013-05-09,33.87,,
2013-05-10,34.06,,
2013-05-13,33.62,,
2013-05-14,33.7,,
2013-05-15,34.18,,
2013-05-16,34.21,,
2013-05-17,34.43,,
2013-05-20,34.44,,
2013-05-21,35.09,,
2013-05-22,34.56,,
2013-05-23,33.97,,
2013-05-24,34.1,,
2013-05-28,34.44,,
2013-05-29,34.43,,
2013-05-30,37.82,,
2013-05-31,37.73,,
2013-06-03,37.3,,
2013-06-04,37.8,,
2013-06-05,37.0,,
2013-06-06,36.75,,
2013-06-07,37.29,,
2013-06-10,36.83,,
2013-06-11,36.29,,
2013-06-12,35.98,,
2013-06-13,37.11,,
2013-06-14,37.59,,
2013-06-17,38.09,,
2013-06-18,38.75,,
2013-06-19,38.07,,
2013-06-20,37.06,,
2013-06-21,37.38,,
2013-06-24,36.69,,
2013-06-25,37.1,,
2013-06-26,37.25,,
2013-06-27,37.32,,
2013-06-28,37.38,,
2013-07-01,37.61,,
2013-07-02,38.48,,
2013-07-03,38.59,,
2013-07-05,38.81,,
2013-07-08,37.27,,
2013-07-09,37.58,,
2013-07-10,38.33,,
2013-07-11,38.59,,
2013-07-12,38.95,,
2013-07-15,38.01,,
2013-07-16,38.87,,
2013-07-17,38.92,,
2013-07-18,37.6,,
2013-07-19,37.85,,
2013-07-22,37.79,,
2013-07-23,37.61,,
2013-07-24,36.89,,
2013-07-25,36.9,,
2013-07-26,36.78,,
2013-07-29,36.59,,
2013-07-30,36.85,,
2013-07-31,36.68,,
2013-08-01,37.4,,
2013-08-02,37.49,,
2013-08-05,37.02,,
2013-08-06,36.86,,
2013-08-07,37.29,,
2013-08-08,37.32,,
2013-08-09,36.83,,
2013-08-12,37.7,,
2013-08-13,38.02,,
2013-08-14,37.22,,
2013-08-15,36.02,,
2013-08-16,36.25,,
2013-08-19,36.25,,
2013-08-20,36.79,,
2013-08-21,36.59,,
2013-08-22,36.61,,
2013-08-23,36.74,,
2013-08-26,37.48,,
2013-08-27,36.55,,
2013-08-28,38.28,,
2013-08-29,38.95,,
2013-08-30,38.51,,
2013-09-03,38.35,,
2013-09-04,38.98,,
2013-09-05,38.79,,
2013-09-06,38.56,,
2013-09-09,38.77,,
2013-09-10,39.66,,
2013-09-11,39.25,,
2013-09-12,39.03,,
2013-09-13,38.99,,
2013-09-16,39.28,,
2013-09-17,40.12,,
2013-09-18,40.67,,
2013-09-19,40.75,,
2013-09-20,41.62,,
2013-09-23,41.87,,
2013-09-24,42.41,,
2013-09-25,42.21,,
2013-09-26,42.27,,
2013-09-27,42.7,,
2013-09-30,43.08,,
2013-10-01,43.42,,
2013-10-02,43.41,,
2013-10-03,43.3,,
2013-10-04,43.5,,
2013-10-07,43.0,,
2013-10-08,42.6,,
2013-10-09,42.2,,
2013-10-10,43.51,,
2013-10-11,43.29,,
2013-10-14,44.23,,
2013-10-15,43.74,,
2013-10-16,44.5,,
2013-10-17,45.1,,
2013-10-18,46.06,,
2013-10-21,47.05,,
2013-10-22,46.87,,
2013-10-23,45.39,,
2013-10-24,45.49,,
2013-10-25,45.63,,
2013-10-28,45.51,,
2013-10-29,45.8,,
2013-10-30,44.85,,
2013-10-31,45.43,,
2013-11-01,44.72,,
2013-11-04,45.04,,
2013-11-05,45.03,,
2013-11-06,45.37,,
2013-11-07,43.66,,
2013-11-08,44.35,,
