date,DISCA,dcf,Deviation
2007-12-18,13.07,,
2007-12-19,12.87,,
2007-12-20,13.02,,
2007-12-21,13.18,,
2007-12-24,13.12,,
2007-12-26,13.14,,
2007-12-27,12.83,,
2007-12-28,12.81,,
2007-12-31,12.85,,
2008-01-02,12.67,,
2008-01-03,12.87,,
2008-01-04,12.49,,
2008-01-07,12.5,,
2008-01-08,12.36,,
2008-01-09,12.28,,
2008-01-10,12.26,,
2008-01-11,12.27,,
2008-01-14,12.62,,
2008-01-15,12.41,,
2008-01-16,12.78,,
2008-01-17,12.53,,
2008-01-18,11.94,,
2008-01-22,11.71,,
2008-01-23,11.9,,
2008-01-24,12.25,,
2008-01-25,12.16,,
2008-01-28,12.45,,
2008-01-29,12.24,,
2008-01-30,11.95,,
2008-01-31,11.87,,
2008-02-01,11.94,,
2008-02-04,11.94,,
2008-02-05,11.29,,
2008-02-06,11.37,,
2008-02-07,11.51,,
2008-02-08,11.28,,
2008-02-11,11.1,,
2008-02-12,11.15,,
2008-02-13,11.65,,
2008-02-14,11.54,,
2008-02-15,11.62,,
2008-02-19,11.65,,
2008-02-20,11.56,,
2008-02-21,11.18,,
2008-02-22,11.73,,
2008-02-25,11.93,,
2008-02-26,11.9,,
2008-02-27,12.03,,
2008-02-28,11.9,,
2008-02-29,11.53,,
2008-03-03,11.75,,
2008-03-04,11.33,,
2008-03-05,11.32,,
2008-03-06,10.92,,
2008-03-07,10.63,,
2008-03-10,10.21,,
2008-03-11,10.76,,
2008-03-12,10.75,,
2008-03-13,10.83,,
2008-03-14,10.56,,
2008-03-17,10.33,,
2008-03-18,10.55,,
2008-03-19,10.47,,
2008-03-20,10.56,,
2008-03-24,10.94,,
2008-03-25,11.17,,
2008-03-26,10.89,,
2008-03-27,10.71,,
2008-03-28,10.29,,
2008-03-31,10.84,,
2008-04-01,11.12,,
2008-04-02,11.01,,
2008-04-03,10.94,,
2008-04-04,11.1,,
2008-04-07,11.39,,
2008-04-08,11.24,,
2008-04-09,11.24,,
2008-04-10,11.34,,
2008-04-11,11.08,,
2008-04-14,11.02,,
2008-04-15,11.0,,
2008-04-16,11.09,,
2008-04-17,11.19,,
2008-04-18,11.64,,
2008-04-21,11.55,,
2008-04-22,11.36,,
2008-04-23,11.39,,
2008-04-24,11.62,,
2008-04-25,11.35,,
2008-04-28,11.36,,
2008-04-29,11.73,,
2008-04-30,11.83,,
2008-05-01,12.45,,
2008-05-02,12.44,,
2008-05-05,11.99,,
2008-05-06,12.2,,
2008-05-07,11.96,,
2008-05-08,13.16,,
2008-05-09,13.56,,
2008-05-12,13.13,,
2008-05-13,13.32,,
2008-05-14,13.25,,
2008-05-15,13.54,,
2008-05-16,13.29,,
2008-05-19,13.19,,
2008-05-20,13.03,,
2008-05-21,13.13,,
2008-05-22,13.29,,
2008-05-23,12.98,,
2008-05-27,13.21,,
2008-05-28,13.18,,
2008-05-29,13.03,,
2008-05-30,13.38,,
2008-06-02,13.27,,
2008-06-03,13.26,,
2008-06-04,13.51,,
2008-06-05,13.48,,
2008-06-06,13.11,,
2008-06-09,13.18,,
2008-06-10,12.74,,
2008-06-11,12.59,,
2008-06-12,12.76,,
2008-06-13,12.94,,
2008-06-16,13.16,,
2008-06-17,13.39,,
2008-06-18,13.01,,
2008-06-19,12.95,,
2008-06-20,12.51,,
2008-06-23,12.1,,
2008-06-24,11.97,,
2008-06-25,12.21,,
2008-06-26,11.6,,
2008-06-27,11.43,,
2008-06-30,11.22,,
2008-07-01,10.92,,
2008-07-02,10.72,,
2008-07-03,10.68,,
2008-07-07,10.42,,
2008-07-08,10.49,,
2008-07-09,10.49,,
2008-07-10,10.59,,
2008-07-11,10.55,,
2008-07-14,10.81,,
2008-07-15,10.82,,
2008-07-16,10.96,,
2008-07-17,10.84,,
2008-07-18,10.87,,
2008-07-21,10.85,,
2008-07-22,10.87,,
2008-07-23,11.09,,
2008-07-24,10.69,,
2008-07-25,10.81,,
2008-07-28,10.43,,
2008-07-29,10.77,,
2008-07-30,10.34,,
2008-07-31,10.16,,
2008-08-01,9.73,,
2008-08-04,9.45,,
2008-08-05,9.59,,
2008-08-06,9.6,,
2008-08-07,9.24,,
2008-08-08,9.39,,
2008-08-11,9.97,,
2008-08-12,9.93,,
2008-08-13,10.09,,
2008-08-14,10.38,,
2008-08-15,10.5,,
2008-08-18,10.05,,
2008-08-19,10.09,,
2008-08-20,10.09,,
2008-08-21,9.97,,
2008-08-22,10.27,,
2008-08-25,9.91,,
2008-08-26,9.96,,
2008-08-27,9.95,,
2008-08-28,10.37,,
2008-08-29,10.34,,
2008-09-02,10.18,,
2008-09-03,10.3,,
2008-09-04,9.93,,
2008-09-05,9.97,,
2008-09-08,10.07,,
2008-09-09,9.76,,
2008-09-10,9.54,,
2008-09-11,9.71,,
2008-09-12,9.93,,
2008-09-15,9.53,,
2008-09-16,9.9,,
2008-09-17,9.35,,
2008-09-18,7.06,,
2008-09-19,8.83,,
2008-09-22,8.56,,
2008-09-23,8.55,,
2008-09-24,8.48,,
2008-09-25,8.3,,
2008-09-26,8.28,,
2008-09-29,7.46,,
2008-09-30,7.28,,
2008-10-01,7.42,,
2008-10-02,7.15,,
2008-10-03,6.68,,
2008-10-06,6.5,,
2008-10-07,6.16,,
2008-10-08,5.97,,
2008-10-09,5.89,,
2008-10-10,5.68,,
2008-10-13,6.67,,
2008-10-14,7.0,,
2008-10-15,6.28,,
2008-10-16,6.39,,
2008-10-17,6.58,,
2008-10-20,6.95,,
2008-10-21,6.8,,
2008-10-22,6.44,,
2008-10-23,6.15,,
2008-10-24,5.25,,
2008-10-27,5.32,,
2008-10-28,5.75,,
2008-10-29,6.31,,
2008-10-30,6.71,,
2008-10-31,6.97,,
2008-11-03,6.9,,
2008-11-04,7.18,,
2008-11-05,7.02,,
2008-11-06,6.18,,
2008-11-07,7.2,,
2008-11-10,7.19,,
2008-11-11,6.95,,
2008-11-12,6.14,,
2008-11-13,6.92,,
2008-11-14,7.11,,
2008-11-17,6.85,,
2008-11-18,6.38,,
2008-11-19,6.31,,
2008-11-20,6.09,,
2008-11-21,6.57,,
2008-11-24,6.96,,
2008-11-25,6.78,,
2008-11-26,7.23,,
2008-11-28,7.66,,
2008-12-01,6.77,,
2008-12-02,7.0,,
2008-12-03,7.08,,
2008-12-04,6.55,,
2008-12-05,7.05,,
2008-12-08,7.64,,
2008-12-09,7.16,,
2008-12-10,7.03,,
2008-12-11,6.62,,
2008-12-12,6.68,,
2008-12-15,6.62,,
2008-12-16,6.71,,
2008-12-17,6.88,,
2008-12-18,7.1,,
2008-12-19,7.18,,
2008-12-22,6.98,,
2008-12-23,6.96,,
2008-12-24,7.0,,
2008-12-26,7.0,,
2008-12-29,6.93,,
2008-12-30,7.07,,
2008-12-31,7.24,7.629751552795031,-0.05108312506614343
2009-01-02,7.49,7.699751552795031,-0.027241340367520128
2009-01-05,7.56,7.799751552795031,-0.03073835764795818
2009-01-06,7.66,7.579751552795031,0.010587213399544382
2009-01-07,7.44,7.8497515527950315,-0.05219930211028556
2009-01-08,7.71,7.679751552795031,0.003938727313901325
2009-01-09,7.54,7.5997515527950315,-0.00786230344241401
2009-01-12,7.46,7.799751552795031,-0.043559278843090965
2009-01-13,7.66,7.679751552795031,-0.0025718999708840284
2009-01-14,7.54,7.659751552795031,-0.015633869058237826
2009-01-15,7.52,7.679751552795031,-0.020801656368283128
2009-01-16,7.54,7.129751552795031,0.057540356654383285
2009-01-20,6.99,7.489751552795031,-0.06672471700460259
2009-01-21,7.35,7.609751552795031,-0.03413403854159025
2009-01-22,7.47,7.649751552795031,-0.02349769813496161
2009-01-23,7.51,7.589751552795031,-0.010507794917958946
2009-01-26,7.45,7.739751552795031,-0.03743680282481343
2009-01-27,7.6,7.779751552795031,-0.02310505053730827
2009-01-28,7.64,7.499751552795031,0.018700412436022606
2009-01-29,7.36,7.549751552795031,-0.02513348306472174
2009-01-30,7.41,7.569751552795031,-0.02110393606459182
2009-02-02,7.43,7.619751552795031,-0.02490259052152799
2009-02-03,7.48,7.169751552795031,0.043271854668942344
2009-02-04,7.03,7.049751552795031,-0.0028017374296260833
2009-02-05,6.91,7.259751552795031,-0.048176793689361896
2009-02-06,7.12,7.319751552795031,-0.027289389722354174
2009-02-09,7.18,7.119751552795031,0.008462155843249386
2009-02-10,6.98,7.189751552795031,-0.029173685801909155
2009-02-11,7.05,7.259751552795031,-0.028892387193922064
2009-02-12,7.12,7.279751552795031,-0.021944643527524677
2009-02-13,7.14,7.029751552795031,0.015683121427119806
2009-02-17,6.89,6.819751552795031,0.010300734075301854
2009-02-18,6.68,6.839751552795031,-0.023356338539774812
2009-02-19,6.7,6.619751552795031,0.012122576892041437
2009-02-20,6.48,6.629751552795031,-0.022587807642941993
2009-02-23,6.49,6.919751552795031,-0.06210505529225907
2009-02-24,6.78,7.769751552795031,-0.12738522539230812
2009-02-25,7.63,7.679751552795031,-0.006478276341755351
2009-02-26,7.54,8.069751552795031,-0.06564657527920381
2009-02-27,7.93,7.939751552795031,-0.001228193694750912
2009-03-02,7.8,8.139751552795031,-0.041739793971766526
2009-03-03,8.0,8.02975155279503,-0.0037051647986137137
2009-03-04,7.89,7.909751552795031,-0.0024971141840797184
2009-03-05,7.77,7.869751552795031,-0.012675311555369717
2009-03-06,7.73,7.539751552795031,0.025232720981958945
2009-03-09,7.4,7.979751552795031,-0.07265283247972354
2009-03-10,7.84,8.02975155279503,-0.023631061502641493
2009-03-11,7.89,8.59975155279503,-0.08253163459871726
2009-03-12,8.46,8.789751552795032,-0.03751545772532949
2009-03-13,8.65,8.649751552795031,2.8723045217171617e-05
2009-03-16,8.51,8.709751552795032,-0.022934242335641564
2009-03-17,8.57,8.909751552795031,-0.038132550698167234
2009-03-18,8.77,8.44975155279503,0.03790033886842936
2009-03-19,8.31,8.249751552795031,0.007303062015795669
2009-03-20,8.11,8.619751552795032,-0.059137615472193206
2009-03-23,8.48,8.41975155279503,0.007155608669351832
2009-03-24,8.28,8.43975155279503,-0.018928466293788637
2009-03-25,8.3,8.579751552795031,-0.03260602024121495
2009-03-26,8.44,8.379751552795032,0.0071897653319892285
2009-03-27,8.24,8.309751552795031,-0.008393939620441437
2009-03-30,8.17,8.329751552795031,-0.019178429486462534
2009-03-31,8.19,9.05649289099526,-0.09567642810792709
2009-04-01,8.72,9.436492890995261,-0.07592787906182508
2009-04-02,9.1,9.54649289099526,-0.046770358087881214
2009-04-03,9.21,9.45649289099526,-0.026065994426959005
2009-04-06,9.12,8.89649289099526,0.025123058236911078
2009-04-07,8.56,9.11649289099526,-0.06104243129997189
2009-04-08,8.78,9.506492890995261,-0.07642070523014965
2009-04-09,9.17,9.356492890995261,-0.019931922480777242
2009-04-13,9.02,9.006492890995261,0.0014997079516092526
2009-04-14,8.67,8.996492890995262,-0.03629112977147497
2009-04-15,8.66,9.426492890995261,-0.08131262600616396
2009-04-16,9.09,9.666492890995261,-0.05963826772502867
2009-04-17,9.33,9.36649289099526,-0.003896110467381475
2009-04-20,9.03,9.686492890995261,-0.06777405386892399
2009-04-21,9.35,9.78649289099526,-0.04460156420252315
2009-04-22,9.45,9.44649289099526,0.00037126042915680557
2009-04-23,9.11,9.64649289099526,-0.0556153305722189
2009-04-24,9.31,9.71649289099526,-0.04183535104234737
2009-04-27,9.38,9.65649289099526,-0.028632847775727166
2009-04-28,9.32,10.186492890995261,-0.08506292600088394
2009-04-29,9.85,10.03649289099526,-0.01858147990744674
2009-04-30,9.7,9.846492890995261,-0.014877671940354609
2009-05-01,9.51,10.666492890995261,-0.10842297490036135
2009-05-04,10.33,11.19649289099526,-0.07738967008965236
2009-05-05,10.86,11.06649289099526,-0.018659289174014937
2009-05-06,10.73,10.606492890995261,0.011644481382681704
2009-05-07,10.27,10.69649289099526,-0.03987221749610104
