date,BDX,dcf,Deviation
2005-05-23,58.9,61.52031869776113,-0.04259273607853542
2005-05-24,58.27,61.000318697761124,-0.04475908906786308
2005-05-25,57.75,60.890318697761124,-0.051573366093690565
2005-05-26,57.64,60.65031869776112,-0.04963401285263558
2005-05-27,57.4,60.70031869776113,-0.05437069802209893
2005-05-31,57.45,60.76031869776112,-0.05448158878539744
2005-06-01,57.51,60.29031869776112,-0.04611550839031098
2005-06-02,57.04,59.65031869776112,-0.043760347886608986
2005-06-03,56.4,59.43031869776112,-0.050989440476873704
2005-06-06,56.18,59.96031869776113,-0.06304700808573727
2005-06-07,56.71,59.560318697761126,-0.04785600144661861
2005-06-08,56.31,59.27031869776113,-0.04994605669081631
2005-06-09,56.02,58.920318697761125,-0.0492244231168989
2005-06-10,55.67,59.15031869776112,-0.058838545157202216
2005-06-13,55.9,59.20031869776113,-0.055748326535376425
2005-06-14,55.95,58.250318697761124,-0.03949023368776061
2005-06-15,55.0,57.560318697761126,-0.044480620602622034
2005-06-16,54.31,56.98031869776112,-0.04686387789308799
2005-06-17,53.73,57.15031869776112,-0.05984776245692425
2005-06-20,53.9,55.95031869776113,-0.03664534439628098
2005-06-21,52.7,55.40031869776112,-0.04874193436490548
2005-06-22,52.15,54.80031869776112,-0.0483631986225912
2005-06-23,51.55,54.52031869776113,-0.05448094891424593
2005-06-24,51.27,54.82031869776113,-0.06476282484483487
2005-06-27,51.57,55.20031869776113,-0.06576626337319269
2005-06-28,51.95,55.170318697761125,-0.05837049293485064
2005-06-29,51.92,55.72031869776112,-0.06820346305581737
2005-06-30,52.47,56.20120712442735,-0.06639015984419339
2005-07-01,52.58,55.98120712442736,-0.060756230512636566
2005-07-05,52.36,55.72120712442735,-0.06032186483185231
2005-07-06,52.1,55.87120712442735,-0.06749822168740194
2005-07-07,52.25,55.95120712442735,-0.06615062149054984
2005-07-08,52.33,55.89120712442735,-0.06371676883806154
2005-07-11,52.27,55.23120712442736,-0.05361474569542202
2005-07-12,51.61,54.92120712442735,-0.06029013741314182
2005-07-13,51.3,55.73120712442736,-0.0795103381581902
2005-07-14,52.11,56.15120712442735,-0.07197008455174092
2005-07-15,52.53,55.64120712442735,-0.055915521700849014
2005-07-18,52.02,56.29120712442735,-0.07587698581389768
2005-07-19,52.67,56.97120712442735,-0.075497910989201
2005-07-20,53.35,56.90120712442735,-0.06241004899354474
2005-07-21,53.28,58.531207124427354,-0.08971636469523314
2005-07-22,54.91,57.80120712442735,-0.05001983986603453
2005-07-25,54.18,58.211207124427354,-0.06925139201821717
2005-07-26,54.59,59.19120712442735,-0.0777346391121072
2005-07-27,55.57,59.27120712442735,-0.06244527999332705
2005-07-28,55.65,58.99120712442735,-0.0566390702495696
2005-07-29,55.37,59.22120712442735,-0.06503087848810196
2005-08-01,55.6,59.27120712442735,-0.06193913204299051
2005-08-02,55.65,58.84120712442735,-0.0542342225862078
2005-08-03,55.22,57.74120712442735,-0.043663914386035674
2005-08-04,54.12,57.68120712442736,-0.06173946943837849
2005-08-05,54.06,57.82120712442735,-0.06504892082819169
2005-08-08,54.2,58.18120712442736,-0.0684277161165302
2005-08-09,54.56,57.82120712442735,-0.05640157455394268
2005-08-10,54.2,58.05120712442735,-0.06634155110974083
2005-08-11,54.43,57.93120712442736,-0.06043732382284561
2005-08-12,54.31,58.05120712442735,-0.06444667233893031
2005-08-15,54.43,57.33120712442736,-0.050604326508088326
2005-08-16,53.71,57.281207124427354,-0.06234517922553395
2005-08-17,53.66,57.48120712442736,-0.06647750309341527
2005-08-18,53.86,57.16120712442735,-0.05775257889920604
2005-08-19,53.54,57.37120712442735,-0.06677926640306142
2005-08-22,53.75,57.12120712442735,-0.05901848532514087
2005-08-23,53.5,56.56120712442735,-0.05412202603266736
2005-08-24,52.94,56.11120712442735,-0.05651646590662651
2005-08-25,52.49,56.06120712442735,-0.06370193057921647
2005-08-26,52.44,56.12120712442735,-0.06559386928840782
2005-08-29,52.5,55.51120712442735,-0.054245030515690074
2005-08-30,51.89,56.25120712442735,-0.07753090728844958
2005-08-31,52.63,56.81120712442735,-0.0735982799180751
2005-09-01,53.19,57.27120712442735,-0.07126106344433292
2005-09-02,53.65,57.56120712442735,-0.06794866403639999
2005-09-06,53.94,57.32120712442735,-0.05898701883733459
2005-09-07,53.7,57.36120712442735,-0.06382723286289105
2005-09-08,53.74,57.62120712442735,-0.06735726858422564
2005-09-09,54.0,57.95120712442735,-0.0681816189944705
2005-09-12,54.33,57.57120712442735,-0.056299099607590386
2005-09-13,53.95,57.43120712442736,-0.06061525255572564
2005-09-14,53.81,57.131207124427355,-0.05813297655682337
2005-09-15,53.51,57.45120712442735,-0.06860094542298334
2005-09-16,53.83,57.02120712442735,-0.05596526775492039
2005-09-19,53.4,56.95120712442735,-0.062355256433259676
2005-09-20,53.33,55.67120712442735,-0.04205418285963625
2005-09-21,52.05,56.01120712442735,-0.07072168817264801
2005-09-22,52.39,56.37120712442735,-0.07062483362543026
2005-09-23,52.75,56.35120712442735,-0.06390647704273011
2005-09-26,52.73,56.32120712442735,-0.06376296439267537
2005-09-27,52.7,56.631207124427355,-0.06941768194680886
2005-09-28,53.01,55.94120712442735,-0.0523979955939744
2005-09-29,52.32,56.05120712442735,-0.06656782816727735
2005-09-30,52.43,56.381207124427355,-0.07008021512748852
2005-10-03,52.76,56.711207124427354,-0.06967242146262553
2005-10-04,53.09,55.30120712442735,-0.03998478947217454
2005-10-05,51.68,55.64120712442735,-0.07119196956976737
2005-10-06,52.02,55.45120712442735,-0.06187795184923628
2005-10-07,51.83,55.08120712442736,-0.05902570575628363
2005-10-10,51.46,54.18120712442736,-0.05022418784760729
2005-10-11,50.56,54.131207124427355,-0.06597316620371108
2005-10-12,50.51,54.49120712442735,-0.07306145953670118
2005-10-13,50.87,55.04120712442735,-0.07578335109907441
2005-10-14,51.42,54.49120712442735,-0.05636151750895213
2005-10-17,50.87,54.961207124427354,-0.07443808712507394
2005-10-18,51.34,55.51120712442735,-0.07514171174620043
2005-10-19,51.89,54.87120712442735,-0.05433099216620274
2005-10-20,51.25,54.44120712442735,-0.05861749386147397
2005-10-21,50.82,55.55120712442735,-0.08516839451985392
2005-10-24,51.93,54.70120712442735,-0.050660803848875946
2005-10-25,51.08,54.17120712442735,-0.057063655925685186
2005-10-26,50.55,53.69120712442735,-0.058505056836359204
2005-10-27,50.07,54.15120712442735,-0.07536687252510643
2005-10-28,50.53,54.37120712442735,-0.07064781761487893
2005-10-31,50.75,54.42120712442735,-0.06745912702806445
2005-11-01,50.8,55.37120712442735,-0.08255567038939882
2005-11-02,51.75,59.72120712442735,-0.13347364375638926
2005-11-03,56.1,61.12120712442735,-0.08215163542508963
2005-11-04,57.5,61.86120712442735,-0.070499871036387
2005-11-07,58.24,61.40120712442735,-0.05148444586799861
2005-11-08,57.78,61.69120712442735,-0.0633997502519068
2005-11-09,58.07,62.25120712442735,-0.06716668346800059
2005-11-10,58.63,62.10120712442735,-0.055895968615752634
2005-11-11,58.48,61.60120712442735,-0.05066795392698831
2005-11-14,57.98,62.07120712442735,-0.06591151218029578
2005-11-15,58.45,62.87120712442735,-0.07032165162150317
2005-11-16,59.25,62.91120712442735,-0.0581964214609032
2005-11-17,59.29,62.91120712442735,-0.057560604699020246
2005-11-18,59.29,62.56120712442735,-0.052288107515593096
2005-11-21,58.94,62.61120712442735,-0.058634983943554375
2005-11-22,58.99,62.74120712442735,-0.059788571121814904
2005-11-23,59.12,62.72120712442735,-0.05741610038345113
2005-11-25,59.1,62.69120712442735,-0.05728406405223052
2005-11-28,59.07,62.74120712442735,-0.05851349205230738
2005-11-29,59.12,61.85120712442735,-0.04415770122211071
2005-11-30,58.23,62.10120712442735,-0.0623370672436514
2005-12-01,58.48,62.30120712442735,-0.06133439945707109
2005-12-02,58.68,61.67120712442735,-0.04850249028517173
2005-12-05,58.05,61.43120712442736,-0.055040545069850455
2005-12-06,57.81,61.00120712442735,-0.05231383565767933
2005-12-07,57.38,61.98120712442736,-0.07423551973085041
2005-12-08,58.36,61.75120712442735,-0.054917260444709126
2005-12-09,58.13,61.16120712442735,-0.049560943397677026
2005-12-12,57.54,61.711207124427354,-0.06759237614679958
2005-12-13,58.09,62.05120712442735,-0.06383771256027604
2005-12-14,58.43,62.80120712442735,-0.06960387108111987
2005-12-15,59.18,63.04120712442735,-0.06124894018615967
2005-12-16,59.42,62.91120712442735,-0.055494200222900636
2005-12-19,59.29,62.98120712442736,-0.058608072041790304
2005-12-20,59.36,63.76120712442735,-0.06902640842163765
2005-12-21,60.14,64.27120712442735,-0.06427772729442349
2005-12-22,60.65,64.34120712442734,-0.057369255091671456
2005-12-23,60.72,64.12120712442736,-0.05304340446721956
2005-12-27,60.5,64.00120712442735,-0.05470532950449691
2005-12-28,60.38,63.94120712442735,-0.05569502492340128
2005-12-29,60.32,63.70120712442735,-0.0530791687796881
2005-12-30,60.08,65.17182247039251,-0.07812920181426142
2006-01-03,60.45,66.0718224703925,-0.08508653553353551
2006-01-04,61.35,65.64182247039251,-0.06538243925705023
2006-01-05,60.92,66.77182247039251,-0.08763910065488001
2006-01-06,62.05,66.92182247039251,-0.07279871184840947
2006-01-09,62.2,67.02182247039251,-0.07194406676306941
2006-01-10,62.3,65.83182247039251,-0.05364916749769355
2006-01-11,61.11,65.6218224703925,-0.0687549095794796
2006-01-12,60.9,66.1518224703925,-0.07939044268573336
2006-01-13,61.43,65.56182247039251,-0.0630217757027488
2006-01-17,60.84,65.5418224703925,-0.07173774382786613
2006-01-18,60.82,65.22182247039251,-0.06749002563353268
2006-01-19,60.5,63.69182247039251,-0.05011353650425443
2006-01-20,58.97,63.93182247039251,-0.07761115323578305
2006-01-23,59.21,64.1818224703925,-0.07746465087815224
2006-01-24,59.46,63.83182247039251,-0.06848970155004297
2006-01-25,59.11,69.1318224703925,-0.14496684901782553
2006-01-26,64.41,68.92182247039251,-0.06546290142473687
2006-01-27,64.2,68.56182247039251,-0.06361882332220825
2006-01-30,63.84,69.52182247039251,-0.08172717958900233
2006-01-31,64.8,68.5718224703925,-0.05500542838891409
2006-02-01,63.85,68.36182247039251,-0.06599915431374836
2006-02-02,63.64,67.9918224703925,-0.06400508638060898
2006-02-03,63.27,67.7918224703925,-0.06670159180876667
2006-02-06,63.07,68.2118224703925,-0.07538022419243118
2006-02-07,63.49,68.2418224703925,-0.06963211559090665
2006-02-08,63.52,68.65182247039252,-0.07475143828273045
2006-02-09,63.93,69.05182247039251,-0.0741736030586101
2006-02-10,64.33,69.12182247039252,-0.06932430742035245
2006-02-13,64.4,69.9618224703925,-0.07949796437544543
2006-02-14,65.24,70.01182247039252,-0.06815738116816616
2006-02-15,65.29,70.2418224703925,-0.07049678234757839
2006-02-16,65.52,70.08182247039251,-0.06509280594578926
2006-02-17,65.36,69.16182247039251,-0.05496995791312509
2006-02-21,64.44,70.48182247039252,-0.08572171176377463
2006-02-22,65.76,70.1818224703925,-0.06300523860374141
2006-02-23,65.46,70.17182247039251,-0.06714693027077312
2006-02-24,65.45,70.17182247039251,-0.06728943761414752
2006-02-27,65.45,68.5718224703925,-0.045526316173679415
2006-02-28,63.85,70.03182247039251,-0.08827162070508754
2006-03-01,65.31,69.7118224703925,-0.06314312715410664
2006-03-02,64.99,69.15182247039252,-0.060183843631516964
2006-03-03,64.43,68.1818224703925,-0.05502672610462567
2006-03-06,63.46,67.41182247039251,-0.05862209810642871
2006-03-07,62.69,67.52182247039251,-0.07155942025278128
2006-03-08,62.8,67.58182247039251,-0.0707560449777368
2006-03-09,62.86,67.6018224703925,-0.07014341177664662
2006-03-10,62.88,68.3218224703925,-0.07964984354377747
2006-03-13,63.6,68.95182247039251,-0.07761683852070123
2006-03-14,64.23,68.73182247039252,-0.06549837191254104
2006-03-15,64.01,68.7918224703925,-0.06951149567887316
2006-03-16,64.07,68.72182247039251,-0.06769061563227119
2006-03-17,64.0,68.8218224703925,-0.07006240604085834
2006-03-20,64.1,68.0718224703925,-0.05834752657195319
2006-03-21,63.35,69.3218224703925,-0.08614635705723228
2006-03-22,64.6,68.22182247039251,-0.05308891406359517
2006-03-23,63.5,67.8518224703925,-0.06413714933436676
2006-03-24,63.13,67.66182247039251,-0.06697754073023299
2006-03-27,62.94,68.28182247039251,-0.07823198440124779
2006-03-28,63.56,67.91182247039251,-0.06408048425279367
2006-03-29,63.19,66.58182247039251,-0.050942169267006454
2006-03-30,61.86,66.30182247039251,-0.06699397248659389
2006-03-31,61.58,65.22267025792256,-0.05584975658797242
2006-04-03,62.07,65.81267025792256,-0.05686853676130876
2006-04-04,62.66,66.53267025792258,-0.058207046897556736
2006-04-05,63.38,66.27267025792256,-0.04364801126414175
2006-04-06,63.12,66.71267025792257,-0.05385289247204006
2006-04-07,63.56,66.11267025792257,-0.03861090843803383
2006-04-10,62.96,65.96267025792257,-0.045520750542416444
2006-04-11,62.81,66.00267025792257,-0.048371834737085395
2006-04-12,62.85,65.64267025792256,-0.04254352004495898
2006-04-13,62.49,65.31267025792256,-0.043217805163618506
2006-04-17,62.16,66.45267025792256,-0.06459740806895253
2006-04-18,63.3,67.34267025792256,-0.06003133291921947
2006-04-19,64.19,67.61267025792256,-0.05062172881008953
2006-04-20,64.46,67.93267025792255,-0.05111929568994922
2006-04-21,64.78,68.43267025792255,-0.05337611763731631
2006-04-24,65.28,66.94267025792257,-0.02483722641353403
2006-04-25,63.79,65.10267025792257,-0.02016307860679223
2006-04-26,61.95,65.72267025792256,-0.05740287549360157
2006-04-27,62.57,66.19267025792257,-0.054729175357432824
2006-04-28,63.04,65.27267025792256,-0.034205284525671176
2006-05-01,62.12,65.15267025792257,-0.04654713683901235
2006-05-02,62.0,65.19267025792257,-0.048972840739478385
2006-05-03,62.04,65.38267025792257,-0.051124713088901874
2006-05-04,62.23,65.78267025792258,-0.05400617281106357
2006-05-05,62.63,66.18267025792257,-0.05367976607890468
2006-05-08,63.03,65.07267025792257,-0.03139060145874173
2006-05-09,61.92,64.46267025792257,-0.03944407279048556
2006-05-10,61.31,64.30267025792256,-0.046540372987913914
2006-05-11,61.15,64.56267025792256,-0.0528582576323009
2006-05-12,61.41,65.30267025792256,-0.05960966439117854
2006-05-15,62.15,64.52267025792256,-0.036772660654589395
2006-05-16,61.37,63.88267025792257,-0.03933258030351283
2006-05-17,60.73,63.35267025792257,-0.0413979434054651
2006-05-18,60.2,63.24267025792257,-0.048111033982493834
2006-05-19,60.09,63.52267025792256,-0.054038506945391473
2006-05-22,60.37,63.122670257922564,-0.04360826699306308
2006-05-23,59.97,63.002670257922574,-0.04813558291271336
2006-05-24,59.85,63.86267025792257,-0.06283279796658314
2006-05-25,60.71,64.35267025792257,-0.05660480355085362
2006-05-26,61.2,63.012670257922565,-0.02876675834404363
2006-05-30,59.86,63.582670257922565,-0.05854850453467253
2006-05-31,60.43,64.45267025792256,-0.062412778893797594
2006-06-01,61.3,64.02267025792256,-0.042526658868709655
2006-06-02,60.87,63.35267025792257,-0.03918809180126237
2006-06-05,60.2,63.792670257922566,-0.05631791620254967
2006-06-06,60.64,63.31267025792256,-0.04221382934939666
2006-06-07,60.16,62.92267025792257,-0.04390580130497124
2006-06-08,59.77,62.67267025792257,-0.04631476919647659
2006-06-09,59.52,61.462670257922575,-0.03160731952859075
2006-06-12,58.31,62.212670257922575,-0.0627311163745713
2006-06-13,59.06,62.692670257922565,-0.05794409845644588
2006-06-14,59.54,63.93267025792257,-0.06870775520874206
2006-06-15,60.78,64.21267025792257,-0.053457833853265746
2006-06-16,61.06,63.332670257922565,-0.03588464292863547
2006-06-19,60.18,63.472670257922566,-0.051875401563266976
2006-06-20,60.32,64.19267025792257,-0.06032885440599989
2006-06-21,61.04,62.792670257922566,-0.027912019838038815
2006-06-22,59.64,63.20267025792256,-0.05636898319934469
2006-06-23,60.05,62.872670257922564,-0.04489502746333385
2006-06-26,59.72,62.662670257922564,-0.04696049890326082
2006-06-27,59.51,62.652670257922566,-0.0501601966043127
2006-06-28,59.5,64.06267025792256,-0.0712219805942026
2006-06-29,60.91,64.28267025792258,-0.052466243925312184
2006-06-30,61.13,64.62738783665569,-0.05411618748223668
2006-07-03,61.71,63.847387836655685,-0.03347651186801692
2006-07-05,60.93,63.81738783665569,-0.04524453185150934
2006-07-06,60.9,62.98738783665569,-0.033139774617561346
2006-07-07,60.07,62.77738783665569,-0.04312679979135492
2006-07-10,59.86,63.68738783665569,-0.06009648011427482
2006-07-11,60.77,62.85738783665569,-0.033208313429760605
2006-07-12,59.94,61.757387836655695,-0.029427861189054383
2006-07-13,58.84,61.77738783665569,-0.04754794496041781
2006-07-14,58.86,62.66738783665569,-0.06075548970669975
2006-07-17,59.75,61.85738783665569,-0.034068490609732605
2006-07-18,58.94,64.6173878366557,-0.08786161166105
2006-07-19,61.7,64.34738783665568,-0.041142118206507705
2006-07-20,61.43,64.53738783665568,-0.04814864593715029
2006-07-21,61.62,65.68738783665569,-0.06192037726892152
2006-07-24,62.77,65.51738783665569,-0.04193372061024958
2006-07-25,62.6,66.17738783665568,-0.05405755581476979
2006-07-26,63.26,65.40738783665569,-0.03283096768851923
2006-07-27,62.49,68.32738783665569,-0.08543262111249761
2006-07-28,65.41,68.8373878366557,-0.04978962660216779
2006-07-31,65.92,68.32738783665569,-0.03523313144080409
2006-08-01,65.41,68.46738783665567,-0.04465465871065166
2006-08-02,65.55,68.65738783665569,-0.04525933675263827
2006-08-03,65.74,68.91738783665569,-0.046104298732078663
2006-08-04,66.0,68.5973878366557,-0.03786423825409513
2006-08-07,65.68,69.47738783665568,-0.05465645665296881
2006-08-08,66.56,69.22738783665568,-0.03853081735438968
2006-08-09,66.31,69.48738783665569,-0.045726108515185215
2006-08-10,66.57,69.23738783665569,-0.038525252323911685
2006-08-11,66.32,69.4373878366557,-0.04489494685469797
2006-08-14,66.52,69.12738783665567,-0.03771859342952166
2006-08-15,66.21,69.7773878366557,-0.05112527062501582
2006-08-16,66.86,70.73738783665569,-0.05481383968558773
2006-08-17,67.82,71.4273878366557,-0.05050426658336282
2006-08-18,68.51,71.72738783665568,-0.04485577871569246
2006-08-21,68.81,71.8473878366557,-0.04227554999718519
2006-08-22,68.93,71.73738783665569,-0.03913423559620033
2006-08-23,68.82,72.55738783665569,-0.051509404460224895
2006-08-24,69.64,71.86738783665571,-0.030993026234907073
2006-08-25,68.95,71.76738783665569,-0.03925721586897002
2006-08-28,68.85,72.05738783665568,-0.04451157518957527
2006-08-29,69.14,72.1873878366557,-0.0422149620311969
2006-08-30,69.27,72.61738783665568,-0.04609623034341637
2006-08-31,69.7,73.11738783665568,-0.046738374246767744
2006-09-01,70.2,72.66738783665569,-0.03395454150907373
2006-09-05,69.75,71.51738783665569,-0.024712701206206833
2006-09-06,68.6,71.0973878366557,-0.0351262952500222
2006-09-07,68.18,71.51738783665569,-0.046665404562568846
2006-09-08,68.6,72.82738783665569,-0.05804667669994268
2006-09-11,69.91,72.68738783665569,-0.0382100377977137
2006-09-12,69.77,72.32738783665569,-0.03535849853213702
2006-09-13,69.41,71.54738783665567,-0.02987373685165673
2006-09-14,68.63,71.99738783665569,-0.04677097236215666
2006-09-15,69.08,71.29738783665567,-0.03110054805564233
2006-09-18,68.38,71.36738783665571,-0.04185928513305248
2006-09-19,68.45,72.0073878366557,-0.04940309520358388
2006-09-20,69.09,71.8473878366557,-0.03837840065841491
2006-09-21,68.93,71.82738783665569,-0.04033820418535472
2006-09-22,68.91,72.1873878366557,-0.04540111416791692
2006-09-25,69.27,71.80738783665568,-0.03533602757459475
2006-09-26,68.89,71.99738783665569,-0.043159730235013294
2006-09-27,69.08,72.3173878366557,-0.04476638238051456
2006-09-28,69.4,73.5873878366557,-0.05690360753055357
2006-09-29,70.67,,
2006-10-02,70.08,,
2006-10-03,70.54,,
2006-10-04,71.15,,
2006-10-05,71.29,,
2006-10-06,71.82,,
2006-10-09,72.32,,
2006-10-10,72.82,,
2006-10-11,72.7,,
2006-10-12,73.79,,
2006-10-13,73.58,,
2006-10-16,72.64,,
2006-10-17,71.89,,
2006-10-18,72.73,,
2006-10-19,72.31,,
2006-10-20,72.19,,
2006-10-23,72.02,,
2006-10-24,71.28,,
2006-10-25,70.86,,
2006-10-26,70.87,,
2006-10-27,70.69,,
2006-10-30,70.54,,
2006-10-31,70.03,,
2006-11-01,68.81,,
2006-11-02,70.38,,
2006-11-03,70.52,,
2006-11-06,72.41,,
2006-11-07,73.57,,
2006-11-08,72.26,,
2006-11-09,71.38,,
2006-11-10,71.18,,
2006-11-13,71.02,,
2006-11-14,71.15,,
2006-11-15,70.68,,
2006-11-16,71.38,,
2006-11-17,71.24,,
2006-11-20,71.25,,
2006-11-21,71.72,,
2006-11-22,71.99,,
2006-11-24,71.02,,
2006-11-27,70.16,,
2006-11-28,70.96,,
2006-11-29,72.0,,
2006-11-30,71.72,,
2006-12-01,71.7,,
2006-12-04,72.45,,
2006-12-05,72.13,,
2006-12-06,72.5,,
2006-12-07,73.03,,
2006-12-08,72.88,,
2006-12-11,72.67,,
2006-12-12,72.55,,
2006-12-13,72.49,,
2006-12-14,72.83,,
2006-12-15,71.98,,
2006-12-18,72.05,,
2006-12-19,71.67,,
2006-12-20,71.35,,
2006-12-21,71.31,,
2006-12-22,70.89,,
2006-12-26,70.54,,
2006-12-27,70.63,,
2006-12-28,70.47,,
2006-12-29,70.15,72.40870401465719,-0.031193819104951337
2007-01-03,70.43,71.82870401465718,-0.01947277253355084
2007-01-04,69.85,71.97870401465718,-0.029574080886809462
2007-01-05,70.0,72.4287040146572,-0.033532341185694925
2007-01-08,70.45,73.20870401465719,-0.03768273256285015
2007-01-09,71.23,73.73870401465719,-0.034021536561837595
2007-01-10,71.76,74.20870401465719,-0.032997531046675244
2007-01-11,72.23,73.94870401465718,-0.023241840916056078
2007-01-12,71.97,74.51870401465719,-0.03420220531688101
2007-01-16,72.54,74.72870401465718,-0.029288665493621968
2007-01-17,72.75,75.85870401465718,-0.04098018882653898
2007-01-18,73.88,75.96870401465718,-0.02749426940670452
2007-01-19,73.99,75.43870401465718,-0.019203723520697102
2007-01-22,73.46,75.88870401465718,-0.03200349836239269
2007-01-23,73.91,77.12870401465719,-0.04173159727985998
2007-01-24,75.15,76.58870401465718,-0.01878480688721207
2007-01-25,74.61,76.45870401465719,-0.024179117845141485
2007-01-26,74.48,76.68870401465718,-0.028800904162300522
2007-01-29,74.71,78.82870401465718,-0.052248785085840854
2007-01-30,76.85,78.91870401465718,-0.026213101703659203
2007-01-31,76.94,79.38870401465718,-0.03084448908757964
2007-02-01,77.41,79.10870401465718,-0.02147303556309621
2007-02-02,77.13,79.32870401465718,-0.027716373814085427
2007-02-05,77.35,79.60870401465718,-0.028372576122346116
2007-02-06,77.63,79.9287040146572,-0.028759430582480983
2007-02-07,77.95,80.11870401465718,-0.027068635736549496
2007-02-08,78.14,79.47870401465718,-0.0168435561607837
2007-02-09,77.5,78.77870401465718,-0.016231594955145145
2007-02-12,76.8,78.78870401465718,-0.02524097888813126
2007-02-13,76.81,79.33870401465718,-0.03187226267510024
2007-02-14,77.36,79.43870401465718,-0.026167395861262266
2007-02-15,77.46,79.90870401465719,-0.03064377084889336
2007-02-16,77.93,79.47870401465718,-0.01948577337611812
2007-02-20,77.5,79.38870401465718,-0.02379058882619467
2007-02-21,77.41,79.4287040146572,-0.025415295889565148
2007-02-22,77.45,79.55870401465718,-0.026505007098515443
2007-02-23,77.58,79.18870401465718,-0.020314816799621105
2007-02-26,77.21,76.76870401465719,0.005748383941176716
2007-02-27,74.79,77.9287040146572,-0.04027660993909066
2007-02-28,75.95,77.79870401465718,-0.023762658235397804
2007-03-01,75.82,76.84870401465719,-0.01338609450669448
2007-03-02,74.87,75.95870401465719,-0.014332840834766047
2007-03-05,73.98,76.49870401465719,-0.03292479326413955
2007-03-06,74.52,76.12870401465719,-0.021131372660008307
2007-03-07,74.15,76.89870401465718,-0.035744477750018544
2007-03-08,74.92,76.97870401465718,-0.02674381234406331
2007-03-09,75.0,76.48870401465719,-0.0194630571119615
2007-03-12,74.51,75.45870401465719,-0.012572492823000325
2007-03-13,73.48,76.52870401465718,-0.0398373924387021
2007-03-14,74.55,76.51870401465719,-0.025728402486796975
2007-03-15,74.54,76.37870401465719,-0.024073516805212303
2007-03-16,74.4,76.83870401465718,-0.031737963906731004
2007-03-19,74.86,77.09870401465719,-0.02903685662772737
2007-03-20,75.12,77.90870401465719,-0.0357945116649937
2007-03-21,75.93,77.83870401465718,-0.024521271760868046
2007-03-22,75.86,77.34870401465719,-0.019246657505406772
2007-03-23,75.37,77.3187040146572,-0.025203526617411764
2007-03-26,75.34,77.30870401465718,-0.025465489814496478
2007-03-27,75.33,77.13870401465718,-0.023447425488422824
2007-03-28,75.16,78.08870401465718,-0.03750483570719099
2007-03-29,76.11,78.86870401465718,-0.0349784372536982
2007-03-30,76.89,79.48372326735107,-0.03263213096632167
2007-04-02,77.9,80.47372326735105,-0.0319821571918647
2007-04-03,78.89,80.48372326735107,-0.019801808398662524
2007-04-04,78.9,80.00372326735105,-0.013795898769144666
2007-04-05,78.42,79.48372326735107,-0.013382906884886747
2007-04-09,77.9,79.51372326735107,-0.020294902578328555
2007-04-10,77.93,79.85372326735104,-0.024090589500885162
2007-04-11,78.27,80.04372326735106,-0.02215942980846497
2007-04-12,78.46,79.86372326735106,-0.017576481660540377
2007-04-13,78.28,80.33372326735106,-0.02556489583479482
2007-04-16,78.75,80.19372326735106,-0.0180029459729405
2007-04-17,78.61,79.63372326735106,-0.012855398760072467
2007-04-18,78.05,79.60372326735104,-0.019518223565156978
2007-04-19,78.02,80.63372326735106,-0.03241476594953874
2007-04-20,79.05,80.07372326735104,-0.01278475916416455
2007-04-23,78.49,79.69372326735106,-0.015104367295187049
2007-04-24,78.11,80.11372326735106,-0.025010986702794336
2007-04-25,78.53,79.49372326735106,-0.01212326241293149
2007-04-26,77.91,80.24372326735106,-0.02908293848200072
2007-04-27,78.66,80.27372326735104,-0.020102758432875456
2007-04-30,78.69,81.21372326735106,-0.031075083936776382
2007-05-01,79.63,82.45372326735105,-0.03424615839596845
2007-05-02,80.87,81.91372326735106,-0.012741738816395065
2007-05-03,80.33,81.36372326735106,-0.012704965134822777
2007-05-04,79.78,81.35372326735104,-0.019344207052200302
2007-05-07,79.77,80.86372326735106,-0.01352551209811359
2007-05-08,79.28,81.04372326735106,-0.021762614009388392
2007-05-09,79.46,79.65372326735104,-0.0024320679486736774
2007-05-10,78.07,79.86372326735106,-0.02245980019421856
2007-05-11,78.28,79.17372326735105,-0.011288129829806759
2007-05-14,77.59,79.63372326735106,-0.025664042612823068
2007-05-15,78.05,80.28372326735106,-0.02782286591159444
2007-05-16,78.7,79.02372326735104,-0.004096532711522993
2007-05-17,77.44,79.37372326735105,-0.024362259797713892
2007-05-18,77.79,78.56372326735107,-0.00984835284241925
2007-05-21,76.98,78.49372326735106,-0.019284640915749218
2007-05-22,76.91,78.62372326735105,-0.02179651632019175
2007-05-23,77.04,78.74372326735106,-0.02163630568453767
2007-05-24,77.16,78.71372326735106,-0.01973891213446788
2007-05-25,77.13,78.16372326735106,-0.013225102696494129
2007-05-29,76.58,78.02372326735104,-0.018503644877392977
2007-05-30,76.44,77.83372326735106,-0.01790641907960333
2007-05-31,76.25,77.60372326735104,-0.017444050495971197
2007-06-01,76.02,77.67372326735105,-0.02129063984301327
2007-06-04,76.09,77.12372326735105,-0.013403440907120423
2007-06-05,75.54,76.35372326735104,-0.010657283397979223
2007-06-06,74.77,76.05372326735105,-0.016879163993567925
2007-06-07,74.47,76.96372326735106,-0.03240128155817701
2007-06-08,75.38,76.58372326735106,-0.01571774283092653
2007-06-11,75.0,76.02372326735104,-0.01346583965311643
2007-06-12,74.44,75.91372326735106,-0.019413133804028315
