date,FLS,dcf,Deviation
1995-04-03,7.08,,
1995-04-04,7.04,,
1995-04-05,7.17,,
1995-04-06,7.17,,
1995-04-07,7.0,,
1995-04-10,7.04,,
1995-04-11,7.0,,
1995-04-12,7.04,,
1995-04-13,7.0,,
1995-04-17,7.21,,
1995-04-18,7.33,,
1995-04-19,7.29,,
1995-04-20,7.27,,
1995-04-21,7.83,,
1995-04-24,7.25,,
1995-04-25,7.25,,
1995-04-26,7.21,,
1995-04-27,7.21,,
1995-04-28,7.23,,
1995-05-01,7.21,,
1995-05-02,7.21,,
1995-05-03,7.21,,
1995-05-04,7.1,,
1995-05-05,7.1,,
1995-05-08,7.08,,
1995-05-09,7.08,,
1995-05-10,7.0,,
1995-05-11,7.0,,
1995-05-12,7.02,,
1995-05-15,7.0,,
1995-05-16,7.0,,
1995-05-17,6.94,,
1995-05-18,6.96,,
1995-05-19,6.96,,
1995-05-22,7.0,,
1995-05-23,7.13,,
1995-05-24,7.0,,
1995-05-25,7.17,,
1995-05-26,7.08,,
1995-05-30,6.9,,
1995-05-31,7.0,,
1995-06-01,6.88,,
1995-06-02,6.88,,
1995-06-05,6.88,,
1995-06-06,7.04,,
1995-06-07,7.13,,
1995-06-08,7.0,,
1995-06-09,7.02,,
1995-06-12,7.0,,
1995-06-13,7.02,,
1995-06-14,7.08,,
1995-06-15,7.31,,
1995-06-16,7.46,,
1995-06-19,7.33,,
1995-06-20,7.33,,
1995-06-21,7.33,,
1995-06-22,7.5,,
1995-06-23,7.42,,
1995-06-26,7.25,,
1995-06-27,7.42,,
1995-06-28,7.42,,
1995-06-29,7.25,,
1995-06-30,7.5,,
1995-07-03,7.5,,
1995-07-05,7.56,,
1995-07-06,7.46,,
1995-07-07,7.79,,
1995-07-10,7.83,,
1995-07-11,8.08,,
1995-07-12,8.13,,
1995-07-13,8.17,,
1995-07-14,8.0,,
1995-07-17,8.25,,
1995-07-18,8.0,,
1995-07-19,7.92,,
1995-07-20,7.88,,
1995-07-21,7.92,,
1995-07-24,7.92,,
1995-07-25,7.92,,
1995-07-26,8.58,,
1995-07-27,8.5,,
1995-07-28,8.5,,
1995-07-31,8.5,,
1995-08-01,8.33,,
1995-08-02,8.46,,
1995-08-03,8.17,,
1995-08-04,8.33,,
1995-08-07,8.33,,
1995-08-08,8.29,,
1995-08-09,8.33,,
1995-08-10,8.29,,
1995-08-11,8.42,,
1995-08-14,8.25,,
1995-08-15,8.42,,
1995-08-16,8.25,,
1995-08-17,8.33,,
1995-08-18,8.29,,
1995-08-21,8.42,,
1995-08-22,8.21,,
1995-08-23,8.25,,
1995-08-24,8.13,,
1995-08-25,8.38,,
1995-08-28,8.44,,
1995-08-29,8.46,,
1995-08-30,8.5,,
1995-08-31,8.5,,
1995-09-01,8.38,,
1995-09-05,8.58,,
1995-09-06,8.75,,
1995-09-07,9.5,,
1995-09-08,9.17,,
1995-09-11,9.46,,
1995-09-12,9.42,,
1995-09-13,9.96,,
1995-09-14,9.58,,
1995-09-15,9.71,,
1995-09-18,9.63,,
1995-09-19,9.52,,
1995-09-20,9.56,,
1995-09-21,9.5,,
1995-09-22,9.58,,
1995-09-25,9.5,,
1995-09-26,9.46,,
1995-09-27,9.58,,
1995-09-28,9.58,,
1995-09-29,9.75,,
1995-10-02,9.75,,
1995-10-03,9.54,,
1995-10-04,9.56,,
1995-10-05,9.52,,
1995-10-06,9.52,,
1995-10-09,9.29,,
1995-10-10,9.02,,
1995-10-11,9.04,,
1995-10-12,9.17,,
1995-10-13,9.18,,
1995-10-16,9.46,,
1995-10-17,9.63,,
1995-10-18,9.42,,
1995-10-19,9.19,,
1995-10-20,9.08,,
1995-10-23,8.92,,
1995-10-24,9.33,,
1995-10-25,9.42,,
1995-10-26,9.04,,
1995-10-27,9.08,,
1995-10-30,9.0,,
1995-10-31,8.92,,
1995-11-01,8.96,,
1995-11-02,9.04,,
1995-11-03,9.0,,
1995-11-06,9.17,,
1995-11-07,9.0,,
1995-11-08,9.08,,
1995-11-09,9.08,,
1995-11-10,9.17,,
1995-11-13,9.08,,
1995-11-14,9.04,,
1995-11-15,9.04,,
1995-11-16,9.08,,
1995-11-17,9.0,,
1995-11-20,9.33,,
1995-11-21,9.42,,
1995-11-22,9.58,,
1995-11-24,9.5,,
1995-11-27,9.67,,
1995-11-28,9.67,,
1995-11-29,9.46,,
1995-11-30,9.58,,
1995-12-01,9.25,,
1995-12-04,9.21,,
1995-12-05,9.25,,
1995-12-06,9.25,,
1995-12-07,9.17,,
1995-12-08,9.13,,
1995-12-11,9.0,,
1995-12-12,8.79,,
1995-12-13,8.9,,
1995-12-14,8.75,,
1995-12-15,8.42,,
1995-12-18,8.0,,
1995-12-19,7.94,,
1995-12-20,7.92,,
1995-12-21,7.96,,
1995-12-22,7.95,,
1995-12-26,7.71,,
1995-12-27,7.63,,
1995-12-28,7.71,,
1995-12-29,7.79,,
1996-01-02,8.38,,
1996-01-03,8.75,,
1996-01-04,8.67,,
1996-01-05,8.67,,
1996-01-08,8.58,,
1996-01-09,8.58,,
1996-01-10,8.38,,
1996-01-11,8.42,,
1996-01-12,8.42,,
1996-01-15,8.17,,
1996-01-16,8.0,,
1996-01-17,7.58,,
1996-01-18,7.52,,
1996-01-19,7.58,,
1996-01-22,7.5,,
1996-01-23,7.08,,
1996-01-24,7.17,,
1996-01-25,7.13,,
1996-01-26,6.92,,
1996-01-29,7.0,,
1996-01-30,7.08,,
1996-01-31,7.67,,
1996-02-01,7.5,,
1996-02-02,7.67,,
1996-02-05,7.54,,
1996-02-06,7.5,,
1996-02-07,7.5,,
1996-02-08,7.5,,
1996-02-09,8.42,,
1996-02-12,8.54,,
1996-02-13,8.54,,
1996-02-14,8.5,,
1996-02-15,8.54,,
1996-02-16,8.5,,
1996-02-20,8.38,,
1996-02-21,8.38,,
1996-02-22,8.75,,
1996-02-23,9.08,,
1996-02-26,9.08,,
1996-02-27,9.15,,
1996-02-28,9.08,,
1996-02-29,9.08,,
1996-03-01,8.92,,
1996-03-04,9.15,,
1996-03-05,9.08,,
1996-03-06,9.33,,
1996-03-07,9.25,,
1996-03-08,8.58,,
1996-03-11,9.13,,
1996-03-12,9.67,,
1996-03-13,9.54,,
1996-03-14,9.58,,
1996-03-15,9.5,,
1996-03-18,9.46,,
1996-03-19,9.33,,
1996-03-20,9.33,,
1996-03-21,9.54,,
1996-03-22,9.52,,
1996-03-25,9.46,,
1996-03-26,9.08,,
1996-03-27,9.17,,
1996-03-28,9.17,,
1996-03-29,9.17,,
1996-04-01,8.79,,
1996-04-02,9.1,,
1996-04-03,8.96,,
1996-04-04,8.83,,
1996-04-08,8.5,,
1996-04-09,8.52,,
1996-04-10,8.58,,
1996-04-11,8.46,,
1996-04-12,8.58,,
1996-04-15,8.67,,
1996-04-16,9.08,,
1996-04-17,9.21,,
1996-04-18,9.33,,
1996-04-19,9.13,,
1996-04-22,9.17,,
1996-04-23,9.08,,
1996-04-24,9.08,,
1996-04-25,8.67,,
1996-04-26,8.83,,
1996-04-29,8.75,,
1996-04-30,8.75,,
1996-05-01,8.58,,
1996-05-02,8.21,,
1996-05-03,8.04,,
1996-05-06,8.08,,
1996-05-07,8.67,,
1996-05-08,8.75,,
1996-05-09,8.92,,
1996-05-10,9.08,,
1996-05-13,9.25,,
1996-05-14,9.25,,
1996-05-15,9.38,,
1996-05-16,9.25,,
1996-05-17,9.33,,
1996-05-20,9.42,,
1996-05-21,9.33,,
1996-05-22,9.58,,
1996-05-23,9.42,,
1996-05-24,9.42,,
1996-05-28,9.29,,
1996-05-29,9.38,,
1996-05-30,9.25,,
1996-05-31,9.42,,
1996-06-03,9.67,,
1996-06-04,9.67,,
1996-06-05,9.17,,
1996-06-06,8.42,,
1996-06-07,8.67,,
1996-06-10,8.79,,
1996-06-11,8.67,,
1996-06-12,8.5,,
1996-06-13,8.33,,
1996-06-14,8.13,,
1996-06-17,7.67,,
1996-06-18,7.83,,
1996-06-19,7.88,,
1996-06-20,7.83,,
1996-06-21,7.92,,
1996-06-24,8.33,,
1996-06-25,8.33,,
1996-06-26,7.92,,
1996-06-27,7.96,,
1996-06-28,8.0,,
1996-07-01,8.08,,
1996-07-02,8.25,,
1996-07-03,8.08,,
1996-07-05,8.13,,
1996-07-08,8.02,,
1996-07-09,8.1,,
1996-07-10,7.97,,
1996-07-11,8.0,,
1996-07-12,7.75,,
1996-07-15,7.42,,
1996-07-16,7.33,,
1996-07-17,7.19,,
1996-07-18,7.21,,
1996-07-19,7.0,,
1996-07-22,6.92,,
1996-07-23,6.42,,
1996-07-24,6.75,,
1996-07-25,7.25,,
1996-07-26,7.15,,
1996-07-29,7.5,,
1996-07-30,7.83,,
1996-07-31,7.67,,
1996-08-01,7.73,,
1996-08-02,7.75,,
1996-08-05,7.79,,
1996-08-06,7.96,,
1996-08-07,7.96,,
1996-08-08,7.88,,
1996-08-09,7.94,,
1996-08-12,8.17,,
1996-08-13,8.25,,
1996-08-14,8.42,,
1996-08-15,8.25,,
1996-08-16,8.25,,
1996-08-19,8.27,,
1996-08-20,8.38,,
1996-08-21,8.42,,
1996-08-22,8.46,,
1996-08-23,8.58,,
1996-08-26,8.54,,
1996-08-27,8.83,,
1996-08-28,8.75,,
1996-08-29,8.79,,
1996-08-30,9.0,,
1996-09-03,8.75,,
1996-09-04,8.54,,
1996-09-05,8.58,,
1996-09-06,8.54,,
1996-09-09,8.13,,
1996-09-10,8.08,,
1996-09-11,8.04,,
1996-09-12,8.54,,
1996-09-13,8.54,,
1996-09-16,8.46,,
1996-09-17,8.67,,
1996-09-18,8.83,,
1996-09-19,8.81,,
1996-09-20,8.92,,
1996-09-23,8.92,,
1996-09-24,8.96,,
1996-09-25,9.07,,
1996-09-26,9.08,,
1996-09-27,9.13,,
1996-09-30,8.83,,
1996-10-01,8.96,,
1996-10-02,9.19,,
1996-10-03,9.29,,
1996-10-04,9.35,,
1996-10-07,9.21,,
1996-10-08,9.08,,
1996-10-09,9.02,,
1996-10-10,8.83,,
1996-10-11,9.0,,
1996-10-14,9.0,,
1996-10-15,8.92,,
1996-10-16,9.04,,
1996-10-17,9.04,,
1996-10-18,9.0,,
1996-10-21,8.88,,
1996-10-22,8.92,,
1996-10-23,8.83,,
1996-10-24,9.0,,
1996-10-25,8.88,,
1996-10-28,8.92,,
1996-10-29,8.92,,
1996-10-30,9.0,,
1996-10-31,8.92,,
1996-11-01,9.0,,
1996-11-04,9.0,,
1996-11-05,8.92,,
1996-11-06,8.67,,
1996-11-07,8.63,,
1996-11-08,8.92,,
1996-11-11,9.04,,
1996-11-12,9.08,,
1996-11-13,9.0,,
1996-11-14,8.92,,
1996-11-15,8.92,,
1996-11-18,9.13,,
1996-11-19,8.92,,
1996-11-20,9.08,,
1996-11-21,8.92,,
1996-11-22,8.71,,
1996-11-25,8.71,,
1996-11-26,9.0,,
1996-11-27,9.08,,
1996-11-29,9.0,,
1996-12-02,9.08,,
1996-12-03,9.1,,
1996-12-04,9.0,,
1996-12-05,9.02,,
1996-12-06,9.0,,
1996-12-09,9.08,,
1996-12-10,9.08,,
1996-12-11,8.98,,
1996-12-12,9.02,,
1996-12-13,9.0,,
1996-12-16,8.96,,
1996-12-17,8.92,,
1996-12-18,9.04,,
1996-12-19,9.0,,
1996-12-20,9.0,,
1996-12-23,8.79,,
1996-12-24,8.83,,
1996-12-26,8.79,,
1996-12-27,8.92,,
1996-12-30,8.96,,
1996-12-31,9.04,,
1997-01-02,8.79,,
1997-01-03,8.83,,
1997-01-06,8.75,,
1997-01-07,8.77,,
1997-01-08,8.83,,
1997-01-09,8.75,,
1997-01-10,8.44,,
1997-01-13,8.5,,
1997-01-14,8.63,,
1997-01-15,8.69,,
1997-01-16,8.63,,
1997-01-17,8.83,,
1997-01-20,8.75,,
1997-01-21,9.0,,
1997-01-22,8.88,,
1997-01-23,8.85,,
1997-01-24,8.79,,
1997-01-27,8.83,,
1997-01-28,8.96,,
1997-01-29,8.83,,
1997-01-30,8.83,,
1997-01-31,8.85,,
1997-02-03,8.83,,
1997-02-04,8.71,,
1997-02-05,8.6,,
1997-02-06,8.6,,
1997-02-07,8.75,,
1997-02-10,7.94,,
1997-02-11,7.54,,
1997-02-12,8.0,,
1997-02-13,8.1,,
1997-02-14,7.92,,
1997-02-18,8.17,,
1997-02-19,8.08,,
1997-02-20,8.0,,
1997-02-21,8.0,,
1997-02-24,8.0,,
1997-02-25,7.83,,
1997-02-26,7.58,,
1997-02-27,7.63,,
1997-02-28,7.46,,
1997-03-03,7.54,,
1997-03-04,7.5,,
1997-03-05,7.58,,
1997-03-06,7.56,,
1997-03-07,7.65,,
1997-03-10,7.67,,
1997-03-11,7.71,,
1997-03-12,7.88,,
1997-03-13,7.79,,
1997-03-14,7.83,,
1997-03-17,7.92,,
1997-03-18,7.88,,
1997-03-19,7.79,,
1997-03-20,7.79,,
1997-03-21,7.79,,
1997-03-24,7.79,,
1997-03-25,7.63,,
1997-03-26,7.71,,
1997-03-27,7.46,,
1997-03-31,7.33,,
1997-04-01,7.46,,
1997-04-02,7.42,,
1997-04-03,7.27,,
1997-04-04,7.23,,
1997-04-07,7.21,,
1997-04-08,7.29,,
1997-04-09,7.35,,
1997-04-10,7.38,,
1997-04-11,7.25,,
1997-04-14,7.33,,
1997-04-15,7.33,,
1997-04-16,7.5,,
1997-04-17,7.54,,
1997-04-18,7.58,,
1997-04-21,7.58,,
1997-04-22,7.83,,
1997-04-23,7.79,,
1997-04-24,8.13,,
1997-04-25,8.13,,
1997-04-28,8.13,,
1997-04-29,8.25,,
1997-04-30,8.29,,
1997-05-01,8.5,,
1997-05-02,8.83,,
1997-05-05,8.88,,
1997-05-06,8.58,,
1997-05-07,8.67,,
1997-05-08,8.69,,
1997-05-09,8.63,,
1997-05-12,8.71,,
1997-05-13,8.75,,
1997-05-14,8.79,,
1997-05-15,8.88,,
1997-05-16,8.96,,
1997-05-19,8.88,,
1997-05-20,8.83,,
1997-05-21,9.04,,
1997-05-22,9.13,,
1997-05-23,9.13,,
1997-05-27,9.13,,
1997-05-28,9.13,,
1997-05-29,9.17,,
1997-05-30,9.42,,
1997-06-02,9.29,,
1997-06-03,9.33,,
1997-06-04,9.21,,
1997-06-05,9.13,,
1997-06-06,9.31,,
1997-06-09,9.23,,
1997-06-10,9.25,,
1997-06-11,9.33,,
1997-06-12,9.25,,
1997-06-13,9.54,,
1997-06-16,9.56,,
1997-06-17,9.79,,
1997-06-18,9.67,,
1997-06-19,9.83,,
1997-06-20,9.79,,
1997-06-23,9.79,,
1997-06-24,9.79,,
1997-06-25,9.77,,
1997-06-26,9.75,,
1997-06-27,9.79,,
1997-06-30,9.75,,
1997-07-01,9.79,,
1997-07-02,9.79,,
1997-07-03,9.77,,
1997-07-07,9.6,,
1997-07-08,9.71,,
1997-07-09,10.21,,
1997-07-10,10.19,,
1997-07-11,10.75,,
1997-07-14,10.83,,
1997-07-15,10.75,,
1997-07-16,10.96,,
1997-07-17,11.25,,
1997-07-18,11.33,,
1997-07-21,11.21,,
1997-07-22,11.83,,
1997-07-23,12.21,,
1997-07-24,11.17,,
1997-07-25,11.25,,
1997-07-28,11.02,,
1997-07-29,11.0,,
1997-07-30,11.38,,
1997-07-31,11.38,,
1997-08-01,11.38,,
1997-08-04,11.42,,
1997-08-05,11.27,,
1997-08-06,11.31,,
1997-08-07,11.33,,
1997-08-08,11.38,,
1997-08-11,11.4,,
1997-08-12,11.25,,
1997-08-13,11.46,,
1997-08-14,11.44,,
1997-08-15,11.48,,
1997-08-18,11.63,,
1997-08-19,11.81,,
1997-08-20,11.6,,
1997-08-21,11.69,,
1997-08-22,11.65,,
1997-08-25,11.67,,
1997-08-26,11.65,,
1997-08-27,11.75,,
1997-08-28,11.77,,
1997-08-29,11.75,,
1997-09-02,11.79,,
1997-09-03,12.1,,
1997-09-04,11.85,,
1997-09-05,11.67,,
1997-09-08,11.67,,
1997-09-09,11.71,,
1997-09-10,11.56,,
1997-09-11,11.21,,
1997-09-12,11.48,,
1997-09-15,11.35,,
1997-09-16,11.44,,
1997-09-17,11.33,,
1997-09-18,11.25,,
1997-09-19,10.27,,
1997-09-22,10.15,,
1997-09-23,10.0,,
1997-09-24,9.94,,
1997-09-25,10.13,,
1997-09-26,10.15,,
1997-09-29,10.13,,
1997-09-30,9.96,,
1997-10-01,10.17,,
1997-10-02,10.17,,
1997-10-03,10.1,,
1997-10-06,10.08,,
1997-10-07,10.15,,
1997-10-08,10.19,,
1997-10-09,10.1,,
1997-10-10,9.79,,
1997-10-13,9.77,,
1997-10-14,9.73,,
1997-10-15,9.67,,
1997-10-16,9.75,,
1997-10-17,9.83,,
1997-10-20,9.85,,
1997-10-21,10.08,,
1997-10-22,10.13,,
1997-10-23,10.0,,
1997-10-24,9.92,,
1997-10-27,9.96,,
1997-10-28,9.79,,
1997-10-29,9.92,,
1997-10-30,9.92,,
1997-10-31,9.92,,
1997-11-03,9.94,,
1997-11-04,9.88,,
1997-11-05,9.77,,
1997-11-06,9.67,,
1997-11-07,9.52,,
1997-11-10,9.63,,
1997-11-11,9.56,,
1997-11-12,9.42,,
1997-11-13,9.08,,
1997-11-14,9.31,,
1997-11-17,9.56,,
1997-11-18,9.33,,
1997-11-19,9.52,,
1997-11-20,9.48,,
1997-11-21,9.38,,
1997-11-24,8.98,,
1997-11-25,8.98,,
1997-11-26,8.85,,
1997-11-28,8.96,,
1997-12-01,8.88,,
1997-12-02,8.96,,
1997-12-03,9.23,,
1997-12-04,9.75,,
1997-12-05,9.77,,
1997-12-08,9.83,,
1997-12-09,10.0,,
1997-12-10,9.98,,
1997-12-11,9.77,,
1997-12-12,9.63,,
1997-12-15,9.54,,
1997-12-16,9.69,,
1997-12-17,9.73,,
1997-12-18,9.4,,
1997-12-19,9.33,,
1997-12-22,9.21,,
1997-12-23,8.79,,
1997-12-24,8.83,,
1997-12-26,8.85,,
1997-12-29,8.92,,
1997-12-30,9.04,,
1997-12-31,9.31,,
1998-01-02,9.17,,
1998-01-05,8.85,,
1998-01-06,9.04,,
1998-01-07,9.13,,
1998-01-08,9.27,,
1998-01-09,9.04,,
1998-01-12,8.88,,
1998-01-13,8.98,,
1998-01-14,9.29,,
1998-01-15,9.08,,
1998-01-16,9.31,,
1998-01-20,9.27,,
1998-01-21,9.1,,
1998-01-22,9.08,,
1998-01-23,9.08,,
1998-01-26,8.96,,
1998-01-27,8.94,,
1998-01-28,8.96,,
1998-01-29,9.0,,
1998-01-30,8.96,,
1998-02-02,9.27,,
1998-02-03,9.56,,
1998-02-04,9.73,,
1998-02-05,9.65,,
1998-02-06,9.58,,
1998-02-09,9.58,,
1998-02-10,9.81,,
1998-02-11,10.19,,
1998-02-12,10.54,,
1998-02-13,10.44,,
1998-02-17,10.35,,
1998-02-18,10.31,,
1998-02-19,10.08,,
1998-02-20,10.15,,
1998-02-23,10.54,,
1998-02-24,10.65,,
1998-02-25,10.79,,
1998-02-26,10.71,,
1998-02-27,10.56,,
1998-03-02,10.75,,
1998-03-03,11.1,,
1998-03-04,10.9,,
1998-03-05,10.96,,
1998-03-06,10.9,,
1998-03-09,10.42,,
1998-03-10,10.44,,
1998-03-11,10.63,,
1998-03-12,10.71,,
1998-03-13,10.77,,
1998-03-16,10.85,,
1998-03-17,10.94,,
1998-03-18,10.94,,
1998-03-19,11.1,,
1998-03-20,11.02,,
1998-03-23,10.96,,
1998-03-24,10.67,,
1998-03-25,11.0,,
1998-03-26,11.0,,
1998-03-27,10.98,,
1998-03-30,10.83,,
1998-03-31,10.88,,
1998-04-01,10.63,,
1998-04-02,10.56,,
1998-04-03,10.67,,
1998-04-06,10.25,,
1998-04-07,10.25,,
1998-04-08,10.27,,
1998-04-09,10.08,,
1998-04-13,10.19,,
1998-04-14,10.48,,
1998-04-15,10.35,,
1998-04-16,10.17,,
1998-04-17,10.29,,
1998-04-20,10.42,,
1998-04-21,10.38,,
1998-04-22,10.25,,
1998-04-23,10.29,,
1998-04-24,10.31,,
1998-04-27,10.0,,
1998-04-28,10.06,,
1998-04-29,9.9,,
1998-04-30,9.96,,
1998-05-01,9.81,,
1998-05-04,10.0,,
1998-05-05,9.9,,
1998-05-06,9.71,,
1998-05-07,9.81,,
1998-05-08,9.94,,
1998-05-11,9.9,,
1998-05-12,9.88,,
1998-05-13,9.9,,
1998-05-14,9.98,,
1998-05-15,9.79,,
1998-05-18,9.67,,
1998-05-19,9.79,,
1998-05-20,9.92,,
1998-05-21,9.83,,
1998-05-22,9.96,,
1998-05-26,9.92,,
1998-05-27,9.79,,
1998-05-28,9.81,,
1998-05-29,9.71,,
1998-06-01,9.83,,
1998-06-02,9.67,,
1998-06-03,9.83,,
1998-06-04,9.54,,
1998-06-05,9.44,,
1998-06-08,9.48,,
1998-06-09,9.5,,
1998-06-10,9.31,,
1998-06-11,8.98,,
1998-06-12,8.65,,
1998-06-15,8.56,,
1998-06-16,8.65,,
1998-06-17,8.56,,
1998-06-18,8.58,,
1998-06-19,8.56,,
1998-06-22,8.58,,
1998-06-23,8.63,,
1998-06-24,8.5,,
1998-06-25,8.23,,
1998-06-26,8.42,,
1998-06-29,8.38,,
1998-06-30,8.21,,
1998-07-01,8.4,,
1998-07-02,8.35,,
1998-07-06,8.15,,
1998-07-07,8.1,,
1998-07-08,8.19,,
1998-07-09,8.0,,
1998-07-10,7.77,,
1998-07-13,7.69,,
1998-07-14,7.65,,
1998-07-15,7.54,,
1998-07-16,7.69,,
1998-07-17,7.92,,
1998-07-20,7.73,,
1998-07-21,7.63,,
1998-07-22,7.67,,
1998-07-23,7.63,,
1998-07-24,7.54,,
1998-07-27,7.44,,
1998-07-28,7.35,,
1998-07-29,7.33,,
1998-07-30,7.31,,
1998-07-31,7.27,,
1998-08-03,7.25,,
1998-08-04,7.33,,
1998-08-05,7.5,,
1998-08-06,7.4,,
1998-08-07,7.48,,
1998-08-10,7.42,,
1998-08-11,7.17,,
1998-08-12,7.15,,
1998-08-13,7.23,,
1998-08-14,7.08,,
1998-08-17,7.13,,
1998-08-18,7.1,,
1998-08-19,6.94,,
1998-08-20,6.83,,
1998-08-21,6.88,,
1998-08-24,6.92,,
1998-08-25,7.04,,
1998-08-26,6.77,,
1998-08-27,6.29,,
1998-08-28,6.27,,
1998-08-31,6.25,,
1998-09-01,6.23,,
1998-09-02,6.21,,
1998-09-03,5.96,,
1998-09-04,6.04,,
1998-09-08,6.25,,
1998-09-09,6.27,,
1998-09-10,6.17,,
1998-09-11,6.27,,
1998-09-14,6.5,,
1998-09-15,6.4,,
1998-09-16,6.52,,
1998-09-17,6.33,,
1998-09-18,6.33,,
1998-09-21,6.25,,
1998-09-22,6.25,,
1998-09-23,6.35,,
1998-09-24,6.29,,
1998-09-25,6.63,,
1998-09-28,6.44,,
1998-09-29,6.6,,
1998-09-30,6.75,,
1998-10-01,6.29,,
1998-10-02,6.23,,
1998-10-05,6.21,,
1998-10-06,6.15,,
1998-10-07,6.0,,
1998-10-08,6.1,,
1998-10-09,5.98,,
1998-10-12,5.94,,
1998-10-13,5.81,,
1998-10-14,6.04,,
1998-10-15,6.25,,
1998-10-16,6.33,,
1998-10-19,6.42,,
1998-10-20,6.5,,
1998-10-21,6.71,,
1998-10-22,6.75,,
1998-10-23,6.56,,
1998-10-26,6.5,,
1998-10-27,6.06,,
1998-10-28,5.94,,
1998-10-29,5.96,,
1998-10-30,6.0,,
1998-11-02,6.17,,
1998-11-03,5.94,,
1998-11-04,5.98,,
1998-11-05,5.98,,
1998-11-06,6.0,,
1998-11-09,5.92,,
1998-11-10,5.94,,
1998-11-11,5.81,,
1998-11-12,5.71,,
1998-11-13,5.79,,
1998-11-16,5.92,,
1998-11-17,5.9,,
1998-11-18,5.88,,
1998-11-19,5.81,,
1998-11-20,5.75,,
1998-11-23,5.75,,
1998-11-24,5.83,,
1998-11-25,5.85,,
1998-11-27,5.9,,
1998-11-30,5.92,,
1998-12-01,5.85,,
1998-12-02,5.77,,
1998-12-03,5.77,,
1998-12-04,5.63,,
1998-12-07,5.65,,
1998-12-08,5.6,,
1998-12-09,5.67,,
1998-12-10,5.54,,
1998-12-11,5.58,,
1998-12-14,5.52,,
1998-12-15,5.58,,
1998-12-16,5.67,,
1998-12-17,5.48,,
1998-12-18,5.38,,
1998-12-21,5.33,,
1998-12-22,5.21,,
1998-12-23,5.33,,
1998-12-24,5.31,,
1998-12-28,5.33,,
1998-12-29,5.33,,
1998-12-30,5.42,,
1998-12-31,5.52,,
1999-01-04,5.63,,
1999-01-05,5.56,,
1999-01-06,5.46,,
1999-01-07,5.46,,
1999-01-08,5.5,,
1999-01-11,5.44,,
1999-01-12,5.27,,
1999-01-13,5.4,,
1999-01-14,5.35,,
1999-01-15,5.44,,
1999-01-19,5.48,,
1999-01-20,5.44,,
1999-01-21,5.29,,
1999-01-22,5.31,,
1999-01-25,5.52,,
1999-01-26,5.63,,
1999-01-27,5.6,,
1999-01-28,5.6,,
1999-01-29,5.6,,
1999-02-01,5.69,,
1999-02-02,5.71,,
1999-02-03,5.73,,
1999-02-04,5.67,,
1999-02-05,5.63,,
1999-02-08,5.58,,
1999-02-09,5.6,,
1999-02-10,5.54,,
1999-02-11,5.56,,
1999-02-12,5.46,,
1999-02-16,5.38,,
1999-02-17,5.33,,
1999-02-18,5.46,,
1999-02-19,5.46,,
1999-02-22,5.56,,
1999-02-23,5.63,,
1999-02-24,5.5,,
1999-02-25,5.5,,
1999-02-26,5.52,,
1999-03-01,5.29,,
1999-03-02,5.04,,
1999-03-03,5.13,,
1999-03-04,5.25,,
1999-03-05,5.23,,
1999-03-08,5.13,,
1999-03-09,5.06,,
1999-03-10,5.27,,
1999-03-11,5.4,,
1999-03-12,5.33,,
1999-03-15,5.4,,
1999-03-16,5.27,,
1999-03-17,5.31,,
1999-03-18,5.33,,
1999-03-19,5.31,,
1999-03-22,5.25,,
1999-03-23,5.19,,
1999-03-24,5.1,,
1999-03-25,5.06,,
1999-03-26,5.15,,
1999-03-29,5.21,,
1999-03-30,5.13,,
1999-03-31,5.19,,
1999-04-01,5.17,,
1999-04-05,5.17,,
1999-04-06,5.17,,
1999-04-07,5.17,,
1999-04-08,5.19,,
1999-04-09,5.17,,
1999-04-12,5.17,,
1999-04-13,5.19,,
1999-04-14,5.48,,
1999-04-15,5.63,,
1999-04-16,5.92,,
1999-04-19,6.38,,
1999-04-20,6.42,,
1999-04-21,6.42,,
1999-04-22,6.06,,
1999-04-23,5.96,,
1999-04-26,6.04,,
1999-04-27,6.04,,
1999-04-28,6.19,,
1999-04-29,6.27,,
1999-04-30,6.21,,
1999-05-03,6.69,,
1999-05-04,7.02,,
1999-05-05,6.6,,
1999-05-06,6.71,,
1999-05-07,6.75,,
1999-05-10,6.81,,
1999-05-11,6.81,,
1999-05-12,6.81,,
1999-05-13,6.98,,
1999-05-14,6.94,,
1999-05-17,6.65,,
1999-05-18,6.9,,
1999-05-19,6.9,,
1999-05-20,7.04,,
1999-05-21,7.02,,
1999-05-24,6.96,,
1999-05-25,7.0,,
1999-05-26,6.92,,
1999-05-27,6.83,,
1999-05-28,6.83,,
1999-06-01,6.83,,
1999-06-02,6.9,,
1999-06-03,6.96,,
1999-06-04,7.06,,
1999-06-07,7.06,,
1999-06-08,7.03,,
1999-06-09,7.17,,
1999-06-10,7.02,,
1999-06-11,7.1,,
1999-06-14,7.04,,
1999-06-15,6.94,,
1999-06-16,7.0,,
1999-06-17,6.83,,
1999-06-18,6.9,,
1999-06-21,6.92,,
1999-06-22,6.88,,
1999-06-23,6.98,,
1999-06-24,6.85,,
1999-06-25,6.88,,
1999-06-28,6.5,,
1999-06-29,6.29,,
1999-06-30,6.31,,
1999-07-01,6.19,,
1999-07-02,6.21,,
1999-07-06,6.33,,
