date,BXP,dcf,Deviation
1997-12-08,33.88,,
1997-12-09,34.38,,
1997-12-10,34.06,,
1997-12-11,33.88,,
1997-12-12,33.5,,
1997-12-15,34.06,,
1997-12-16,33.88,,
1997-12-17,34.38,,
1997-12-18,34.06,,
1997-12-19,34.0,,
1997-12-22,33.25,,
1997-12-23,32.88,,
1997-12-24,33.25,,
1997-12-26,33.19,,
1997-12-29,33.19,,
1997-12-30,33.69,,
1997-12-31,33.06,,
1998-01-02,33.19,,
1998-01-05,33.63,,
1998-01-06,33.69,,
1998-01-07,33.56,,
1998-01-08,33.69,,
1998-01-09,33.44,,
1998-01-12,33.0,,
1998-01-13,32.5,,
1998-01-14,32.88,,
1998-01-15,33.25,,
1998-01-16,34.5,,
1998-01-20,33.56,,
1998-01-21,34.13,,
1998-01-22,34.56,,
1998-01-23,34.94,,
1998-01-26,35.13,,
1998-01-27,35.56,,
1998-01-28,35.63,,
1998-01-29,35.75,,
1998-01-30,35.56,,
1998-02-02,35.88,,
1998-02-03,35.88,,
1998-02-04,35.69,,
1998-02-05,35.81,,
1998-02-06,35.75,,
1998-02-09,35.69,,
1998-02-10,35.56,,
1998-02-11,35.44,,
1998-02-12,35.31,,
1998-02-13,35.19,,
1998-02-17,35.13,,
1998-02-18,35.0,,
1998-02-19,35.0,,
1998-02-20,34.88,,
1998-02-23,34.88,,
1998-02-24,35.0,,
1998-02-25,34.75,,
1998-02-26,34.13,,
1998-02-27,34.0,,
1998-03-02,33.63,,
1998-03-03,33.13,,
1998-03-04,34.09,,
1998-03-05,34.31,,
1998-03-06,34.38,,
1998-03-09,34.31,,
1998-03-10,34.44,,
1998-03-11,34.25,,
1998-03-12,34.31,,
1998-03-13,34.25,,
1998-03-16,33.19,,
1998-03-17,33.0,,
1998-03-18,32.81,,
1998-03-19,32.88,,
1998-03-20,33.5,,
1998-03-23,34.0,,
1998-03-24,34.38,,
1998-03-25,34.31,,
1998-03-26,35.0,,
1998-03-27,35.19,,
1998-03-30,35.13,,
1998-03-31,35.19,,
1998-04-01,35.0,,
1998-04-02,35.25,,
1998-04-03,35.31,,
1998-04-06,34.75,,
1998-04-07,34.88,,
1998-04-08,34.5,,
1998-04-09,35.0,,
1998-04-13,34.75,,
1998-04-14,35.19,,
1998-04-15,35.56,,
1998-04-16,35.94,,
1998-04-17,35.25,,
1998-04-20,34.38,,
1998-04-21,34.0,,
1998-04-22,33.88,,
1998-04-23,33.25,,
1998-04-24,33.06,,
1998-04-27,32.63,,
1998-04-28,32.94,,
1998-04-29,33.69,,
1998-04-30,33.06,,
1998-05-01,33.06,,
1998-05-04,33.19,,
1998-05-05,33.38,,
1998-05-06,33.25,,
1998-05-07,33.38,,
1998-05-08,33.44,,
1998-05-11,33.44,,
1998-05-12,33.13,,
1998-05-13,34.0,,
1998-05-14,34.0,,
1998-05-15,34.44,,
1998-05-18,34.56,,
1998-05-19,34.56,,
1998-05-20,34.63,,
1998-05-21,34.44,,
1998-05-22,34.81,,
1998-05-26,34.44,,
1998-05-27,34.19,,
1998-05-28,34.06,,
1998-05-29,34.0,,
1998-06-01,33.88,,
1998-06-02,33.31,,
1998-06-03,33.44,,
1998-06-04,33.5,,
1998-06-05,33.06,,
1998-06-08,32.06,,
1998-06-09,32.31,,
1998-06-10,33.0,,
1998-06-11,33.06,,
1998-06-12,32.19,,
1998-06-15,32.19,,
1998-06-16,32.44,,
1998-06-17,32.63,,
1998-06-18,33.38,,
1998-06-19,34.0,,
1998-06-22,33.81,,
1998-06-23,34.13,,
1998-06-24,33.94,,
1998-06-25,33.94,,
1998-06-26,33.88,,
1998-06-29,34.0,,
1998-06-30,34.0,,
1998-07-01,34.31,,
1998-07-02,34.13,,
1998-07-06,34.5,,
1998-07-07,34.69,,
1998-07-08,34.5,,
1998-07-09,34.38,,
1998-07-10,34.19,,
1998-07-13,34.13,,
1998-07-14,33.63,,
1998-07-15,33.81,,
1998-07-16,33.5,,
1998-07-17,33.94,,
1998-07-20,33.63,,
1998-07-21,33.81,,
1998-07-22,33.75,,
1998-07-23,32.81,,
1998-07-24,33.31,,
1998-07-27,32.81,,
1998-07-28,32.13,,
1998-07-29,32.19,,
1998-07-30,32.06,,
1998-07-31,32.31,,
1998-08-03,31.75,,
1998-08-04,31.06,,
1998-08-05,30.69,,
1998-08-06,31.25,,
1998-08-07,31.69,,
1998-08-10,31.63,,
1998-08-11,31.63,,
1998-08-12,32.19,,
1998-08-13,32.0,,
1998-08-14,31.63,,
1998-08-17,31.75,,
1998-08-18,31.75,,
1998-08-19,31.94,,
1998-08-20,31.88,,
1998-08-21,31.63,,
1998-08-24,31.63,,
1998-08-25,31.63,,
1998-08-26,32.31,,
1998-08-27,31.0,,
1998-08-28,29.75,,
1998-08-31,28.38,,
1998-09-01,28.56,,
1998-09-02,27.69,,
1998-09-03,27.0,,
1998-09-04,27.0,,
1998-09-08,27.06,,
1998-09-09,26.13,,
1998-09-10,24.56,,
1998-09-11,23.88,,
1998-09-14,24.0,,
1998-09-15,24.81,,
1998-09-16,26.0,,
1998-09-17,26.94,,
1998-09-18,27.5,,
1998-09-21,29.44,,
1998-09-22,31.38,,
1998-09-23,31.44,,
1998-09-24,30.88,,
1998-09-25,29.63,,
1998-09-28,28.88,,
1998-09-29,28.81,,
1998-09-30,28.5,,
1998-10-01,28.13,,
1998-10-02,27.63,,
1998-10-05,26.75,,
1998-10-06,27.31,,
1998-10-07,27.13,,
1998-10-08,26.63,,
1998-10-09,26.94,,
1998-10-12,28.0,,
1998-10-13,28.31,,
1998-10-14,28.38,,
1998-10-15,28.69,,
1998-10-16,30.0,,
1998-10-19,29.94,,
1998-10-20,29.94,,
1998-10-21,29.5,,
1998-10-22,29.19,,
1998-10-23,28.81,,
1998-10-26,28.81,,
1998-10-27,28.69,,
1998-10-28,27.88,,
1998-10-29,27.81,,
1998-10-30,28.5,,
1998-11-02,29.56,,
1998-11-03,29.0,,
1998-11-04,30.69,,
1998-11-05,30.5,,
1998-11-06,30.38,,
1998-11-09,31.25,,
1998-11-10,30.88,,
1998-11-11,30.31,,
1998-11-12,29.5,,
1998-11-13,29.88,,
1998-11-16,30.31,,
1998-11-17,30.0,,
1998-11-18,30.0,,
1998-11-19,30.38,,
1998-11-20,30.94,,
1998-11-23,31.0,,
1998-11-24,31.38,,
1998-11-25,31.44,,
1998-11-27,31.25,,
1998-11-30,31.56,,
1998-12-01,31.94,,
1998-12-02,32.13,,
1998-12-03,32.0,,
1998-12-04,32.5,,
1998-12-07,32.19,,
1998-12-08,32.0,,
1998-12-09,31.56,,
1998-12-10,31.5,,
1998-12-11,31.38,,
1998-12-14,31.44,,
1998-12-15,31.56,,
1998-12-16,31.94,,
1998-12-17,31.75,,
1998-12-18,31.75,,
1998-12-21,31.19,,
1998-12-22,30.38,,
1998-12-23,30.5,,
1998-12-24,30.38,,
1998-12-28,30.25,,
1998-12-29,30.44,,
1998-12-30,30.63,,
1998-12-31,30.5,,
1999-01-04,30.31,,
1999-01-05,31.31,,
1999-01-06,31.38,,
1999-01-07,31.44,,
1999-01-08,31.63,,
1999-01-11,31.69,,
1999-01-12,31.63,,
1999-01-13,31.63,,
1999-01-14,31.38,,
1999-01-15,31.63,,
1999-01-19,31.75,,
1999-01-20,31.81,,
1999-01-21,31.94,,
1999-01-22,34.13,,
1999-01-25,34.25,,
1999-01-26,34.69,,
1999-01-27,33.38,,
1999-01-28,32.94,,
1999-01-29,32.5,,
1999-02-01,33.5,,
1999-02-02,34.25,,
1999-02-03,34.06,,
1999-02-04,34.0,,
1999-02-05,33.63,,
1999-02-08,33.63,,
1999-02-09,33.38,,
1999-02-10,32.94,,
1999-02-11,33.13,,
1999-02-12,32.75,,
1999-02-16,32.81,,
1999-02-17,32.56,,
1999-02-18,32.5,,
1999-02-19,32.38,,
1999-02-22,32.56,,
1999-02-23,32.13,,
1999-02-24,32.44,,
1999-02-25,32.69,,
1999-02-26,32.31,,
1999-03-01,32.13,,
1999-03-02,32.75,,
1999-03-03,32.88,,
1999-03-04,32.81,,
1999-03-05,33.13,,
1999-03-08,32.88,,
1999-03-09,32.75,,
1999-03-10,32.81,,
1999-03-11,32.38,,
1999-03-12,32.0,,
1999-03-15,31.94,,
1999-03-16,31.94,,
1999-03-17,32.31,,
1999-03-18,32.13,,
1999-03-19,31.81,,
1999-03-22,31.0,,
1999-03-23,30.94,,
1999-03-24,31.0,,
1999-03-25,30.75,,
1999-03-26,31.0,,
1999-03-29,31.25,,
1999-03-30,32.0,,
1999-03-31,31.63,,
1999-04-01,31.94,,
1999-04-05,31.88,,
1999-04-06,31.5,,
1999-04-07,31.25,,
1999-04-08,31.25,,
1999-04-09,31.25,,
1999-04-12,32.25,,
1999-04-13,32.13,,
1999-04-14,32.63,,
1999-04-15,33.63,,
1999-04-16,34.44,,
1999-04-19,35.44,,
1999-04-20,34.5,,
1999-04-21,35.69,,
1999-04-22,35.81,,
1999-04-23,35.19,,
1999-04-26,35.0,,
1999-04-27,34.88,,
1999-04-28,34.88,,
1999-04-29,35.38,,
1999-04-30,36.31,,
1999-05-03,36.0,,
1999-05-04,36.31,,
1999-05-05,36.5,,
1999-05-06,36.56,,
1999-05-07,36.38,,
1999-05-10,37.13,,
1999-05-11,36.81,,
1999-05-12,36.81,,
1999-05-13,36.69,,
1999-05-14,37.0,,
1999-05-17,36.94,,
1999-05-18,36.75,,
1999-05-19,37.0,,
1999-05-20,36.75,,
1999-05-21,36.75,,
1999-05-24,36.38,,
1999-05-25,36.38,,
1999-05-26,36.06,,
1999-05-27,36.0,,
1999-05-28,35.94,,
1999-06-01,35.88,,
1999-06-02,35.88,,
1999-06-03,35.94,,
1999-06-04,35.75,,
1999-06-07,35.88,,
1999-06-08,35.69,,
1999-06-09,35.31,,
1999-06-10,35.06,,
1999-06-11,35.0,,
1999-06-14,34.94,,
1999-06-15,35.25,,
1999-06-16,35.5,,
1999-06-17,35.69,,
1999-06-18,35.63,,
1999-06-21,35.63,,
1999-06-22,35.56,,
1999-06-23,35.31,,
1999-06-24,35.31,,
1999-06-25,35.5,,
1999-06-28,35.56,,
1999-06-29,35.69,,
1999-06-30,35.88,,
1999-07-01,35.44,,
1999-07-02,35.63,,
1999-07-06,34.75,,
1999-07-07,34.06,,
1999-07-08,33.63,,
1999-07-09,33.13,,
1999-07-12,33.75,,
1999-07-13,33.63,,
1999-07-14,34.25,,
1999-07-15,34.81,,
1999-07-16,34.38,,
1999-07-19,34.81,,
1999-07-20,34.75,,
1999-07-21,34.75,,
1999-07-22,34.81,,
1999-07-23,34.81,,
1999-07-26,34.75,,
1999-07-27,33.81,,
1999-07-28,33.69,,
1999-07-29,33.63,,
1999-07-30,34.25,,
1999-08-02,34.31,,
1999-08-03,34.13,,
1999-08-04,33.88,,
1999-08-05,33.44,,
1999-08-06,33.63,,
1999-08-09,33.13,,
1999-08-10,32.94,,
1999-08-11,33.13,,
1999-08-12,33.0,,
1999-08-13,33.44,,
1999-08-16,33.44,,
1999-08-17,33.44,,
1999-08-18,33.19,,
1999-08-19,33.44,,
1999-08-20,33.19,,
1999-08-23,33.38,,
1999-08-24,33.19,,
1999-08-25,33.0,,
1999-08-26,33.06,,
1999-08-27,33.06,,
1999-08-30,32.75,,
1999-08-31,33.31,,
1999-09-01,33.19,,
1999-09-02,33.06,,
1999-09-03,33.13,,
1999-09-07,33.5,,
1999-09-08,33.69,,
1999-09-09,33.63,,
1999-09-10,33.5,,
1999-09-13,33.25,,
1999-09-14,33.31,,
1999-09-15,33.0,,
1999-09-16,33.06,,
1999-09-17,32.88,,
1999-09-20,32.75,,
1999-09-21,32.38,,
1999-09-22,32.0,,
1999-09-23,30.94,,
1999-09-24,31.44,,
1999-09-27,30.75,,
1999-09-28,30.5,,
1999-09-29,30.31,,
1999-09-30,30.69,,
1999-10-01,30.31,,
1999-10-04,30.38,,
1999-10-05,30.56,,
1999-10-06,30.5,,
1999-10-07,30.5,,
1999-10-08,30.06,,
1999-10-11,29.94,,
1999-10-12,29.81,,
1999-10-13,29.63,,
1999-10-14,29.13,,
1999-10-15,29.25,,
1999-10-18,29.06,,
1999-10-19,29.19,,
1999-10-20,29.25,,
1999-10-21,28.94,,
1999-10-22,29.5,,
1999-10-25,29.56,,
1999-10-26,29.69,,
1999-10-27,29.63,,
1999-10-28,29.63,,
1999-10-29,29.81,,
1999-11-01,29.94,,
1999-11-02,30.44,,
1999-11-03,30.63,,
1999-11-04,30.56,,
1999-11-05,30.25,,
1999-11-08,29.5,,
1999-11-09,29.31,,
1999-11-10,28.75,,
1999-11-11,28.75,,
1999-11-12,28.63,,
1999-11-15,28.19,,
1999-11-16,28.38,,
1999-11-17,28.63,,
1999-11-18,28.5,,
1999-11-19,28.31,,
1999-11-22,28.0,,
1999-11-23,27.63,,
1999-11-24,28.25,,
1999-11-26,28.06,,
1999-11-29,28.25,,
1999-11-30,28.31,,
1999-12-01,29.0,,
1999-12-02,29.06,,
1999-12-03,29.75,,
1999-12-06,29.75,,
1999-12-07,29.5,,
1999-12-08,29.31,,
1999-12-09,29.38,,
1999-12-10,29.25,,
1999-12-13,28.75,,
1999-12-14,27.63,,
1999-12-15,27.5,,
1999-12-16,27.69,,
1999-12-17,29.38,,
1999-12-20,29.81,,
1999-12-21,29.88,,
1999-12-22,29.69,,
1999-12-23,30.31,,
1999-12-27,30.13,,
1999-12-28,30.75,,
1999-12-29,31.13,,
1999-12-30,31.13,,
1999-12-31,31.13,,
2000-01-03,30.69,,
2000-01-04,30.19,,
2000-01-05,30.44,,
2000-01-06,31.0,,
2000-01-07,32.13,,
2000-01-10,32.38,,
2000-01-11,32.06,,
2000-01-12,31.56,,
2000-01-13,31.75,,
2000-01-14,31.56,,
2000-01-18,31.25,,
2000-01-19,31.25,,
2000-01-20,30.88,,
2000-01-21,30.56,,
2000-01-24,30.44,,
2000-01-25,30.56,,
2000-01-26,30.69,,
2000-01-27,30.56,,
2000-01-28,30.44,,
2000-01-31,30.0,,
2000-02-01,29.81,,
2000-02-02,29.94,,
2000-02-03,30.19,,
2000-02-04,29.94,,
2000-02-07,30.0,,
2000-02-08,30.56,,
2000-02-09,30.56,,
2000-02-10,30.31,,
2000-02-11,30.06,,
2000-02-14,30.13,,
2000-02-15,30.0,,
2000-02-16,30.19,,
2000-02-17,30.5,,
2000-02-18,30.13,,
2000-02-22,30.06,,
2000-02-23,30.38,,
2000-02-24,30.44,,
2000-02-25,30.5,,
2000-02-28,30.38,,
2000-02-29,30.31,,
2000-03-01,30.38,,
2000-03-02,30.38,,
2000-03-03,30.38,,
2000-03-06,30.31,,
2000-03-07,29.88,,
2000-03-08,30.0,,
2000-03-09,30.44,,
2000-03-10,30.38,,
2000-03-13,30.0,,
2000-03-14,30.38,,
2000-03-15,30.63,,
2000-03-16,30.88,,
2000-03-17,31.0,,
2000-03-20,31.25,,
2000-03-21,31.25,,
2000-03-22,31.25,,
2000-03-23,31.25,,
2000-03-24,31.25,,
2000-03-27,31.31,,
2000-03-28,31.44,,
2000-03-29,31.25,,
2000-03-30,31.5,,
2000-03-31,31.81,,
2000-04-03,31.75,,
2000-04-04,32.0,,
2000-04-05,32.44,,
2000-04-06,34.13,,
2000-04-07,34.25,,
2000-04-10,34.44,,
2000-04-11,34.31,,
2000-04-12,34.5,,
2000-04-13,34.38,,
2000-04-14,34.0,,
2000-04-17,34.0,,
2000-04-18,34.13,,
2000-04-19,34.19,,
2000-04-20,34.19,,
2000-04-24,34.38,,
2000-04-25,34.31,,
2000-04-26,35.0,,
2000-04-27,35.0,,
2000-04-28,34.88,,
2000-05-01,35.38,,
2000-05-02,36.19,,
2000-05-03,36.0,,
2000-05-04,36.0,,
2000-05-05,36.13,,
2000-05-08,36.31,,
2000-05-09,36.38,,
2000-05-10,36.31,,
2000-05-11,36.44,,
2000-05-12,36.63,,
2000-05-15,36.25,,
2000-05-16,36.19,,
2000-05-17,36.44,,
2000-05-18,36.38,,
2000-05-19,36.56,,
2000-05-22,36.38,,
2000-05-23,36.19,,
2000-05-24,35.63,,
2000-05-25,35.44,,
2000-05-26,35.44,,
2000-05-30,35.0,,
2000-05-31,34.94,,
2000-06-01,34.88,,
2000-06-02,35.44,,
2000-06-05,35.25,,
2000-06-06,35.56,,
2000-06-07,36.13,,
2000-06-08,36.5,,
2000-06-09,36.31,,
2000-06-12,36.59,,
2000-06-13,36.69,,
2000-06-14,37.69,,
2000-06-15,37.13,,
2000-06-16,37.06,,
2000-06-19,37.06,,
2000-06-20,37.88,,
2000-06-21,37.5,,
2000-06-22,37.13,,
2000-06-23,37.31,,
2000-06-26,37.44,,
2000-06-27,38.19,,
2000-06-28,38.0,,
2000-06-29,38.97,,
2000-06-30,38.63,,
2000-07-03,38.72,,
2000-07-05,38.63,,
2000-07-06,38.19,,
2000-07-07,38.0,,
2000-07-10,38.0,,
2000-07-11,37.94,,
2000-07-12,37.94,,
2000-07-13,37.88,,
2000-07-14,37.75,,
2000-07-17,37.81,,
2000-07-18,37.75,,
2000-07-19,37.56,,
2000-07-20,37.88,,
2000-07-21,38.13,,
2000-07-24,38.81,,
2000-07-25,39.28,,
2000-07-26,40.22,,
2000-07-27,41.47,,
2000-07-28,41.66,,
2000-07-31,41.47,,
2000-08-01,41.84,,
2000-08-02,41.47,,
2000-08-03,41.91,,
2000-08-04,42.03,,
2000-08-07,41.97,,
2000-08-08,42.25,,
2000-08-09,42.5,,
2000-08-10,42.56,,
2000-08-11,42.44,,
2000-08-14,42.16,,
2000-08-15,42.25,,
2000-08-16,42.63,,
2000-08-17,42.84,,
2000-08-18,42.53,,
2000-08-21,42.41,,
2000-08-22,42.31,,
2000-08-23,41.19,,
2000-08-24,40.81,,
2000-08-25,40.63,,
2000-08-28,40.88,,
2000-08-29,40.44,,
2000-08-30,40.31,,
2000-08-31,40.44,,
2000-09-01,40.31,,
2000-09-05,40.06,,
2000-09-06,40.31,,
2000-09-07,40.5,,
2000-09-08,41.81,,
2000-09-11,42.13,,
2000-09-12,43.25,,
2000-09-13,42.5,,
2000-09-14,42.81,,
2000-09-15,42.56,,
2000-09-18,41.5,,
2000-09-19,42.25,,
2000-09-20,42.63,,
2000-09-21,42.75,,
2000-09-22,42.88,,
2000-09-25,42.56,,
2000-09-26,42.56,,
2000-09-27,42.81,,
2000-09-28,43.25,,
2000-09-29,42.94,,
2000-10-02,41.88,,
2000-10-03,41.5,,
2000-10-04,40.63,,
2000-10-05,40.88,,
2000-10-06,40.88,,
2000-10-09,40.75,,
2000-10-10,41.0,,
2000-10-11,39.63,,
2000-10-12,39.75,,
2000-10-13,39.5,,
2000-10-16,40.19,,
2000-10-17,39.81,,
2000-10-18,39.75,,
2000-10-19,40.0,,
2000-10-20,40.06,,
2000-10-23,39.75,,
2000-10-24,38.88,,
2000-10-25,39.06,,
2000-10-26,40.06,,
2000-10-27,41.06,,
2000-10-30,41.0,,
2000-10-31,40.5,,
2000-11-01,41.0,,
2000-11-02,40.81,,
2000-11-03,40.81,,
2000-11-06,40.56,,
2000-11-07,40.31,,
2000-11-08,40.44,,
2000-11-09,40.56,,
2000-11-10,40.38,,
2000-11-13,40.56,,
2000-11-14,40.88,,
2000-11-15,41.06,,
2000-11-16,41.0,,
2000-11-17,41.06,,
2000-11-20,41.0,,
2000-11-21,41.44,,
2000-11-22,41.19,,
2000-11-24,41.31,,
2000-11-27,41.44,,
2000-11-28,41.44,,
2000-11-29,41.75,,
2000-11-30,42.44,,
2000-12-01,41.69,,
2000-12-04,41.75,,
2000-12-05,42.19,,
2000-12-06,42.0,,
2000-12-07,41.94,,
2000-12-08,42.38,,
2000-12-11,43.25,,
2000-12-12,42.88,,
2000-12-13,43.5,,
2000-12-14,43.38,,
2000-12-15,43.88,,
2000-12-18,44.38,,
2000-12-19,44.63,,
2000-12-20,44.38,,
2000-12-21,44.63,,
2000-12-22,44.38,,
2000-12-26,44.31,,
2000-12-27,44.19,,
2000-12-28,44.75,,
2000-12-29,43.5,,
2001-01-02,43.31,,
2001-01-03,42.88,,
2001-01-04,42.56,,
2001-01-05,40.81,,
2001-01-08,40.25,,
2001-01-09,40.44,,
2001-01-10,40.56,,
2001-01-11,40.13,,
2001-01-12,40.56,,
2001-01-16,40.38,,
2001-01-17,40.44,,
2001-01-18,40.75,,
2001-01-19,40.81,,
2001-01-22,41.25,,
2001-01-23,41.5,,
2001-01-24,41.94,,
2001-01-25,42.38,,
2001-01-26,41.63,,
2001-01-29,40.89,,
2001-01-30,40.97,,
2001-01-31,40.6,,
2001-02-01,41.0,,
2001-02-02,42.12,,
2001-02-05,42.18,,
2001-02-06,41.27,,
2001-02-07,40.65,,
2001-02-08,40.5,,
2001-02-09,40.33,,
2001-02-12,40.55,,
2001-02-13,40.71,,
2001-02-14,40.6,,
2001-02-15,40.6,,
2001-02-16,40.36,,
2001-02-20,40.25,,
2001-02-21,39.8,,
2001-02-22,39.21,,
2001-02-23,40.2,,
2001-02-26,39.97,,
2001-02-27,40.3,,
2001-02-28,40.34,,
2001-03-01,40.15,,
2001-03-02,40.63,,
2001-03-05,40.65,,
2001-03-06,40.7,,
2001-03-07,41.06,,
2001-03-08,41.13,,
2001-03-09,40.89,,
2001-03-12,40.03,,
2001-03-13,39.82,,
2001-03-14,39.74,,
2001-03-15,39.85,,
2001-03-16,39.47,,
2001-03-19,39.5,,
2001-03-20,39.24,,
2001-03-21,38.75,,
2001-03-22,37.92,,
2001-03-23,38.68,,
2001-03-26,39.49,,
2001-03-27,39.45,,
2001-03-28,38.55,,
2001-03-29,38.43,,
2001-03-30,38.45,,
2001-04-02,38.1,,
2001-04-03,37.95,,
2001-04-04,37.7,,
2001-04-05,37.9,,
2001-04-06,37.33,,
2001-04-09,37.34,,
2001-04-10,37.23,,
2001-04-11,36.47,,
2001-04-12,36.47,,
2001-04-16,36.6,,
2001-04-17,37.1,,
2001-04-18,37.75,,
2001-04-19,37.8,,
2001-04-20,37.8,,
2001-04-23,37.6,,
2001-04-24,38.02,,
2001-04-25,37.52,,
2001-04-26,38.4,,
2001-04-27,39.18,,
2001-04-30,39.51,,
2001-05-01,39.4,,
2001-05-02,39.1,,
2001-05-03,39.0,,
2001-05-04,38.95,,
2001-05-07,39.14,,
2001-05-08,38.98,,
2001-05-09,39.07,,
2001-05-10,39.01,,
2001-05-11,39.0,,
2001-05-14,38.8,,
2001-05-15,39.07,,
2001-05-16,39.33,,
2001-05-17,39.73,,
2001-05-18,40.0,,
2001-05-21,39.85,,
2001-05-22,40.08,,
2001-05-23,40.18,,
2001-05-24,40.5,,
2001-05-25,40.42,,
2001-05-29,40.39,,
2001-05-30,39.99,,
2001-05-31,39.88,,
2001-06-01,39.88,,
2001-06-04,40.25,,
2001-06-05,40.06,,
2001-06-06,40.04,,
2001-06-07,40.1,,
2001-06-08,39.96,,
2001-06-11,40.57,,
2001-06-12,40.9,,
2001-06-13,41.0,,
2001-06-14,41.0,,
2001-06-15,40.98,,
2001-06-18,41.0,,
2001-06-19,40.88,,
2001-06-20,41.0,,
2001-06-21,41.06,,
2001-06-22,41.0,,
2001-06-25,40.8,,
2001-06-26,41.05,,
2001-06-27,40.65,,
2001-06-28,41.0,,
2001-06-29,40.9,,
2001-07-02,41.0,,
2001-07-03,41.18,,
2001-07-05,41.26,,
2001-07-06,41.05,,
2001-07-09,40.58,,
2001-07-10,40.05,,
2001-07-11,39.81,,
2001-07-12,40.09,,
2001-07-13,39.78,,
2001-07-16,39.61,,
2001-07-17,39.6,,
2001-07-18,39.98,,
2001-07-19,40.15,,
2001-07-20,39.67,,
2001-07-23,39.32,,
2001-07-24,39.2,,
2001-07-25,38.98,,
2001-07-26,39.15,,
2001-07-27,39.28,,
2001-07-30,38.4,,
2001-07-31,38.55,,
2001-08-01,38.7,,
2001-08-02,38.9,,
2001-08-03,39.0,,
2001-08-06,39.38,,
2001-08-07,39.33,,
2001-08-08,39.37,,
2001-08-09,39.3,,
2001-08-10,39.9,,
2001-08-13,40.01,,
2001-08-14,40.25,,
2001-08-15,40.68,,
2001-08-16,40.66,,
2001-08-17,41.15,,
2001-08-20,40.63,,
2001-08-21,40.82,,
2001-08-22,40.48,,
2001-08-23,40.75,,
2001-08-24,40.5,,
2001-08-27,40.56,,
2001-08-28,40.51,,
2001-08-29,40.18,,
2001-08-30,39.6,,
2001-08-31,39.4,,
2001-09-04,39.2,,
2001-09-05,39.02,,
2001-09-06,38.47,,
2001-09-07,38.18,,
2001-09-10,37.95,,
2001-09-17,36.2,,
2001-09-18,37.17,,
2001-09-19,37.35,,
2001-09-20,36.66,,
2001-09-21,36.35,,
2001-09-24,37.04,,
2001-09-25,37.22,,
